,Unnamed: 0,SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE
662,662,DBCORP,4702.0,Media,Media Entertainment & Publication,Consumer Discretionary,False,13.64,4692.73,13.94,156.79,10.01,23.66,71.94,4.63,13.35,11.9,44.13,-10.6,-0.01,11.82
663,663,FUSION,4692.0,Finance,Financial Services,Financial Services,False,9.61,4678.83,29.3,23.41,8.49,0.6,57.7,22.81,6.74,37.46,33.1,-26.92,-10.22,14.24
664,664,STLTECH,4692.0,Telecom - Services,Telecommunication,Telecommunication,False,46.68,4701.59,-29.79,-167.49,-11.51,-284.38,53.99,1.96,4.75,-0.92,33.35,-4.67,-0.01,10.99
665,665,GULFOILLUB,4679.0,Petroleum Products,Oil Gas & Consumable Fuels,Energy,False,16.29,4639.78,4.63,28.87,1.86,9.66,71.94,4.03,4.98,13.68,51.6,11.87,0.0,23.48
666,666,SULA,4651.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,47.45,4631.97,7.29,4.89,49.32,74.88,26.27,19.56,19.69,13.21,49.9,-15.75,0.0,19.92
667,667,ASHOKA,4611.0,Construction,Construction,Industrials,False,13.56,4601.05,35.86,-21.16,23.34,-7.7,54.48,19.72,4.51,21.59,48.0,-3.19,0.0,38.64
668,668,WABAG,4571.0,Other Utilities,Utilities,Utilities,False,15.14,4582.19,8.11,4.61,5.92,4.16,19.13,5.85,13.11,-1.8,54.75,2.74,0.0,19.53
669,669,KIRLPNU,4566.0,Industrial Products,Capital Goods,Industrials,False,43.19,4547.93,-1.2,6.36,9.44,73.14,38.93,32.3,1.28,-6.56,56.77,-2.56,-0.05,19.53
670,670,PRICOLLTD,4522.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,34.95,4505.96,20.78,27.13,-0.91,2.62,38.51,6.92,6.5,19.78,47.26,-11.13,0.0,20.06
671,671,SAMHI,4516.0,Leisure Services,Consumer Services,Consumer Discretionary,False,,4525.32,40.42,103.0,21.76,15.43,0.0,21.43,64.42,,50.44,2.61,0.0,8.33
672,672,HEIDELBERG,4494.0,Cement & Cement Products,Construction Materials,Commodities,False,29.01,4483.54,12.41,463.98,7.18,-12.09,69.39,10.01,4.33,5.54,39.0,-5.0,0.0,10.67
673,673,SUNDARMHLD,4415.0,Finance,Financial Services,Financial Services,False,11.81,4282.16,25.98,58.7,3.77,12.93,55.29,5.46,0.29,21.1,49.71,0.85,-0.3,1.43
674,674,PATELENG,4410.0,Construction,Construction,Industrials,False,21.86,4398.01,11.14,49.2,3.89,82.77,39.42,5.59,2.83,16.44,39.27,-2.76,0.0,13.69
675,675,EPIGRAL,4404.0,Chemicals & Petrochemicals,Chemicals,Commodities,False,22.47,4402.45,-12.33,-36.13,-1.39,29.32,71.38,0.05,1.17,-6.09,47.75,-8.97,0.0,32.07
676,676,SINDHUTRAD,4394.0,Diversified,Diversified,Diversified,False,21.52,4394.5,35.3,1087.7,4.89,85.32,74.97,0.0,0.28,32.82,48.33,-2.38,0.0,4.74
677,677,GOKEX,4385.0,Textiles & Apparels,Textiles,Consumer Discretionary,False,32.72,4379.95,6.3,-25.04,10.26,28.3,10.58,29.34,20.53,-7.78,29.69,-34.0,-0.48,21.42
678,678,DHANUKA,4376.0,Fertilizers & Agrochemicals,Chemicals,Commodities,False,17.8,4368.68,2.51,-1.52,-34.74,-55.42,70.18,18.41,1.34,7.66,35.72,-33.07,0.0,27.01
679,679,NFL,4359.0,Fertilizers & Agrochemicals,Chemicals,Commodities,False,,4361.26,-25.22,-76.21,33.95,223.8,74.71,8.51,1.1,-5.51,39.39,-3.84,0.0,14.97
680,680,SUDARSCHEM,4334.0,Chemicals & Petrochemicals,Chemicals,Commodities,False,49.14,4304.2,7.15,2415.52,-5.82,-18.31,35.82,13.58,4.22,10.24,66.47,6.95,0.0,6.27
681,681,GHCL,4308.0,Chemicals & Petrochemicals,Chemicals,Commodities,False,5.91,4321.94,-27.62,-60.7,-1.0,-30.1,19.03,8.6,24.66,-16.1,32.01,-21.13,-0.03,35.53
682,682,JPASSOCIAT,4308.0,Construction,Construction,Industrials,False,,,,,,,,,,,,,,
683,683,KKCL,4308.0,Textiles & Apparels,Textiles,Consumer Discretionary,False,29.07,4304.52,0.56,23.57,-23.73,-33.06,74.26,8.62,2.53,12.58,42.96,-15.71,0.0,26.17
684,684,BOROLTD,4289.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,45.85,4288.81,45.99,194.86,28.77,101.19,70.18,1.39,0.78,20.22,49.0,2.27,-0.03,11.22
685,685,FEDFINA,4285.0,Finance,Financial Services,Financial Services,False,18.89,4288.2,33.92,27.81,4.73,13.23,61.65,22.64,2.54,,36.33,-3.3,,9.78
686,686,TDPOWERSYS,4263.0,Electrical Equipment,Capital Goods,Industrials,False,34.39,4252.51,18.18,48.98,-11.37,-8.76,34.27,32.81,11.35,16.69,44.51,-2.11,0.0,22.06
687,687,PGEL,4262.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,40.62,4286.39,15.77,39.59,15.52,55.05,53.59,12.36,10.77,37.63,40.9,-80.02,0.0,17.33
688,688,WELENT,4255.0,Construction,Construction,Industrials,False,12.12,4250.69,2.07,54.68,9.44,15.81,54.51,2.0,4.57,28.25,44.3,-7.8,0.0,9.99
689,689,FCL,4231.0,Chemicals & Petrochemicals,Chemicals,Commodities,False,36.72,4241.75,26.75,47.49,-4.69,4.54,65.03,3.69,0.82,11.55,51.64,-5.16,0.0,36.46
690,690,SHANTIGEAR,4227.0,Industrial Manufacturing,Capital Goods,Industrials,False,55.88,4248.91,9.5,-0.63,-7.3,-17.08,70.47,0.58,3.44,19.07,63.99,-7.69,0.0,32.14
691,691,BANCOINDIA,4210.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,16.43,4177.05,12.09,-30.45,-21.24,3.34,67.88,0.08,2.35,19.35,40.86,-21.45,0.0,25.83
692,692,ORIENTELEC,4189.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,57.91,4190.51,1.74,-25.28,32.64,31.87,38.31,29.23,5.94,3.27,40.2,-3.4,0.0,19.21
693,693,AARTIDRUGS,4176.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,26.36,4188.56,-13.96,-13.87,-6.81,-8.56,57.47,5.26,2.1,-0.66,36.49,-17.09,-1.09,15.34
694,694,AMIORG,4171.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,58.35,4162.34,9.24,-24.82,-3.43,204.64,39.91,7.58,11.66,18.77,54.47,-5.28,0.98,20.58
695,695,TARC,4168.0,Realty,Realty,Consumer Discretionary,False,,4168.24,-90.13,-2656.49,-68.71,-3229.91,64.96,0.89,1.92,606.19,44.46,-5.5,0.0,6.03
696,696,AARTIPHARM,4164.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,21.46,4173.78,-4.86,10.65,2.02,1.85,46.46,9.91,8.17,-3.84,44.48,-16.63,0.16,16.12
697,697,ORIENTCEM,4144.0,Cement & Cement Products,Construction Materials,Commodities,False,24.03,4182.4,2.6,63.48,4.26,82.66,37.9,13.14,6.71,11.03,35.18,-13.93,0.0,11.96
698,698,NOCIL,4141.0,Chemicals & Petrochemicals,Chemicals,Commodities,False,34.59,4142.81,4.57,61.12,-2.92,10.46,33.84,2.83,6.98,-11.2,45.71,-6.52,0.01,13.41
699,699,GRWRHITECH,4134.0,Industrial Products,Capital Goods,Industrials,False,21.86,4122.36,39.85,83.82,14.23,21.72,60.72,3.77,0.12,13.98,50.84,-29.52,0.0,11.86
700,700,PRIVISCL,4063.0,Chemicals & Petrochemicals,Chemicals,Commodities,False,78.83,4069.75,1.91,1148.44,-6.76,20.11,74.05,3.39,0.96,5.88,32.21,-40.45,0.0,5.6
701,701,KIRLOSIND,4021.0,Industrial Products,Capital Goods,Industrials,False,21.93,4032.77,-3.28,-31.68,-1.55,14.82,71.77,1.89,0.73,9.53,49.05,-0.13,0.0,13.38
702,702,VMART,3995.0,Retailing,Consumer Services,Consumer Discretionary,False,,3987.07,14.44,41.36,61.81,144.03,44.33,34.0,14.32,16.78,57.52,-22.25,0.0,5.17
703,703,ADVENZYMES,3993.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,28.6,4003.3,13.25,49.66,1.96,20.74,43.62,6.98,22.54,13.61,43.01,-8.0,-2.3,11.93
704,704,JTEKTINDIA,3981.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,45.46,3984.58,17.19,55.33,-5.46,-21.25,74.98,8.74,0.46,8.04,52.09,-0.54,1.0,15.54
705,705,BBOX,3960.0,IT - Services,Information Technology,Information Technology,False,23.71,3934.32,-0.97,271.7,5.15,27.88,71.14,0.01,4.83,7.78,38.41,-10.88,0.0,20.34
706,706,WSTCSTPAPR,3937.0,Paper Forest & Jute Products,Forest Materials,Commodities,False,4.58,3941.86,-15.66,-48.46,-12.46,-27.35,56.53,6.62,7.98,4.53,37.25,-17.61,0.0,52.89
707,707,GREENPANEL,3927.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,21.57,3921.62,-8.19,-7.78,-3.26,-15.59,53.13,24.53,3.22,-10.81,33.86,-14.73,0.0,27.17
708,708,BALMLAWRIE,3925.0,Diversified,Diversified,Diversified,False,17.29,3930.52,13.74,89.12,-0.17,5.02,0.0,2.21,2.12,4.23,47.06,-8.38,0.0,10.12
709,709,TCIEXP,3903.0,Transport Services,Services,Services,False,28.1,3893.49,-0.81,0.53,-2.54,-9.53,69.62,8.35,2.93,4.25,24.28,-62.17,0.0,32.63
710,710,SHILPAMED,3897.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,,3907.82,9.14,169.18,-8.47,199.36,50.01,0.06,8.52,2.24,60.37,14.39,0.0,0.81
711,711,MAXESTATES,3884.0,Realty,Realty,Consumer Discretionary,False,220.91,3890.24,-17.45,-180.93,17.96,-66.52,49.51,0.01,29.53,,48.91,-7.23,,1.88
712,712,BAJAJHIND,3877.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,,3876.79,21.65,134.41,53.59,116.34,24.95,9.45,1.8,9.71,43.84,-0.93,0.0,0.91
713,713,KSL,3868.0,Industrial Products,Capital Goods,Industrials,False,15.13,3853.21,7.44,67.17,-0.06,12.02,64.7,9.37,2.71,1.63,53.45,39.65,0.0,13.29
714,714,TIIL,3864.0,Industrial Products,Capital Goods,Industrials,False,14.91,3863.3,4.84,-29.76,-1.39,-12.98,74.61,4.05,0.65,1.31,36.93,-140.79,0.0,19.61
715,715,TI,3844.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,28.58,3833.41,24.37,78.29,6.29,18.17,40.26,0.18,11.57,33.48,40.66,-10.07,-1.7,15.5
716,716,ROSSARI,3801.0,Chemicals & Petrochemicals,Chemicals,Commodities,False,30.2,3791.81,19.14,33.92,-4.07,4.37,68.33,18.06,4.14,5.77,34.19,-16.4,-0.02,18.45
717,717,DCBBANK,3782.0,Banks,Financial Services,Financial Services,False,7.23,3776.02,28.21,11.18,5.25,-0.17,14.8,34.2,13.02,29.34,40.11,-3.62,-0.01,6.71
718,718,LGBBROSLTD,3751.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,15.04,3770.7,3.33,2.12,0.04,-3.66,33.74,13.9,7.81,1.22,56.07,-18.0,0.0,24.15
719,719,SHARDAMOTR,3746.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,13.93,3757.04,0.45,62.93,-9.64,-4.97,73.2,0.3,1.79,6.43,43.45,-42.38,0.0,37.88
720,720,HGS,3694.0,Commercial Services & Supplies,Services,Services,False,55.75,3690.92,7.56,-55.7,2.02,-55.62,67.71,0.27,12.39,1.08,27.85,-34.54,0.0,2.29
721,721,IMAGICAA,3687.0,Leisure Services,Consumer Services,Consumer Discretionary,False,10.23,3698.58,-6.18,8.44,90.31,107.53,70.85,4.53,0.08,16.41,50.1,-0.24,0.0,34.6
722,722,HATHWAY,3682.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,False,67.07,3602.16,5.46,-22.27,4.3,11.58,75.0,0.04,5.66,5.52,40.69,-0.94,0.0,2.15
723,723,PILANIINVS,3648.0,Finance,Financial Services,Financial Services,False,17.4,3656.5,17.54,54.01,-42.18,2.44,57.55,0.25,0.5,0.72,48.74,43.68,0.0,2.26
724,724,SSWL,3632.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,17.55,3631.34,18.31,36.03,-2.07,13.58,61.92,2.68,6.07,5.42,33.93,-5.69,-0.34,21.4
725,725,IIFLSEC,3631.0,Capital Markets,Financial Services,Financial Services,False,8.71,3646.29,63.38,132.39,10.22,39.84,30.97,3.29,15.54,47.3,38.51,-9.73,-0.14,22.88
726,726,VENUSPIPES,3623.0,Industrial Products,Capital Goods,Industrials,False,48.88,3636.05,52.18,106.38,8.24,14.91,48.68,8.26,4.81,55.21,59.25,36.79,0.05,22.94
727,727,BHARATRAS,3619.0,Fertilizers & Agrochemicals,Chemicals,Commodities,False,59.26,3634.97,-24.69,-53.0,-11.39,124.71,74.99,2.57,0.34,-23.39,44.43,-64.6,0.0,20.37
728,728,INOXGREEN,3613.0,Other Utilities,Utilities,Utilities,False,606.2,3617.23,-16.27,-91.02,26.52,-123.44,55.72,2.84,9.2,-3.43,47.46,-1.36,0.0,0.79
729,729,ZAGGLE,3601.0,IT - Services,Information Technology,Information Technology,False,110.89,3596.09,35.12,921.48,8.29,100.53,44.07,6.56,13.03,,46.23,11.48,0.0,33.48
730,730,UNICHEMLAB,3555.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,,3506.21,43.6,127.25,4.51,442.96,70.22,10.46,0.84,29.21,45.81,1.58,0.01,-4.58
731,731,KSCL,3535.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,12.48,3530.9,-0.95,-70.94,-16.75,-20.76,59.9,4.58,17.69,5.79,39.16,-2.89,0.0,17.11
732,732,DCAL,3528.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,,3529.19,1.77,-221.89,11.0,-45.79,59.32,3.68,8.6,11.0,49.88,3.51,0.0,1.03
733,733,ORISSAMINE,3524.0,Minerals & Mining,Metals & Mining,Commodities,False,,3563.67,257.52,126.1,70.16,20.83,50.01,10.92,1.23,190.22,37.53,-233.55,0.0,-1.48
734,734,SUBROS,3518.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,41.36,3534.47,11.9,225.18,-9.95,0.37,36.79,9.48,33.35,9.52,43.63,-23.34,0.0,8.82
735,735,SUNFLAG,3494.0,Ferrous Metals,Metals & Mining,Commodities,False,24.88,3489.95,-1.8,-39.73,-0.49,-7.25,51.16,0.08,0.93,3.07,45.55,-6.57,0.0,11.86
736,736,CIGNITITEC,3494.0,IT - Services,Information Technology,Information Technology,False,18.62,3495.64,9.35,3.2,3.58,4.75,32.77,0.07,6.04,14.2,71.09,40.03,-0.69,38.15
737,737,YATHARTH,3493.0,Healthcare Services,Healthcare,Healthcare,False,37.36,3491.53,21.26,38.78,-2.62,6.85,66.45,8.81,2.59,,45.65,-6.37,0.12,26.58
738,738,LAOPALA,3490.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,26.14,3484.29,-15.22,27.48,20.06,41.58,65.64,19.25,1.47,-4.83,40.54,-11.76,0.0,22.07
739,739,KOLTEPATIL,3478.0,Realty,Realty,Consumer Discretionary,False,46.24,3476.44,-79.41,-143.76,-61.75,-140.34,74.45,4.51,2.59,122.47,48.6,-15.13,0.0,13.45
740,740,HARSHA,3468.0,Industrial Products,Capital Goods,Industrials,False,27.54,3473.33,14.33,-5.01,-3.57,1.28,74.61,8.14,1.61,-0.26,40.0,-4.84,0.0,17.73
741,741,JTLIND,3456.0,Industrial Products,Capital Goods,Industrials,False,28.68,3444.52,65.26,47.22,13.0,8.09,56.0,0.11,4.62,39.44,37.73,-15.52,0.22,34.58
742,742,SALASAR,3425.0,Industrial Manufacturing,Capital Goods,Industrials,False,66.57,3401.72,26.2,56.78,10.36,85.19,63.07,0.0,8.85,24.24,43.93,-0.65,-0.01,14.3
743,743,MUTHOOTMF,3425.0,Finance,Financial Services,Financial Services,False,20.84,3415.81,52.84,119.04,3.09,13.69,55.47,2.8,27.59,,27.82,-8.66,,11.14
744,744,JISLJALEQS,3424.0,Industrial Products,Capital Goods,Industrials,False,,3470.57,-9.72,194.94,-0.3,4.12,26.12,9.34,5.32,16.81,43.36,-2.5,0.0,4.02
745,745,GENSOL,3423.0,Electrical Equipment,Capital Goods,Industrials,False,64.67,3497.56,337.52,1739.25,3.93,11.86,62.6,0.84,2.94,,45.5,-52.69,-2.07,12.38
746,746,HIKAL,3415.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,47.64,3412.35,-17.15,-38.89,2.92,28.4,68.85,3.15,6.14,-6.45,47.7,-3.84,0.0,8.43
747,747,CARERATING,3374.0,Capital Markets,Financial Services,Financial Services,False,35.03,3364.72,26.6,47.08,-18.42,-33.03,0.0,26.32,21.67,19.53,52.55,4.72,0.0,18.66
748,748,LUXIND,3351.0,Textiles & Apparels,Textiles,Consumer Discretionary,False,33.43,3354.65,-2.66,17.69,-30.1,-45.71,74.19,6.94,0.95,4.48,35.39,-22.68,0.0,12.71
749,749,IMFA,3340.0,Ferrous Metals,Metals & Mining,Commodities,False,8.82,3319.53,9.89,898.1,-1.06,21.95,58.69,0.1,2.93,-1.9,55.99,-5.21,0.0,17.81
750,750,THANGAMAYL,3340.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,26.31,3316.43,20.33,103.34,-9.82,233.73,67.31,11.4,0.74,21.08,39.52,-37.82,0.15,16.82
751,751,NEOGEN,3298.0,Chemicals & Petrochemicals,Chemicals,Commodities,False,100.1,3307.34,-11.71,-92.78,1.69,-86.62,56.89,22.85,4.51,10.91,39.17,-29.8,-3.3,13.15
752,752,DISHTV,3296.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,False,,,,,,,,,,,,,,
753,753,TASTYBITE,3284.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,68.2,3281.34,25.8,65.78,-8.48,-44.98,74.23,0.47,3.77,17.16,44.52,-234.53,0.0,14.03
754,754,NUCLEUS,3279.0,IT - Software,Information Technology,Information Technology,False,15.76,3265.01,20.55,7.75,-0.55,-7.36,73.27,1.65,5.02,43.45,37.21,-67.27,0.0,27.11
755,755,DATAMATICS,3257.0,IT - Services,Information Technology,Information Technology,False,15.98,3248.76,-0.9,-8.2,-1.99,-15.39,66.44,0.36,2.81,15.9,43.33,-30.14,-0.06,24.07
756,756,AVALON,3250.0,Electrical Equipment,Capital Goods,Industrials,False,74.41,3247.13,-7.92,14.83,6.61,-9.62,50.97,17.07,5.7,8.07,43.47,-3.41,-0.12,16.72
757,757,THYROCARE,3225.0,Healthcare Services,Healthcare,Healthcare,False,52.31,3234.61,4.88,17.89,-9.83,-26.61,71.11,13.89,3.35,4.74,40.47,1.78,-0.03,15.28
758,758,DELTACORP,3221.0,Leisure Services,Consumer Services,Consumer Discretionary,False,14.43,3218.61,-15.23,-59.35,-14.36,-50.24,33.26,12.18,1.56,-0.09,33.71,-4.55,0.0,16.29
759,759,LUMAXTECH,3215.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,29.18,3216.7,64.53,56.06,4.61,27.63,55.98,8.32,15.89,46.28,59.04,6.49,0.0,14.77
760,760,BOMDYEING,3206.0,Textiles & Apparels,Textiles,Consumer Discretionary,False,,3204.39,-43.37,27.19,-16.2,5967.28,53.58,1.27,0.97,-17.61,43.07,-4.34,-0.01,1.04
761,761,ASHAPURMIN,3192.0,Minerals & Mining,Metals & Mining,Commodities,False,14.53,3191.95,33.27,-5.68,28.7,-6.83,45.33,0.18,17.56,119.53,44.77,-16.8,0.0,16.32
762,762,RAMKY,3180.0,Construction,Construction,Industrials,False,11.96,3196.59,5.7,436.47,-24.25,-68.78,69.81,0.43,0.56,35.01,28.49,-61.03,0.0,15.83
763,763,NAVNETEDUL,3158.0,Printing & Publication,Media Entertainment & Publication,Consumer Discretionary,False,24.48,3155.67,-2.08,-69.34,-2.64,-163.17,63.31,12.41,3.54,9.56,41.27,-2.77,0.0,19.37
764,764,TVSSRICHAK,3158.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,29.29,3143.66,-1.7,23.34,-2.81,-38.46,45.7,5.04,1.16,-4.09,43.91,-66.21,0.0,9.23
765,765,HERITGFOOD,3145.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,37.34,3136.04,19.73,95.92,-3.83,20.04,41.3,11.97,1.73,17.46,56.66,2.21,-0.28,10.55
766,766,DCXINDIA,3142.0,Aerospace & Defense,Capital Goods,Industrials,False,38.0,3162.82,-44.38,-31.23,-35.95,-41.74,62.29,11.47,6.75,25.63,42.26,-14.42,-9.44,13.12
767,767,ANUP,3127.0,Industrial Manufacturing,Capital Goods,Industrials,False,38.48,3159.66,12.22,45.32,-8.19,-7.14,42.91,11.09,0.75,57.81,62.29,19.38,0.0,18.14
768,768,RAJRATAN,3127.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,43.69,3140.19,16.37,-10.55,8.56,1.03,65.1,8.69,0.73,-4.04,47.07,-17.41,0.0,27.04
769,769,BAJAJCON,3120.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,19.52,3128.61,4.18,9.49,1.83,-2.49,39.35,17.17,14.41,7.1,45.55,-1.11,0.0,20.98
770,770,INDOCO,3105.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,29.03,3085.19,15.09,-24.69,-4.63,-55.85,58.74,19.56,1.69,9.05,43.02,-8.23,0.0,17.37
771,771,SBCL,3099.0,Industrial Products,Capital Goods,Industrials,False,41.34,3089.6,4.31,-12.77,-0.2,-19.11,51.09,1.82,3.61,12.58,48.64,-7.84,0.0,37.66
772,772,BBL,3094.0,Electrical Equipment,Capital Goods,Industrials,False,28.23,3099.06,9.2,28.58,0.93,6.45,33.72,7.82,2.14,30.6,52.59,-38.23,-0.14,8.85
773,773,KDDL,3091.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,33.23,3099.3,18.99,13.36,9.57,13.63,50.21,1.67,11.83,28.65,47.27,-69.53,0.0,18.14
774,774,UFLEX,3064.0,Industrial Products,Capital Goods,Industrials,False,90.74,3060.62,-4.97,118.93,-1.78,-206.25,44.58,0.69,7.04,-11.81,46.24,-7.09,0.0,10.35
775,775,VADILALIND,3063.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,20.99,3087.49,21.54,199.46,-39.64,-75.72,64.73,0.0,0.09,11.85,75.01,78.78,0.0,25.56
776,776,IDEAFORGE,3045.0,Aerospace & Defense,Capital Goods,Industrials,False,104.58,3046.36,1065.38,289.74,283.06,1562.92,29.34,6.39,3.46,,42.7,-9.88,-0.85,14.72
777,777,SKIPPER,3040.0,Electrical Equipment,Capital Goods,Industrials,False,44.69,3201.72,80.19,150.07,3.78,-6.32,66.26,0.22,7.17,52.79,52.88,-7.57,-5.63,11.87
778,778,PFOCUS,3033.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,False,,3005.98,-23.97,-437.96,-18.07,69.26,69.96,0.0,11.22,9.01,41.77,-5.06,0.0,15.53
779,779,BCG,3007.0,IT - Services,Information Technology,Information Technology,False,,,,,,,,,,,,,,
780,780,SHARDACROP,2995.0,Fertilizers & Agrochemicals,Chemicals,Commodities,False,34.24,2987.2,-37.83,-95.72,8.9,116.82,74.82,12.42,2.06,-13.45,32.25,-13.26,0.0,20.75
781,781,CARTRADE,2986.0,Retailing,Consumer Services,Consumer Discretionary,False,46.84,2988.63,42.57,68.53,15.48,-567.26,0.0,4.38,71.93,24.76,32.55,-13.47,0.0,3.16
782,782,SANDHAR,2985.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,30.52,2998.1,23.11,28.2,0.53,-7.81,70.38,16.41,1.52,19.29,49.83,-1.57,0.0,8.7
783,783,BANARISUG,2981.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,16.34,2948.08,-17.61,66.63,28.0,39.46,58.7,0.0,0.26,10.24,40.69,-35.66,0.0,11.93
784,784,GUFICBIO,2974.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,35.42,2982.75,13.7,9.44,-6.09,-4.09,72.51,1.72,0.47,15.74,44.04,-8.91,-2.49,22.63
785,785,KALAMANDIR,2968.0,Retailing,Consumer Services,Consumer Discretionary,False,32.37,2990.64,1.01,2.11,17.01,36.94,60.8,19.83,4.59,,40.37,-14.25,0.0,23.65
786,786,DOLLAR,2961.0,Textiles & Apparels,Textiles,Consumer Discretionary,False,48.26,2946.12,15.55,102.75,-20.0,-30.65,73.09,0.58,0.48,9.33,57.96,7.04,0.0,9.79
787,787,GREAVESCOT,2960.0,Industrial Products,Capital Goods,Industrials,False,95.6,2967.28,29.57,349.78,-8.44,112.17,56.0,3.44,3.18,15.12,32.78,-7.29,0.0,9.09
788,788,PRAKASH,2955.0,Ferrous Metals,Metals & Mining,Commodities,False,9.34,2962.91,16.34,77.95,-0.44,-9.92,44.24,0.01,5.9,7.32,51.54,-9.96,0.0,7.87
789,789,ESAFSFB,2942.0,Banks,Financial Services,Financial Services,False,6.1,2949.69,38.94,199.76,3.29,-19.97,63.39,10.98,1.16,,32.22,-2.38,,7.71
790,790,MAHLOG,2932.0,Transport Services,Services,Services,False,,2933.31,5.09,-1739.64,2.38,-9.61,58.04,15.71,5.92,8.0,47.18,1.29,0.0,7.36
791,791,LANDMARK,2928.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,False,40.32,2930.58,9.49,-32.99,24.47,-9.85,51.82,15.19,8.4,2.28,43.3,-15.75,-1.05,20.06
792,792,VSTTILLERS,2924.0,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,False,23.09,2921.85,-20.46,-12.76,-38.98,-53.5,55.57,16.61,2.02,17.95,65.2,-46.4,0.0,15.89
793,793,FIEMIND,2919.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,18.39,2896.87,10.22,26.88,-4.34,-6.85,66.56,1.42,1.86,1.0,48.77,-33.36,0.0,26.61
794,794,DALMIASUG,2919.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,11.77,2923.51,-2.73,-0.37,-20.26,18.25,74.91,0.08,1.07,,37.63,-9.12,0.0,12.3
795,795,SEQUENT,2911.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,,2903.41,-12.24,208.77,-4.8,255.23,52.79,7.23,6.12,-4.07,39.67,-4.49,0.0,-3.43
796,796,APOLLO,2905.0,Aerospace & Defense,Capital Goods,Industrials,False,107.6,2904.06,10.92,27.81,4.8,52.72,53.21,0.01,11.01,20.82,39.15,-5.31,0.54,12.07
797,797,MAITHANALL,2905.0,Ferrous Metals,Metals & Mining,Commodities,False,9.57,2918.72,-34.61,17.22,0.99,37.56,74.99,0.15,1.87,-40.6,42.4,-26.84,0.0,25.6
798,798,GREENPLY,2870.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,62.3,2878.47,44.99,-25.06,2.16,93.17,51.97,29.76,4.1,21.32,43.82,-2.42,-0.15,11.63
799,799,HLEGLAS,2867.0,Industrial Manufacturing,Capital Goods,Industrials,False,63.56,2994.47,11.7,-68.7,6.63,-44.82,66.69,3.95,4.24,9.4,26.73,-18.38,0.0,23.52
