S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE,SYMBOL
1060,Camlin Fine,98.4,,1647.76,-0.5,-151.57,-4.93,31.45,48.03,3.75,0.99,0.81,28.6,-5.67,0,10.16,CAMLINFINE
1061,Lemon Tree Hotel,132.6,83.72,10505.19,23.61,-11.43,27.06,65.93,23.21,15,22.82,42.37,47.1,-1.25,-0.07,10.13,LEMONTREE
1062,Balmer Lawrie,229.85,17.29,3930.52,13.74,89.12,-0.17,5.02,0,2.21,2.12,4.23,47.06,-8.38,0,10.12,BALMLAWRIE
1063,IFGL Refractori.,539.5,19.73,1944.32,15.89,-90.37,-19.61,-96,72.43,11.7,0.37,18.01,45.05,-37.01,0,10.11,IFGLEXPOR
1064,Rossell India,385.6,108.96,1453.58,13.84,478.79,-6.03,-92.34,74.8,3.15,1.48,8.3,43.3,-18.96,0,10.07,ROSSELLIND
1065,Shriram Properti,115,27.79,1958.75,25.81,-17.35,7.34,-8.33,27.99,3.6,6.67,-3.04,49.54,-5.09,-0.01,10.07,SHRIRAMPPS
1066,TTK Healthcare,1493.15,32.46,2109.87,0.71,7.42,-1.03,-19.49,74.56,3.13,1.85,7.07,49.28,9.39,0,10.06,TTKHLTCARE
1067,DCM Shriram Inds,190,15.27,1652.85,-18.46,156.63,-19.32,40.95,50.11,7.83,1.4,-12.79,53.53,-4.17,0,10.05,DCMSRIND
1068,ACC,2443.25,27.4,45881.12,8.32,212.8,10.82,38.62,56.69,24.14,6.24,11.13,41.65,-12.32,0,10.03,ACC
1069,ICICI Pru Life,581.85,91.87,83812.76,51.67,2.42,52,-6.95,73.27,6.92,14.73,474.21,62.55,13.55,-0.02,10.02,ICICIPRULI
1070,Dhampur Bio,122.25,9.3,811.59,-52.82,-137.65,-47.97,-9500,50.63,0.45,3.42,20.48,31.7,-4.6,0.19,10,DBOL
1071,Electrost.Cast.,163.75,16.17,9736.66,0.95,235.8,-2.6,50.83,46.22,0.47,17.49,5.93,53.55,-2.67,2.14,9.99,ELECTCAST
1072,Welspun Enterp,307.1,12.12,4250.69,2.07,54.68,9.44,15.81,54.51,2,4.57,28.25,44.3,-7.8,0,9.99,WELENT
1073,Grasim Inds,2223.55,26.42,148562.85,11.62,-39.8,5.77,28.62,43.06,16.76,12.43,12.21,56.6,16.48,0.31,9.97,GRASIM
1074,Phoenix Mills,2547.8,45.96,45526.31,44.2,58.39,12.69,12.97,47.29,17.7,30.8,41.58,41.71,4.88,0,9.94,PHOENIXLTD
1075,Jyoti CNC Auto.,696.35,,15836.61,58.23,291.55,25.02,186.63,62.55,4.28,4.94,,68.96,16.28,,9.94,JYOTICNC
1076,SBFC Finance,83.3,43.26,8927.59,39.29,62.86,7.12,21.69,63.73,11.94,2.23,,50.04,-2.06,-0.32,9.91,SBFC
1077,Elin Electronics,139.15,57.92,691.01,17.04,-42.48,-13.4,-32.65,32.99,11.93,0.56,-6.58,36.42,-4.12,0.02,9.9,ELIN
1078,Visaka Industrie,114.3,172.36,987.61,-3.37,-210.54,0.92,-34.35,48.42,0.02,0.33,-2,45.61,-5.11,0,9.89,VISAKAIND
1079,Kilitch Drugs,366.6,47.39,589.58,6.07,1.75,-22.84,-65.82,69.23,0,0,19.63,46.72,-12.68,0,9.88,KILITCH
1080,Edelweiss.Fin.,64.55,15.2,6092,11.59,23.53,11.23,60.41,32.76,2.68,30.51,36.03,33.29,-1.41,-0.01,9.86,EDELWEISS
1081,Kesoram Inds.,167.25,,5196.19,-2.58,-139.06,0.72,16.29,43.39,13.37,7.18,6.11,53.11,-1.39,-0.01,9.86,KESORAMIND
1082,Epack Durable,159.7,48.35,1529.91,1.3,257.53,60.96,192,48.09,19.79,4,,32.76,-8.2,-50.3,9.85,EPACK
1083,Lokesh Mach.,320.6,48.93,593.01,37.46,105.22,13.18,55.32,50.7,0,0.6,19.59,49.49,-12.29,-1.7,9.83,LOKESHMACH
1084,Fortis Health.,404.7,57.08,30553.16,7.68,5.76,-5.1,-27.01,31.17,29.42,23.72,12.04,48.41,-7.29,0,9.83,FORTIS
1085,NTPC,324.75,16.15,314899.23,-3.99,7.93,-4.81,10.21,51.1,28.7,17.05,4.32,45.98,-0.31,0,9.83,NTPC
1086,Sapphire Foods,1588.5,54.58,10119.45,11.65,-69.86,3.57,-35.41,31.3,31.69,29.98,14.66,67.61,16.42,-10.38,9.81,SAPPHIRE
1087,Sreeleathers,289.05,23.24,669.3,22.88,7.02,-3.52,-21.42,75,0,6.9,17.44,38.36,-13.27,0,9.8,SREEL
1088,Indiabulls Hous.,165.5,8.79,10177.78,-8.39,4,-3.8,1.55,0,6.57,20.4,-5.4,40.05,-4.91,0,9.79,IBULHSGFIN
1089,Dollar Industrie,519.45,48.26,2946.12,15.55,102.75,-20,-30.65,73.09,0.58,0.48,9.33,57.96,7.04,0,9.79,DOLLAR
1090,Chola Financial,1087.45,12.25,20419.86,43.81,40.67,7.86,15.65,47.37,25.96,12.87,43.18,55.75,-10.56,0,9.78,CHOLAHLDNG
1091,FEDBANK FIN. SER,116.1,18.89,4288.2,33.92,27.81,4.73,13.23,61.65,22.64,2.54,,36.33,-3.3,,9.78,FEDFINA
1092,Bengal & Assam,7815.2,6.49,8828.31,-5.4,84.63,-13.69,600.67,73.01,0.01,4.31,2.84,32.4,-315.38,0.35,9.76,533095
1093,GAIL (India),174.1,14.2,114472.48,-3.31,703.18,5.19,30.76,51.9,19.37,14.24,-2.45,45.43,0.57,-0.01,9.76,GAIL
1094,Insecticid.India,518.1,23.4,1533.46,0.4,31.51,-48.57,-76.95,72.16,9.12,4.41,12.72,48.07,-25.32,0,9.72,INSECTICID
1095,Cholaman.Inv.&Fn,1089.4,28.5,91496.79,49.2,27.34,8.33,12.83,50.37,18.39,24.73,48.64,50.29,-22.86,-1.06,9.72,CHOLAFIN
1096,Bajaj Holdings,8395.05,15.83,93428.51,9.8,27.91,-51.92,3.58,51.46,5.95,11.57,12.78,46.42,-49.16,0,9.71,BAJAJHLDNG
1097,Black Rose Indus,129.7,38.15,661.47,-3.98,1914.81,11.64,-9.93,75,0,0,-16.33,32.04,-3.05,0,9.7,514183
1098,Electrotherm(I),531.9,2.33,677.79,84.94,1364.84,15.45,58.57,31.04,0.08,4.94,57.57,59.03,37.16,0,9.69,ELECTHERM
1099,Voltas,1064.95,125.59,35237.57,30.92,-782.67,14.52,-177.42,30.3,37,17.18,22.54,49.07,0.85,0,9.67,VOLTAS
1100,Godrej Agrovet,495.5,30.17,9524.05,0.93,-27.6,-8.78,-20.18,74.05,5.49,9.44,1.77,39.65,-6.58,0,9.63,GODREJAGRO
1101,Nelcast,131.65,28.87,1145.37,-2.04,112.92,-10.6,53.43,74.87,0.48,0.88,5.95,37.05,-7.16,0,9.59,NELCAST
1102,Jayaswal Neco,52.8,23.97,5126.87,-7.68,-17.99,3.65,-3.1,53.02,0,0.05,-7.29,52.22,-1.25,4.99,9.56,JAYNECOIND
1103,HDFC Life Insur.,623.85,88.02,134181.53,37.55,16.34,16.36,-2.82,50.37,6.56,31.28,76.85,58.41,7.5,-0.02,9.56,HDFCLIFE
1104,Adani Ports,1281.6,31.45,276843.41,44.59,67.86,4.12,25.35,65.89,12.01,14.72,33.99,51.08,7.61,0.36,9.53,ADANIPORTS
1105,AAVAS Financiers,1356.1,22.6,10732.14,23.53,8.74,2.29,-4.17,39.1,15.29,32.32,26.16,40.4,-24.68,-0.01,9.51,AAVAS
1106,Rico Auto Inds,143.9,39.25,1946.97,-4.51,8.64,-5.48,63.04,50.34,0,1.11,1.05,64.78,8.98,0,9.5,RICOAUTO
1107,Adani Enterp.,3107.7,94.37,354278.15,6.48,155.24,25.84,491.81,72.61,5.44,14.65,-8.2,46.95,-11.69,0,9.49,ADANIENT
1108,Tour. Fin. Corp.,172.85,16.34,1562.09,31.9,50.11,16.38,47.15,17.67,0,13.88,7.15,37.46,-4.05,-0.29,9.46,TFCILTD
1109,Sh.Renuka Sugar,41.6,,8854.52,18.12,-1309.15,17.98,16.49,62.48,10.1,3.22,15.02,37.84,-1.46,0,9.41,RENUKA
1110,SML ISUZU,1960.9,34.46,2837.42,17.81,2161.54,-22.56,-87.29,43.96,0,15.43,35.83,53.99,65.97,0,9.39,SMLISUZU
1111,Quess Corp,500.25,31.89,7429.18,8.43,88.35,1.97,-10.06,56.65,10.66,16.3,12.95,48.37,-2.42,-0.02,9.39,QUESS
1112,CEAT,2593,15.62,10488.71,8.65,415.29,-2.95,-12.73,47.21,14.29,19.99,7.27,43.99,-43.54,0,9.38,CEATLTD
1113,Somany Ceramics,628.2,28.23,2575.85,-1.65,85.94,-6.57,-20.76,55.02,23.33,1.43,5.02,46.95,-18.13,0.24,9.37,SOMANYCERA
1114,Utkarsh Small F.,49.25,11.48,5414.33,25.77,24.13,6.57,1.43,69.16,11.3,0.74,26.57,42.48,-2.03,-0.12,9.37,UTKARSHBNK
1115,Hester Bios,1397.95,64.56,1189.22,-10.62,-64.43,-4.94,-0.5,53.73,0,0.43,23.09,51.13,-22.76,0,9.35,HESTERBIO
1116,Tata Consumer,1122.75,83.6,106979.53,9.48,15.16,1.88,-17.15,33.56,16.89,25.51,11.7,39.58,9.04,-0.85,9.32,TATACONSUM
1117,RPSG Ventures,667.05,,2207.03,7.35,-640.64,3.24,-264.23,63.51,2,6.5,8.33,46.8,-20.25,4.42,9.32,RPSGVENT
1118,T B Z,105.8,13.18,706.01,-8.76,4.33,54.19,137.96,74.12,0,1.82,-3.91,39.93,-5.95,0,9.3,TBZ
1119,Suryoday Small,164.85,9.02,1750.13,40.77,217.01,9.45,13.76,22.4,17.01,2.91,35.29,45.39,-2.62,0,9.3,SURYODAY
1120,SJVN,122.9,54.05,48297.18,-1.57,-47.74,-38.14,-68.39,81.85,5.97,1.68,1.99,52.93,-0.21,0,9.27,SJVN
1121,JITF Infra Logis,490.9,492.89,1261.79,93.71,147.86,-6.08,22.3,63.02,0.05,2.42,142.88,44.82,-14.37,0,9.27,JITFINFRA
1122,Artemis Electri.,31.73,63.67,796.54,-32.67,-43.62,2.95,3.79,72.46,0,0,238.05,37.91,-3.15,0.04,9.26,542670
1123,Xchanging Sol.,118.9,107.34,1324.55,2.71,-151.16,-1.8,-125.6,75,0.29,0.11,1.17,42.14,-3.81,0,9.23,XCHANGING
1124,TVS Srichakra,4104,29.29,3143.66,-1.7,23.34,-2.81,-38.46,45.7,5.04,1.16,-4.09,43.91,-66.21,0,9.23,TVSSRICHAK
1125,Chalet Hotels,819.1,69.61,16830.38,28.96,20.79,18.8,93.91,71.69,20.72,3.09,52.16,59.92,-7.72,0,9.22,CHALET
1126,PTC India,184.4,10.76,5458.42,10.6,-13.52,-33.28,-52.03,16.22,6.32,28.78,11.14,46.64,-6.76,0,9.21,PTC
1127,Arvind SmartSp.,627.95,80.42,2845.37,60.17,121.18,16,7.57,50.43,11.65,0.49,16.08,61.2,7.81,0,9.21,ARVSMART
1128,Aster DM Health.,438.65,60.14,21911.14,16.24,28.57,11.88,1464.77,41.88,7.15,41,18.51,48.35,-2.95,0,9.21,ASTERDM
1129,Plastiblends (I),244.25,19.54,634.79,5.97,66.5,-6.34,-30.64,64.38,0,0.82,2.48,38.88,-12.53,0.17,9.2,PLASTIBLEN
1130,Aurobindo Pharma,1019.85,21.31,59756.95,14.74,90.69,1.83,25.01,51.84,20.6,20.72,15.63,45.89,-9.24,0,9.2,AUROPHARMA
1131,Indostar Capital,191.2,16.62,2601.84,8.88,-53.98,-2.24,-31.89,75,1.84,1.33,-1.07,44.13,1.02,0,9.15,INDOSTAR
1132,Reliance Industr,2910.05,28.18,1968849.2,3.85,9.94,-2.93,-1.19,50.3,16.59,22.13,0.69,51.03,9.2,0.03,9.14,RELIANCE
1133,REC Ltd,460.1,9.23,121154.64,23.21,13.48,3.11,-12.7,52.63,14.16,20.6,16.27,51.4,-3.22,0,9.14,RECLTD
1134,Excel Industries,751.35,75.5,944.5,-19.15,-85.65,-8.97,49.72,52.6,6.97,0.66,-32.66,37.4,-30.33,0,9.13,EXCELINDUS
1135,Greaves Cotton,127.9,95.6,2967.28,29.57,349.78,-8.44,112.17,56,3.44,3.18,15.12,32.78,-7.29,0,9.09,GREAVESCOT
1136,Power Fin.Corpn.,391.65,6.87,129248.49,20.02,22.46,5.27,-5.04,55.99,17.47,17.85,14.17,45.22,-7.9,0,9.08,PFC
1137,Sakuma Exports,26.15,25.49,613.37,-3.93,-9.03,115.47,136.26,61.88,0,0.03,-15.36,52.69,0.01,0,9.08,SAKUMA
1138,Repco Home Fin,405.1,6.87,2534.36,18.44,23.13,1.88,1.37,37.13,19.11,13.79,16.97,45.7,-10.52,0,9.04,REPCOHOME
1139,Renaiss. Global,107.5,14.29,1033.41,-9.45,1.51,48.32,166.38,69.55,0.12,1.66,-8.25,38.7,-1.87,0,9.02,RGL
1140,Deccan Cements,602.65,19.12,844.16,2.71,26.56,29.66,225.37,56.25,0.49,10.07,0.26,53.66,-13.75,0,9,DECCANCE
1141,Shree Cement,25366.05,38.9,91522.61,20.45,165.29,6.9,49.44,62.55,12.37,12.31,19.33,46.62,-498.65,0,8.99,SHREECEM
1142,DU Digital,72,,502.13,,,-29.52,114.71,55.5,0,14.45,,51.15,0.76,-10.43,8.99,DUGLOBAL
1143,Global Surfaces,222.15,67.59,941.51,-1.04,-33.06,-0.4,1.49,73.36,0.45,2.34,-9.91,33.67,-11.42,0,8.99,GSLSU
1144,Capri Global,202.2,63.73,16680.29,57.23,81.67,8.58,4.2,69.89,14.15,0.81,63.27,38.49,-4.68,-0.02,8.98,CGCL
1145,GRP,6370.35,61.75,847.26,-4.02,9.11,-4.13,-8.1,40.37,0,0,-9.62,63.43,150.19,-0.05,8.97,GRPLTD
1146,Reliance Infra.,277.35,,10986.7,13.29,-222.6,-35.05,-65.3,16.5,2.64,12.69,5.36,65.56,3.9,-0.06,8.95,RELINFRA
1147,Barbeque-Nation,531.75,,2077.59,0.83,-11.72,9.67,140.49,33.73,25.21,17.76,2.92,35.09,-18.79,-0.04,8.92,BARBEQUE
1148,Apollo Pipes,650.9,50.27,2561.5,-6.39,86.83,-11.18,-29.72,50.8,14.7,3.23,9.24,41.98,-15.87,0,8.91,APOLLOPIPE
1149,Sakar Healthcare,365.7,63.73,795.39,11.23,-48.38,9.24,-43.13,53.15,10.62,13.76,17.71,45.62,-9.84,-1,8.91,SAKAR
1150,Tatva Chintan,1163.7,65.94,2722.13,-30.18,-70.22,-12.89,-55.53,72.02,13.06,4.21,11.45,31.34,-36.97,0,8.91,TATVA
1151,M & M Fin. Serv.,273.6,17.45,33805.68,23.36,-5.88,6.96,116.87,52.16,26.96,12.72,23.82,47.19,-4.25,0,8.87,M&amp;MFIN
1152,Kitex Garments,192.65,32.83,1281.12,140.59,466.91,22.52,12.47,56.66,0,0.84,18.99,32.48,-13.59,0,8.87,KITEX
1153,Bharat Bijlee,5483.55,28.23,3099.06,9.2,28.58,0.93,6.45,33.72,7.82,2.14,30.6,52.59,-38.23,-0.14,8.85,BBL
1154,HPL Electric,311.6,48.73,2003.6,21.21,87.74,4.31,8.34,72.66,0.23,0,14.48,48.27,-2.85,0,8.85,HPL
1155,PTL Enterprises,40,25.88,529.51,0,-11.24,0,-47.78,69.82,0.91,0.08,0.44,36.74,-1.6,0,8.83,PTL
1156,Subros,541.8,41.36,3534.47,11.9,225.18,-9.95,0.37,36.79,9.48,33.35,9.52,43.63,-23.34,0,8.82,SUBROS
1157,H U D C O,183.15,17.84,36664.8,17.73,104.2,7.93,14.96,75.17,11.8,1.2,9.57,48.96,0.79,-6.64,8.81,HUDCO
1158,Moschip Tech.,93.86,167.38,1765.84,66.91,17.74,24.75,-39.67,47.63,0,2.84,50.59,48.52,-1.22,-2.69,8.78,532407
1159,A.K.Capital Serv,958.7,7.33,632.74,25.2,-9.75,5.94,0.81,71.5,0,0,28.91,50.81,-8.84,0,8.77,530499
1160,Samvardh. Mothe.,116.3,49.07,78809.78,26.79,19.35,9.47,115.3,64.79,15.27,10.78,28.18,52.86,0.1,0.03,8.76,MOTHERSON
1161,Magadh Sugar,547.85,7.38,772.01,4.21,78.32,-24.44,158.02,61.02,0.01,0.47,15.18,33.35,-20.84,0,8.76,MAGADSUGAR
1162,Macrotech Devel.,1158.2,67.38,115173.75,65.22,44.5,67.5,149.11,72.67,3.32,23.26,11.27,56.67,-0.88,-2.26,8.76,LODHA
1163,Kesar India,501.45,1588.74,1239.22,,,,,74.98,0,18.62,,64.92,66.68,0,8.76,543542
1164,Spel Semiconduct,121.95,267.82,562.43,2.7,45.65,3.17,-14.21,59.17,0.02,0.02,-13.27,49,10.74,0,8.75,517166
1165,Parag Milk Foods,202.6,23.45,2418.55,8.83,269.01,0.34,35.65,41.63,8.36,8.83,20.14,37.14,-9,0,8.72,PARAGMILK
1166,Yamuna Syndicate,24550,6.42,754.58,2.91,-6.15,4.69,3.11,74.87,0.01,0,-5.89,38.35,-567.17,0,8.72,540980
1167,Hil Ltd,2736.4,209.49,2063.49,2.23,-157.3,8.44,54.5,40.57,3.33,2.47,-4.85,47.09,-27.15,-0.02,8.71,HIL
1168,Munjal Auto Inds,78.8,23.19,788,-11.45,1254.18,-22.49,-257.03,74.81,0.03,0.02,6.22,40.15,-4.29,0,8.71,MUNJALAU
1169,Fischer Chemic,588.7,,3149.55,,-225,-100,-192.86,0,0,6.75,,99.86,53.69,0,8.7,524743
1170,Jindal Photo,567.85,2.63,582.61,1333.33,111.43,-4.44,96.53,74.2,0.02,0,66687.22,39.1,-15.84,0,8.7,JINDALPHOT
1171,Sandhar Tech,498.1,30.52,2998.1,23.11,28.2,0.53,-7.81,70.38,16.41,1.52,19.29,49.83,-1.57,0,8.7,SANDHAR
1172,GIC Housing Fin,201.6,7.24,1085.62,-7.02,-45.57,-2.42,18.04,42.41,5.89,3.28,-3.85,38.06,-10.71,0,8.69,GICHSGFIN
1173,Gulshan Polyols,171.2,41.34,1067.78,11.9,-60.76,20.55,107.59,66.72,1.2,0,8.96,36.84,-8.4,0,8.68,GULPOLY
1174,IRB Infra.Devl.,59.4,65.57,35871.66,30.01,32.58,12.81,95.74,34.39,7.85,47.16,15.46,50.49,-1.06,0,8.67,IRB
1175,Z F Steering,814,15.54,738.3,3.87,169.13,-4.88,-7.6,67.18,0.02,0,11.42,38.4,-20.36,0,8.66,505163
1176,Cochin Shipyard,902.45,43.36,23741.72,61.91,109.46,7.05,29.85,72.86,2.2,4.11,23.82,57.88,5.67,0,8.66,COCHINSHIP
1177,IM+ Capitals,667.6,7.04,661.03,653.59,2225.56,51.79,22.58,63.07,0,0,3610.87,51.65,4.22,0.37,8.64,511628
1178,Morepen Labs.,43.1,28.94,2203.14,27.57,255.84,5.4,50.47,38.22,2.21,2.11,16.46,41.1,-2.04,0,8.57,MOREPENLAB
1179,NHPC Ltd,85.05,22.98,85433.02,-20.41,-26.76,-29.88,-62.89,70.95,13.42,7.38,-4.06,47.5,-0.77,0,8.49,NHPC
1180,IRB InvIT Fund,67.63,,3925.92,1.12,-19.41,,,18.47,,,,46,-0.25,-0.01,8.48,IRBINVIT
1181,Dalmia BharatLtd,1959.25,30.31,36745.27,7.3,31.33,14.32,116.26,55.84,11.03,12.96,9.95,46.18,-61.95,-0.01,8.48,DALBHARAT
1182,Hikal,276.75,47.64,3412.35,-17.15,-38.89,2.92,28.4,68.85,3.15,6.14,-6.45,47.7,-3.84,0,8.43,HIKAL
1183,Whirlpool India,1237.45,77.67,15699.53,17.9,13.37,0.93,-21.65,75,12.63,3.64,1.7,39.35,-17.91,0,8.43,WHIRLPOOL
1184,Brigade Enterpr.,932,86.31,21538.39,43.09,30.72,-14.11,-50.41,43.75,25.01,13.73,24.62,51,-26.03,-0.02,8.41,BRIGADE
1185,Satin Creditcare,211.05,5.74,2331.49,43.23,92.59,10.78,5.89,36.06,8.27,9.58,37.88,42.94,-12.47,-3.92,8.41,SATIN
1186,Davangere Sugar,79.2,45.86,745.15,-17.32,143.91,190.9,478.35,74.35,0,0,21.18,38.35,-3.47,-0.1,8.41,DAVANGERE
1187,India Glycols,785.25,14.25,2431.13,63.31,187.06,16.73,9.52,61.01,0.11,1.57,19.08,38.87,-22.42,0,8.39,INDIAGLYCO
1188,Health.Global,340.9,201.97,4748.39,10.64,-18.33,-3.51,-68.18,71.29,8.46,6.37,15.08,46.25,-7.66,-0.01,8.39,HCG
1189,Deep Industries,290.25,15.66,1857.6,6.76,10.4,3.33,-5.35,63.49,0,2.03,29.89,68.9,1.95,0,8.39,DEEPINDS
1190,Can Fin Homes,747.1,14.06,9947.94,27.02,32.11,3.47,26.61,29.99,28.46,11.06,32.42,45.58,-14.06,0,8.36,CANFINHOME
1191,JSW Steel,824.8,18.64,201701.04,7.17,409.49,-5.93,-11.65,44.81,9.48,26.33,6.06,54.45,-3.95,0.02,8.33,JSWSTEEL
1192,Samhi Hotels,207.55,,4525.32,40.42,103,21.76,15.43,0,21.43,64.42,,50.44,2.61,0,8.33,SAMHI
1193,Sobha,1477.05,154.52,14009.21,-21.11,-52.59,-7.6,0.87,52.28,17.23,11.13,37.73,55.53,-16.67,0,8.32,SOBHA
1194,JM Financial,74.1,10.55,7080.8,33.25,46.02,3.22,56.53,56.44,8.46,17.92,29.71,30.31,-6.64,-0.03,8.3,JMFINANCIL
1195,Kopran,253.25,30.24,1220.93,0.58,127.19,4.15,14.67,44.49,0.14,0.48,7.91,49.34,-2.65,0,8.3,KOPRAN
1196,Precision Camshf,198.05,52.71,1881.19,-7.26,-32.36,1.28,190.15,65.37,0.13,0.12,3.82,41.9,-9.07,0,8.3,PRECAM
1197,Shivalik Rasayan,580.75,72.7,903.67,22.44,-35.44,4.74,63.77,47.95,0.59,1.18,20.88,48.83,-27.95,0,8.3,SHIVALIK
1198,India Infr Trust,92,11.68,6108.8,,,-2.33,-67.78,75,,,,44.86,-0.31,0,8.3,542543
1199,PNB Housing,640.15,12.17,16624.33,-2.19,27.29,-1.02,-9.85,28.13,7.86,24.7,9.68,39.88,-33.96,-0.01,8.27,PNBHOUSING
1200,Jagran Prakashan,101.3,12.1,2204.84,4.67,40.47,11.39,76.97,69,10.74,3.54,3.52,44.09,-1.66,0,8.23,JAGRAN
1201,Techno Elec.Engg,705.75,38.24,7595.21,76.26,191.22,-29.36,24.53,61.51,23.98,3.21,86.27,49.77,-28.5,0,8.18,TECHNOE
1202,Indian Renewable,138.65,43.1,37265.86,44.23,67.14,6.48,17.84,75,4.37,1.88,,46.29,-6.71,,8.17,IREDA
1203,RSWM Ltd,180.95,,852.3,14.3,-155.4,-2.99,-271.13,55.69,0.08,2,-1.35,39.85,-7.72,0,8.16,RSWM
1204,The Hi-Tech Gear,664.35,26.34,1247.53,-1.53,483.27,-3.78,-79.35,56.26,0,0,-5.33,70.37,14.21,0,8.13,HITECHGEAR
1205,Varroc Engineer,511.55,14.79,7815.79,9.39,1775.93,-0.12,588.96,75,11.44,4.57,6.43,54.15,-12.83,0,8.13,VARROC
1206,Vindhya Telelink,2129.6,9.15,2523.58,69.79,143.14,25.73,47.08,43.54,9.73,1.6,157.12,36.94,-98.27,0,8.11,VINDHYATEL
1207,Orient Paper,42.9,14.54,910.28,-19.66,-108.15,42.28,80.27,38.74,3.18,0.98,4.47,37.34,-1.92,0,8.09,ORIENTPPR
1208,I O C L,165.15,4.98,233212.25,-2.82,1067.77,11.53,-32.73,51.5,9.9,8.84,-2.54,47.87,-0.34,0,8.09,IOC
1209,Guj Inds. Power,167.7,12.85,2536.46,-6.09,36.72,26.19,64.5,55.43,5.96,3.86,17.49,40.48,-7.75,-0.26,8.06,GIPCL
1210,S H Kelkar & Co.,204.25,30.12,2827.24,28.86,147.73,8.91,6.53,58.95,1.27,8.24,13.06,55.43,0.64,0,8.04,SHK
1211,Equitas Sma. Fin,92.8,13.48,10531.75,34.36,18.73,5.14,1.95,0,45.64,19.61,33.24,36.06,-2.72,0,8.04,EQUITASBNK
1212,Sundaram Finance,4028.65,27.95,44758.3,29.21,28.43,6.63,16.33,37.88,16.84,8.31,25.49,53.88,32.88,-0.61,8,SUNDARMFIN
1213,Nahar Indl. Ent.,118,63.65,509.83,-19.51,-47.29,5.82,158.87,71.24,0.46,0.15,-22.84,38.09,-4.06,0,7.99,NAHARINDUS
1214,Eimco Elecon(I),1507.7,24.62,869.94,26.67,54.4,-5.61,-36.02,74.06,0,0,46.51,59.68,-2.29,0,7.96,EIMCOELECO
1215,Zee Entertainmen,142.45,62.85,13682.6,-2.99,-58.91,-16.08,-52.39,3.98,43.42,28.19,4.64,34.64,-12.06,0,7.94,ZEEL
1216,Abans Holdings,276.4,16.65,1386.03,93.88,55.31,39.45,2.05,71.94,0,11.58,,32.86,-9.85,0,7.91,AHL
1217,BF Investment,528.5,6.69,1990.33,15.14,-1.95,-38.06,-16.4,74.13,0.44,1.53,33.1,45.6,-6.93,0,7.88,BFINVEST
1218,Prakash Industri,165.45,9.34,2962.91,16.34,77.95,-0.44,-9.92,44.24,0.01,5.9,7.32,51.54,-9.96,0,7.87,PRAKASH
1219,PTC India Fin,36.8,12.89,2363.6,5.15,39.22,7.4,-15.73,64.99,2.31,2.66,-5.13,38.64,-3.24,0,7.84,PFS
1220,Astec Lifescienc,1120.15,,2196.53,-56.66,-2995.24,-54.16,-81.22,66.75,9.74,1.28,-41.24,68.79,36.76,0,7.82,ASTEC
1221,Godrej Industrie,755.8,37.88,25447.09,-6.57,-66.17,-8.83,0.05,67.16,2.9,10.17,3.94,38.98,-14.55,0,7.81,GODREJIND
1222,Adani Green,1851.75,178.39,293323.21,17.25,136.97,4.1,-31,56.37,1.5,18.03,43.15,48.78,18,0.11,7.81,ADANIGREEN
1223,Mangalam Cement,706.35,33.46,1942.27,2.38,2909.43,2.62,35.28,36.63,3.4,6.2,-1.54,52.2,-1.83,0.31,7.79,MANGLMCEM
1224,Rallis India,259.9,50.92,5054.25,-5.08,9.09,-28.13,-70.73,55.08,12.83,9.21,-7.02,52.47,1.35,0,7.77,RALLIS
1225,Venky's (India),1601.45,31.87,2256.02,-7.97,-148.03,4.45,-123.29,56.11,0.12,1.07,-11.79,31.05,-58.28,0,7.76,VENKEYS
1226,Sutlej Textiles,53.25,,872.39,-8.31,-60.34,-17.24,43.47,63.96,0.02,0.83,-13.24,35.7,-2.58,0,7.72,SUTLEJTEX
1227,Megasoft,77.3,,570.24,,-333.01,,-46.79,43.77,0.12,0,,48.47,0.89,0,7.72,MEGASOFT
1228,India Grid Trust,131.35,28.23,10293.55,28.95,-23.81,9.3,136.36,21.17,,,19.13,43.92,-0.69,-1.53,7.71,INDIGRID
1229,ESAF Small Fin,57.3,6.1,2949.69,38.94,199.76,3.29,-19.97,63.39,10.98,1.16,,32.22,-2.38,,7.71,ESAFSFB
1230,Bharat Forge,1128.95,63.3,52562.63,15.3,223.19,2.44,18.42,45.25,27.74,16.6,19.14,45.03,-16.26,0,7.7,BHARATFORG
1231,Vardhman Hold.,2861,4.56,912.66,72.54,61.93,-74.46,-13.45,74.9,0.97,0.03,1095.36,38.45,-90.78,0,7.66,VHL
1232,Jana Small Finan,390.5,15.9,4084.25,28.36,12.82,6.03,9.6,22.54,15.73,2.29,,39.74,-1.07,,7.66,JSFB
1233,Centum Electron,1629.9,70.19,2100.69,51.27,174.97,20.13,258.99,58.79,7.25,0.38,33.35,46.79,-3.21,-0.01,7.65,CENTUM
1234,Eco Recyc.,470.4,74.96,907.72,104.1,46.34,5.21,-6.37,73.35,0,0.9,57.57,50.65,4.58,0,7.63,530643
