SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE
NDRAUTO,940,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,24.9,922.69,32.67,50.35,-11.01,-17.25,73.06,0,0.01,66.01,45.36,1.07,0,16.62
GSLSU,935,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,67.59,941.51,-1.04,-33.06,-0.4,1.49,73.36,0.45,2.34,-9.91,33.67,-11.42,0,8.99
INFOBEAN,932,IT - Software,Information Technology,Information Technology,FALSE,51.5,925.53,-8.8,-40.53,-1.96,32.07,74.18,0.01,0.09,-5.36,30.09,-9.81,0,19.11
CHEMFAB,930,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,23.92,938.96,2.85,-47.96,8.48,52.52,72.88,0.07,0.29,-6.74,63.89,42.81,-0.11,28.16
ASAL,929,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,58.53,932.41,12.09,132.35,1.97,18.8,75,0.01,0,4.67,49.21,12.47,0,41.3
CHEMCON,928,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,34.63,926.57,-30.72,-60.92,-29.54,-25.25,74.46,0.28,0.05,-4.09,40.8,-3.87,0,15.39
GPTINFRA,921,Construction,Construction,Industrials,FALSE,18.2,924.35,26.6,115.31,8.62,6.8,75,3.67,0.59,25.69,44.12,-5.44,0,14.19
MICEL,920,Industrial Manufacturing,Capital Goods,Industrials,FALSE,191.16,926.75,395.67,21280.68,24.82,609.68,74.62,0,0,142.81,49.34,-0.17,0,1.41
VHL,913,Finance,Financial Services,Financial Services,FALSE,4.56,912.66,72.54,61.93,-74.46,-13.45,74.9,0.97,0.03,1095.36,38.45,-90.78,0,7.66
TRACXN,911,Commercial Services & Supplies,Services,Services,FALSE,30.72,908.57,4.4,55.24,-1.63,2.3,34.93,13.36,3.37,10.77,41.32,-4.53,-0.29,11.9
ORIENTPPR,911,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,14.54,910.28,-19.66,-108.15,42.28,80.27,38.74,3.18,0.98,4.47,37.34,-1.92,0,8.09
SHIVALIK,910,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,72.7,903.67,22.44,-35.44,4.74,63.77,47.95,0.59,1.18,20.88,48.83,-27.95,0,8.3
NINSYS,907,IT - Software,Information Technology,Information Technology,FALSE,81.06,917.56,,,18.03,3.95,47.26,0,0.01,,48.82,-11.62,0.02,40.52
ASALCBR,899,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,18.64,898.08,3.14,16.28,12.1,-6.54,59.29,0.1,0.58,7.94,49.89,-1.8,0.62,14.6
HPAL,899,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,48.05,897.62,-0.76,43.53,-12.54,-0.57,71.35,3.72,0.71,4.47,38.57,-3.42,0,11.96
AMNPLST,897,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,25.41,900.4,9.11,100.81,11.35,8.69,73.17,0,0,9.61,41.84,-8.33,0,16.1
CENTENKA,893,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,24.18,894.1,-3.78,-53.16,13.67,8.86,24.86,6.27,2.95,,41.45,-9.14,0,
PPL,891,Industrial Products,Capital Goods,Industrials,FALSE,10.57,888.69,-7.96,72.3,-7.4,2.07,44.27,0.02,0.26,-9.27,42.2,-18.59,0,29
MAXIND,888,Finance,Financial Services,Financial Services,FALSE,,883.06,-5.5,-6292.86,-17.35,-280.85,50.94,0.69,10.32,-2.86,49.08,1.72,0,0.53
SANDESH,879,Media,Media Entertainment & Publication,Consumer Discretionary,FALSE,6.92,885.73,-8.4,74.06,25.93,122.44,74.81,0,0,-14.25,43.18,-34.8,0,12.86
SUTLEJTEX,872,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,,872.39,-8.31,-60.34,-17.24,43.47,63.96,0.02,0.83,-13.24,35.7,-2.58,0,7.72
NCLIND,869,Cement & Cement Products,Construction Materials,Commodities,FALSE,10.74,868.24,20.49,25.93,17.21,81.43,44.48,0.03,4.88,12.55,34.63,-11.04,0.01,11.08
EIMCOELECO,868,Industrial Manufacturing,Capital Goods,Industrials,FALSE,24.62,869.94,26.67,54.4,-5.61,-36.02,74.06,0,0,46.51,59.68,-2.29,0,7.96
SCHAND,866,Printing & Publication,Media Entertainment & Publication,Consumer Discretionary,FALSE,31.24,861.24,16.97,-33.37,100.71,12.99,47.06,3.82,6.23,10.54,43.29,-7.44,0,7.22
SEMAC,865,Industrial Manufacturing,Capital Goods,Industrials,FALSE,,844.97,-73.3,-2058.11,20.29,-337.76,72.61,0,0.04,5.04,47.32,5.5,0,24.58
AMBIKCO,858,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,13.14,854.43,4.18,-51.45,-1.55,-0.76,50.17,0.13,0.46,-11.26,35.44,-48.72,0,20.74
SPECIALITY,853,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,11.93,853.25,5.57,-9.9,11.86,156.08,50.28,1.6,0.47,8.85,31.28,-13.26,-0.56,17.15
VLSFINANCE,852,Finance,Financial Services,Financial Services,FALSE,3.62,850.07,59.73,65.91,34.59,25.28,50.84,0.03,0.52,149.03,43.36,-5.67,0,2.13
RSWM,851,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,,852.3,14.3,-155.4,-2.99,-271.13,55.69,0.08,2,-1.35,39.85,-7.72,0,8.16
SRHHYPOLTD,850,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,6.28,846.48,-28.7,-11.72,-4.87,-10.11,61.84,0.04,0.65,-22.76,37.02,-17.16,-0.25,26.44
VIKASLIFE,848,Commercial Services & Supplies,Services,Services,FALSE,,,,,,,,,,,,,,
GKWLIMITED,847,Finance,Financial Services,Financial Services,FALSE,47.04,843.41,71.69,114.38,-11.84,-9.59,75,1.26,3.1,1418.07,34.21,-45.66,0,0.57
GRPLTD,847,Industrial Products,Capital Goods,Industrials,FALSE,61.75,847.26,-4.02,9.11,-4.13,-8.1,40.37,0,0,-9.62,63.43,150.19,-0.05,8.97
BCONCEPTS,844,Retailing,Consumer Services,Consumer Discretionary,FALSE,70.63,841.25,44.42,5.88,-4.96,-17.52,48.82,2.48,0,59.28,51.38,-14.49,-2.42,31.95
RADIANTCMS,843,Commercial Services & Supplies,Services,Services,FALSE,16.27,845.66,8.11,-29.36,7.42,18.29,56.92,18.93,2.13,9.84,40.3,-2.64,0,48.27
DYCL,842,Industrial Products,Capital Goods,Industrials,FALSE,24.66,837.74,21.12,13.25,25.28,47.74,74.45,0.08,0.08,7.9,41.6,-15.21,0.01,23.89
AGSTRA,838,Financial Technology (Fintech),Financial Services,Financial Services,FALSE,,841.71,-10.03,-223.63,-0.74,74.75,65.52,3.85,0.44,-5.49,28.97,-7.18,0,12.16
BALAJITELE,837,Entertainment,Media Entertainment & Publication,Consumer Discretionary,FALSE,28.54,828.98,-16.38,94.96,-30.68,-101.64,34.34,0.25,18.57,14.78,36.95,-7.57,0,-5.1
RUSHIL,836,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,17.45,831.82,1.34,11.05,4.16,7.68,56.39,0.01,1.17,1,44.13,-13.27,0,16.91
BAJAJHCARE,835,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,29.06,837.47,-18.1,-67.04,7.27,36.42,67.73,0.48,0.74,-23.16,40.27,-7.26,0.04,11.87
DECCANCE,833,Cement & Cement Products,Construction Materials,Commodities,FALSE,19.12,844.16,2.71,26.56,29.66,225.37,56.25,0.49,10.07,0.26,53.66,-13.75,0,9
HEXATRADEX,833,Finance,Financial Services,Financial Services,FALSE,9.45,832.62,663.36,898.64,946.23,1783.97,92.13,0.01,0.05,57104.38,44.06,-1.05,0,-0.23
SPENCERS,827,Retailing,Consumer Services,Consumer Discretionary,FALSE,,822.91,2.36,17.09,13.93,26.98,58.81,1.99,8.84,-4.11,36.31,-5.74,0,-8.23
PANACEABIO,820,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,,816.47,30.64,18.2,5.23,73.46,73.59,0.69,0.26,19.66,33.62,-6.2,0,-10.26
INDOAMIN,814,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,16.02,814.08,-8.18,-7.59,-23.36,-19.36,66.76,0,0.1,0.6,34.96,-9.98,-0.11,17.35
DBOL,810,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,9.3,811.59,-52.82,-137.65,-47.97,-9500,50.63,0.45,3.42,20.48,31.7,-4.6,0.19,10
SILVERTUC,804,IT - Services,Information Technology,Information Technology,FALSE,57.66,814.18,16.34,128.11,3.61,37.12,74.51,0,0,18.67,37.23,-13.4,-0.08,15.54
WEL,798,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,87.84,797.62,36.91,187.5,109.59,3090,71.79,0,11.07,15.34,76.89,40.53,0,14.88
SAKAR,794,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,63.73,795.39,11.23,-48.38,9.24,-43.13,53.15,10.62,13.76,17.71,45.62,-9.84,-1,8.91
DHARMAJ,793,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,17.84,796.1,22.11,6.18,-51.15,-74.64,70.4,0,4.35,11.75,51.73,-5.61,0,18.87
MUNJALAU,791,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,23.19,788,-11.45,1254.18,-22.49,-257.03,74.81,0.03,0.02,6.22,40.15,-4.29,0,8.71
STCINDIA,790,Commercial Services & Supplies,Services,Services,FALSE,19.54,790.8,,60.54,,-22.38,90,0.62,0,,39.02,-8.44,0,
GFLLIMITED,788,Finance,Financial Services,Financial Services,FALSE,,789.82,-11.9,,-9.76,-93.92,68.72,2.06,0.39,0.58,33.58,-4.34,0,-0.97
UGARSUGAR,788,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,11.47,785.25,-8.69,-146.29,24.46,-263.24,44.34,0,2.57,55.01,34.02,-3.11,0,27.28
LINC,788,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,22.17,776.11,-3.38,-31.99,-8.29,-1.82,59.44,0.38,1.42,9.87,44.02,-24.85,0.16,31.39
ICEMAKE,787,Industrial Manufacturing,Capital Goods,Industrials,FALSE,38.04,779.83,23.62,-54.4,7.21,-55.01,74.49,0,0.02,29.04,51.61,-23.08,0,36.94
MAANALU,785,Non - Ferrous Metals,Metals & Mining,Commodities,FALSE,19.82,791.53,12.31,-46.9,-27.88,-5.58,60.71,0,0.15,51.92,50.05,-1.36,0,42.84
DENORA,785,Industrial Products,Capital Goods,Industrials,FALSE,30.5,782.91,53.2,34.72,54.09,2.05,53.68,0.22,0.19,13.49,44.59,-21.49,0,29.67
ACL,782,Cement & Cement Products,Construction Materials,Commodities,FALSE,8.77,778.39,,63.1,50.3,-2062.24,95,0.34,0,,28.74,-8.02,0,-15.36
CHEVIOT,782,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,11.46,781.59,-16.37,40.55,-21.6,-8.94,74.83,0.15,0.27,-19.73,43.83,-31.06,0,12.7
NRAIL,776,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,5.99,776.58,-11.74,62.93,-1.78,-16.87,73.97,0.01,0.39,-20.63,54.3,-8.32,0,21.55
ASIANTILES,774,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,,776.32,-7,72.55,-7.41,-189.29,29.02,0,0.97,-1.13,49.51,-2.56,0,-6.43
RADHIKAJWE,773,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,17.75,770.54,85.02,44.29,64.92,82.85,63.73,0,0.08,84.1,54.13,0.01,0,17.92
OSWALGREEN,773,Finance,Financial Services,Financial Services,FALSE,91.65,771.71,86.74,-132.97,-29.31,14.86,64.34,0.02,0.01,71.66,38.96,-1.4,0,2.38
MAGADSUGAR,771,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,7.38,772.01,4.21,78.32,-24.44,158.02,61.02,0.01,0.47,15.18,33.35,-20.84,0,8.76
ADSL,769,IT - Services,Information Technology,Information Technology,FALSE,18.75,773.57,-1.77,-39.32,0.5,2.01,52.26,0.01,1.08,4.25,43.44,-5.84,-0.13,12.77
CONSOFINVT,763,Finance,Financial Services,Financial Services,FALSE,2.27,758.46,316.47,-0.1,5.18,-0.7,74.89,0.02,2.53,12368.24,40.36,-9.66,0,65.96
ESTER,759,Industrial Products,Capital Goods,Industrials,FALSE,,765.97,38.92,-383.5,2.44,-47.24,64.04,0.01,0.03,0.7,46.03,-1.54,0,4.29
ZUARI,758,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,2.46,758.94,-40.44,-80.62,-48.85,-57.14,65.28,1,1.58,79.73,42.13,-11.85,0,10.24
JAGSNPHARM,753,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,30.83,755.76,-21.43,-49.17,-18.3,-46.99,68.48,0.82,0.53,-3.89,37.01,-11.19,-0.23,25.64
ELDEHSG,748,Realty,Realty,Consumer Discretionary,FALSE,20.43,757.19,-27.87,-22.59,26.67,26.48,54.83,0.18,0.17,-3.55,46.7,-12.94,0,18.84
FOODSIN,747,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,15.07,703.23,-25.44,-50.13,-36.71,-72.12,26.21,0.07,0.27,27.32,38.48,-4.48,-2.61,17.76
DMCC,746,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,59.59,743.09,11.99,108.84,5.24,-87.71,53.84,1.26,0,-11.42,51.73,-8.71,0,6.79
GRMOVER,744,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,16.69,743.7,8.05,-19.15,115.86,95.86,71.72,0,0.08,-3.15,26.9,-14.58,0,15.69
THEINVEST,740,Finance,Financial Services,Financial Services,FALSE,26.08,736.88,0.39,2513.04,-12.65,-40.27,72.12,0,6.55,-6.48,57.26,-3.61,0,4.54
GHCLTEXTIL,729,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,49.47,731.71,,,-6.01,-26.99,19.15,8.87,18.32,,40.42,-1.98,0,
TNPETRO,728,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,11.67,726.96,-32.25,-32.07,-20.28,-74.51,34.54,0.03,7.1,-15.76,32.97,-4.23,0,15.13
POCL,727,Ferrous Metals,Metals & Mining,Commodities,FALSE,20.37,722.25,22.22,-6.46,15.25,78.03,48.89,0.16,0.04,,38.89,-23.22,0.01,
KECL,727,Electrical Equipment,Capital Goods,Industrials,FALSE,37.06,724.58,8.92,-55.33,-13.16,-71.62,49.51,2.11,3.83,24.27,42.33,-5.25,0,21.12
KOTHARIPET,724,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,11.73,724.4,-11.93,6.9,-22.67,-22.28,70.98,0.09,0,36.59,42.91,-5.4,0,29.34
BEDMUTHA,723,Industrial Products,Capital Goods,Industrials,FALSE,38.49,711.26,23.25,21.95,-3.73,63.32,57.05,0,0.01,15.79,41.01,-12.46,0,12.93
EMAMIPAP,721,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,15.64,716.93,-12.64,2692.2,13.02,140.06,74.97,3.81,0.5,-14.66,41.63,-3.32,0,10.44
BIRLACABLE,718,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,FALSE,21.02,714.15,-18.89,-54.94,-7.29,-29.43,66.36,0.01,0,13.81,38.3,-14.32,0,18.35
SUKHJITS,717,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,13.6,719.39,4.26,20,12.5,40.65,66.24,0.22,0.02,0.02,47.09,-10.16,0.01,15.15
DHUNINV,715,Finance,Financial Services,Financial Services,FALSE,8.66,732,84.96,-101.62,20.14,-101.09,74.95,0.04,0.09,28.03,49.88,-34.04,0,23.34
ADVANIHOTR,712,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,28.02,709,11.34,6.4,87.19,1968.89,50.25,0.11,0.17,23.48,46.63,1.05,0,66.37
ONMOBILE,708,Telecom - Services,Telecommunication,Telecommunication,FALSE,37.31,708.45,-8.53,-159.11,-10.5,-128.1,47.94,0.01,0.42,-0.83,30.9,-8.09,-0.01,1.94
DPWIRES,707,Industrial Products,Capital Goods,Industrials,FALSE,17.12,711.24,-26.79,-32.12,-7.72,-30.24,74.78,0,0,39.11,42.09,-16.24,0.03,31.98
NECLIFE,706,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,87.18,705.3,31.4,116.9,13.62,53.92,44.35,0,16.12,4.37,39.18,-1.32,0,-0.18
TBZ,705,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,13.18,706.01,-8.76,4.33,54.19,137.96,74.12,0,1.82,-3.91,39.93,-5.95,0,9.3
TRU,704,Finance,Financial Services,Financial Services,FALSE,102.46,708.99,14.29,346.38,-6.8,103.97,46.84,0,8.43,34.65,44.86,-4.3,-3.93,10.44
3IINFOLTD,704,IT - Software,Information Technology,Information Technology,FALSE,,706.76,16.39,-556.48,0.9,80.9,0,10.17,0.73,13.21,38.53,-2.78,0,2.59
OCCL,700,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,15.71,700.16,-13.52,-42.46,-7.06,-25.2,51.76,11.75,0.74,-13.9,36.66,-20.94,0,10.79
KRITI,699,Industrial Products,Capital Goods,Industrials,FALSE,20.15,693.66,-5.21,74.95,62.23,217.13,66.35,0,0.15,27.07,49.02,-1.46,0,-6.07
ZEEMEDIA,691,Entertainment,Media Entertainment & Publication,Consumer Discretionary,FALSE,,,,,,,,,,,,,,
ELIN,687,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,57.92,691.01,17.04,-42.48,-13.4,-32.65,32.99,11.93,0.56,-6.58,36.42,-4.12,0.02,9.9
WSI,686,Industrial Manufacturing,Capital Goods,Industrials,FALSE,24.62,685.66,342.62,378.01,36.2,21.7,58.09,0.14,0,,52.97,-2.51,0.49,1.22
GOACARBON,686,Minerals & Mining,Metals & Mining,Commodities,FALSE,8.4,683.64,-34.63,35.17,21.48,19.44,59.72,0.01,0,14.77,47.07,-16.02,0,32.08
HMVL,680,Media,Media Entertainment & Publication,Consumer Discretionary,FALSE,60.13,678.88,0.76,-20.59,11.2,87.05,74.4,0,0.32,-2.44,40.2,-3.15,0,-2.59
JAYAGROGN,680,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,13.71,681.9,-18.32,109.23,-20.59,-41.53,67.12,0.02,0.16,-19.44,50.21,-7.24,0,13.25
JPOLYINVST,673,Finance,Financial Services,Financial Services,FALSE,1.87,667.39,-99.09,102.06,-0.27,85.45,74.63,0.44,0.05,-22.08,36.36,-11.65,0,20.96
SELAN,672,Oil,Oil Gas & Consumable Fuels,Energy,FALSE,26.18,676.48,52.02,-20.76,11.18,-35.99,30.46,0,3.71,23.73,42.03,-17.32,0,11.74
BHAGERIA,670,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,38.11,664.7,19.52,123.06,9.18,193.99,71.75,0,0,-10.69,37.67,-4.26,0,4.04
SREEL,669,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,23.24,669.3,22.88,7.02,-3.52,-21.42,75,0,6.9,17.44,38.36,-13.27,0,9.8
CHEMBOND,668,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,13.91,664.75,3.6,63.52,2.3,-12.12,67.55,0.98,1.1,13.17,51.78,-12.79,0.01,10.89
MUNJALSHOW,667,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,18.03,666.52,-1.37,126.77,5.59,461.04,65.02,0.03,1.27,-4.68,47.84,-4.81,0,4.63
WEALTH,666,Finance,Financial Services,Financial Services,FALSE,22.02,657.41,77.07,148.4,10.47,-1.17,74.01,0,0,70.7,68.2,24.34,0,25.54
MMP,666,Non - Ferrous Metals,Metals & Mining,Commodities,FALSE,23.41,667.71,10.33,41.97,11.74,91.22,74.48,0.47,5.96,2.89,53.53,-0.55,0,10.5
MANAKSIA,665,Industrial Products,Capital Goods,Industrials,FALSE,6.21,673.53,-47.35,-30.17,-23.37,-27.35,74.93,0,1.73,-24.73,35.2,-5.27,0,15.98
KHAICHEM,664,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,,662.44,-40.39,-651.53,-34.1,-24618.18,74.99,0,0.11,-24,39.8,-2.35,0,15.43
AVG,658,Transport Services,Services,Services,FALSE,17.63,652.47,17.2,255.56,5.85,179.07,54.11,1.44,6.52,7.52,51.65,24.46,-7.11,11.73
MALLCOM,655,Industrial Products,Capital Goods,Industrials,FALSE,18.9,647.71,-4.24,-35.08,-11.78,-25.36,73.7,0.09,0.11,2.07,65.87,-36.92,0,20.52
MENONBE,654,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,23.07,655.11,-0.54,-27.87,-1.5,-11.27,70.18,0,0.54,-2.75,38.38,-5.49,0,32.1
JETAIRWAYS,652,Transport Services,Services,Services,FALSE,,652.06,199.84,87.02,203.72,7.81,24.99,28.15,0.21,93.69,65.21,-0.28,0,
SKMEGGPROD,642,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,6.11,641.66,-15.85,-57.05,-12.95,-58.89,55.11,0.31,2.4,51.27,42.23,-21.68,-0.07,46.42
SBC,641,Commercial Services & Supplies,Services,Services,FALSE,52.65,639.68,0.15,21.89,54.33,32.71,65.91,0,0.03,12.48,39.29,-0.93,0.22,23.69
FCSSOFT,641,IT - Services,Information Technology,Information Technology,FALSE,,,,,,,,,,,,,,
VALIANTLAB,640,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,22.14,641.97,-42.74,-145.75,-31.96,-543.04,74.94,0.43,7.08,,34.04,-8.5,0,
PDMJEPAPER,639,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,9.03,645.66,12.01,149.49,4.49,80.61,71.31,0.01,0.43,1.82,52.26,-0.84,0,18.38
ORIENTCER,636,Industrial Products,Capital Goods,Industrials,FALSE,40.48,635.88,57.25,50.98,-3.06,5.58,63.58,0,13.3,23.24,47.31,-2.04,0,7.08
APEX,636,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,58.02,634.69,-35.75,-61.68,-38.43,-64.39,72.62,0,0.03,-15.97,41.28,-9.13,0,10.65
MIRZAINT,634,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,48.31,635.73,9.09,14.88,-32.12,9.73,71.77,0,0.47,0.04,40.52,-1.56,0.01,7.57
ALBERTDAVD,633,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,9.47,626.99,18.39,77.44,-5.26,-7.78,62.04,1.67,0.7,6.63,40.25,-54.64,0,17.04
KAMATHOTEL,630,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,11.01,628.65,2.71,-42.24,34.5,138466.67,63.34,0,0.19,21.66,34.96,-10.65,1.87,26.07
PLASTIBLEN,630,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,19.54,634.79,5.97,66.5,-6.34,-30.64,64.38,0,0.82,2.48,38.88,-12.53,0.17,9.2
VINYLINDIA,629,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,29.21,631.26,-41.24,-5.97,3,78.61,50.41,0,0,-43.13,30.77,-17.78,0,44.41
RUBYMILLS,626,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,15.89,627.17,-4.69,63.09,6.42,11.12,74.9,0,0,-2.87,31.87,-9.78,0,5.67
STEL,623,Finance,Financial Services,Financial Services,FALSE,47.49,616.47,-18.92,-33.33,-92.81,-96.66,65.64,0.2,0.04,9.24,55.03,4.08,0.96,2.11
PAVNAIND,615,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,48.55,614.16,-10.61,12.99,4.86,-20,70.44,0,0,,45.16,5.34,0,11.21
RBZJEWEL,615,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,27.41,613.2,25.31,14.33,56.21,-19.95,75,3.03,4.33,,44.84,-5.39,-25,23.65
SAKUMA,612,Commercial Services & Supplies,Services,Services,FALSE,25.49,613.37,-3.93,-9.03,115.47,136.26,61.88,0,0.03,-15.36,52.69,0.01,0,9.08
ARIHANTCAP,610,Capital Markets,Financial Services,Financial Services,FALSE,12.72,608.02,116.57,173.6,29.82,33.36,70.18,0,0.06,53.46,41.53,-3.98,-1.46,15.89
HTMEDIA,607,Media,Media Entertainment & Publication,Consumer Discretionary,FALSE,,606.31,0.58,40.02,12.41,73.42,69.51,0.05,0.25,-0.93,39.45,-1.44,0,-4.03
IRISDOREME,604,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,55.78,611.37,15.38,151.9,-26.99,-45.63,70.94,0,0,8.93,43.61,-1.78,0,16.38
VLEGOV,602,IT - Services,Information Technology,Information Technology,FALSE,,603.39,-100,-568.18,-100,-3,37.88,6.32,1.8,,39.63,-3.4,-4.72,0.31
ARROWGREEN,601,Industrial Products,Capital Goods,Industrials,FALSE,18.85,603.67,-19.83,34.44,-14.46,-3.56,68.6,0,0,409.88,48.64,-8.2,0,20.88
PRIMESECU,600,Finance,Financial Services,Financial Services,FALSE,29.66,603.36,12.85,105.44,16.3,100.76,0,0.04,7.04,58.97,51.96,-0.96,0,11.65
HCL-INSYS,596,IT - Hardware,Information Technology,Information Technology,FALSE,,,,,,,,,,,,,,
LOKESHMACH,594,Industrial Manufacturing,Capital Goods,Industrials,FALSE,48.93,593.01,37.46,105.22,13.18,55.32,50.7,0,0.6,19.59,49.49,-12.29,-1.7,9.83
DIGISPICE,592,IT - Services,Information Technology,Information Technology,FALSE,35.77,593.33,3.48,740.52,-2.18,1.16,73,0,0,-16.87,32.21,-1.75,-0.18,-4.13
NAGAFERT,592,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,,,,,,,,,,,,,,
KHADIM,588,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,61.62,590.3,4.87,-62.03,-0.57,2.23,60.27,6.37,0.01,-3.4,46.43,-12.98,0,10.41
RADIOCITY,588,Entertainment,Media Entertainment & Publication,Consumer Discretionary,FALSE,,,,,,,,,,,,,,
INDSWFTLAB,588,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,20.78,595.89,-8.05,-29.38,-0.76,-38.66,42.01,18.73,0.31,-0.94,40.07,-0.62,0,13.26
HINDCOMPOS,585,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,16.31,586.18,3.26,18.97,-0.04,-35.01,74.97,0.01,0.03,9.84,39.58,-8.74,0,3.84
KILITCH,584,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,47.39,589.58,6.07,1.75,-22.84,-65.82,69.23,0,0,19.63,46.72,-12.68,0,9.88
JINDALPHOT,582,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,2.63,582.61,1333.33,111.43,-4.44,96.53,74.2,0.02,0,66687.22,39.1,-15.84,0,8.7
RBL,582,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,15.74,580.86,7.12,10.36,3.94,5.53,70.93,3.67,0.34,8.77,49.92,-29.93,0,17.69
RATNAVEER,581,Industrial Products,Capital Goods,Industrials,FALSE,16.74,579.32,80.48,132.66,35.58,16.04,55.48,0.01,3.82,,43.02,-3.88,0,14.5
MEGASOFT,576,Telecom - Services,Telecommunication,Telecommunication,FALSE,,570.24,,-333.01,,-46.79,43.77,0.12,0,,48.47,0.89,0,7.72
