,Company Name,Industry,Symbol,Series,ISIN Code,Ticker,Name,Weight,Shares,Price
51,Bajaj Finserv Ltd,Financial Services,BAJAJFINSV,EQ,INE918I01026,BJFIN IS Equity,Bajaj Finserv Ltd,--,--,1579.6
52,Bajaj Holdings & Investment Ltd,Financial Services,BAJAJHLDNG,EQ,INE118A01012,BJHI IS Equity,Bajaj Holdings & Investment Ltd,--,--,9667.5996
53,Balaji Amines Ltd,Chemicals,BALAMINES,EQ,INE050E01027,BLA IS Equity,Balaji Amines Ltd,--,--,2377.8501
54,Balkrishna Industries Ltd,Automobile and Auto Components,BALKRISIND,EQ,INE787D01026,BIL IS Equity,Balkrishna Industries Ltd,--,--,3177.5
55,Balrampur Chini Mills Ltd,Fast Moving Consumer Goods,BALRAMCHIN,EQ,INE119A01028,BRCM IS Equity,Balrampur Chini Mills Ltd,--,--,426.6
56,Bandhan Bank Ltd,Financial Services,BANDHANBNK,EQ,INE545U01014,BANDHAN IS Equity,Bandhan Bank Ltd,--,--,204.33
57,Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039,BOB IS Equity,Bank of Baroda,--,--,273.8
58,Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016,BOI IS Equity,Bank of India,--,--,120.45
59,Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014,BOMH IS Equity,Bank of Maharashtra,--,--,63.77
60,Bata India Ltd,Consumer Durables,BATAINDIA,EQ,INE176A01028,BATA IS Equity,Bata India Ltd,--,--,1507.65
61,Berger Paints India Ltd,Consumer Durables,BERGEPAINT,EQ,INE463A01038,BRGR IS Equity,Berger Paints India Ltd,--,--,514.4
62,Bharat Dynamics Ltd,Capital Goods,BDL,EQ,INE171Z01026,BDL IS Equity,Bharat Dynamics Ltd,--,--,1731.85
63,Bharat Electronics Ltd,Capital Goods,BEL,EQ,INE263A01024,BHE IS Equity,Bharat Electronics Ltd,--,--,324.05
64,Bharat Forge Ltd,Automobile and Auto Components,BHARATFORG,EQ,INE465A01025,BHFC IS Equity,Bharat Forge Ltd,--,--,1672.25
65,Bharat Heavy Electricals Ltd,Capital Goods,BHEL,EQ,INE257A01026,BHEL IS Equity,Bharat Heavy Electricals Ltd,--,--,316.4
66,Bharti Airtel Ltd,Telecommunication,BHARTIARTL,EQ,INE397D01024,BHARTI IS Equity,Bharti Airtel Ltd,--,--,1429.7
67,Bikaji Foods International Ltd,Fast Moving Consumer Goods,BIKAJI,EQ,INE00E101023,BIKAJI IS Equity,Bikaji Foods International Ltd,--,--,706.65
68,Biocon Ltd,Healthcare,BIOCON,EQ,INE376G01013,BIOS IS Equity,Biocon Ltd,--,--,370.2
69,Birlasoft Ltd,Information Technology,BSOFT,EQ,INE836A01035,BSOFT IS Equity,Birlasoft Ltd,--,--,714.7
70,Blue Dart Express Ltd,Services,BLUEDART,EQ,INE233B01017,BDE IS Equity,Blue Dart Express Ltd,--,--,8226.9502
71,Blue Star Ltd,Consumer Durables,BLUESTARCO,EQ,INE472A01039,BLSTR IS Equity,Blue Star Ltd,--,--,1705.25
72,Borosil Renewables Ltd,Capital Goods,BORORENEW,EQ,INE666D01022,BORORENE IS Equity,Borosil Renewables Ltd,--,--,516.25
73,Bosch Ltd,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026,BOS IS Equity,Bosch Ltd,--,--,35074.0
74,Brigade Enterprises Ltd,Realty,BRIGADE,EQ,INE791I01019,BRGD IS Equity,Brigade Enterprises Ltd,--,--,1344.45
75,Britannia Industries Ltd,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030,BRIT IS Equity,Britannia Industries Ltd,--,--,5546.7998
76,CESC Ltd,Power,CESC,EQ,INE486A01021,CESC IS Equity,CESC Ltd,--,--,168.02
77,CIE Automotive India Ltd,Automobile and Auto Components,CIEINDIA,EQ,INE536H01010,CIEINDIA IS Equity,CIE Automotive India Ltd,--,--,612.15
78,CRISIL Ltd,Financial Services,CRISIL,EQ,INE007A01025,CRISIL IS Equity,CRISIL Ltd,--,--,4269.0
79,CSB Bank Ltd,Financial Services,CSBBANK,EQ,INE679A01013,CSBBANK IS Equity,CSB Bank Ltd,--,--,377.6
80,Campus Activewear Ltd,Consumer Durables,CAMPUS,EQ,INE278Y01022,CAMPUS IS Equity,Campus Activewear Ltd,--,--,294.0
81,Can Fin Homes Ltd,Financial Services,CANFINHOME,EQ,INE477A01020,CANF IS Equity,Can Fin Homes Ltd,--,--,886.9
82,Canara Bank,Financial Services,CANBK,EQ,INE476A01022,CBK IS Equity,Canara Bank,--,--,117.76
83,Caplin Point Laboratories Ltd,Healthcare,CAPLIPOINT,EQ,INE475E01026,CLPL IS Equity,Caplin Point Laboratories Ltd,--,--,1456.2
84,Capri Global Capital Ltd,Financial Services,CGCL,EQ,INE180C01042,CGCL IS Equity,Capri Global Capital Ltd,--,--,211.93
85,Carborundum Universal Ltd,Capital Goods,CARBORUNIV,EQ,INE120A01034,CU IS Equity,Carborundum Universal Ltd,--,--,1690.4
86,Castrol India Ltd,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027,CSTRL IS Equity,Castrol India Ltd,--,--,254.02
87,Ceat Ltd,Automobile and Auto Components,CEATLTD,EQ,INE482A01020,CEAT IS Equity,Ceat Ltd,--,--,2693.6001
88,Cello World Ltd,Consumer Durables,CELLO,EQ,INE0LMW01024,CELLO IS Equity,Cello World Ltd,--,--,969.4
89,Cera Sanitaryware Ltd,Consumer Durables,CERA,EQ,INE739E01017,CRS IS Equity,Cera Sanitaryware Ltd,--,--,9154.7002
90,Chalet Hotels Ltd,Consumer Services,CHALET,EQ,INE427F01016,CHALET IS Equity,Chalet Hotels Ltd,--,--,849.75
91,Chemplast Sanmar Ltd,Chemicals,CHEMPLASTS,EQ,INE488A01050,CHEMPLAS IS Equity,Chemplast Sanmar Ltd,--,--,550.05
92,Cholamandalam Financial Holdings Ltd,Financial Services,CHOLAHLDNG,EQ,INE149A01033,CHOLAHLD IS Equity,Cholamandalam Financial Holdings Ltd,--,--,1457.6
93,City Union Bank Ltd,Financial Services,CUB,EQ,INE491A01021,CUBK IS Equity,City Union Bank Ltd,--,--,169.99
94,Coal India Ltd,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014,COAL IS Equity,Coal India Ltd,--,--,491.5
95,Cochin Shipyard Ltd,Capital Goods,COCHINSHIP,EQ,INE704P01025,COCHIN IS Equity,Cochin Shipyard Ltd,--,--,2837.6001
96,Coforge Ltd,Information Technology,COFORGE,EQ,INE591G01017,COFORGE IS Equity,Coforge Ltd,--,--,5870.1499
97,Computer Age Management Services Ltd,Financial Services,CAMS,EQ,INE596I01012,CAMS IS Equity,Computer Age Management Services Ltd,--,--,3765.3
98,Concord Biotech Ltd,Healthcare,CONCORDBIO,EQ,INE338H01029,CONCORDB IS Equity,Concord Biotech Ltd,--,--,1683.7
99,Coromandel International Ltd,Chemicals,COROMANDEL,EQ,INE169A01031,CRIN IS Equity,Coromandel International Ltd,--,--,1592.75
100,Craftsman Automation Ltd,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017,CRAFTSMA IS Equity,Craftsman Automation Ltd,--,--,5681.6001
101,CreditAccess Grameen Ltd,Financial Services,CREDITACC,EQ,INE741K01010,CREDAG IS Equity,CreditAccess Grameen Ltd,--,--,1329.85
102,Crompton Greaves Consumer Electricals Ltd,Consumer Durables,CROMPTON,EQ,INE299U01018,CROMPTON IS Equity,Crompton Greaves Consumer Electricals Ltd,--,--,409.7
103,Cummins India Ltd,Capital Goods,CUMMINSIND,EQ,INE298A01020,KKC IS Equity,Cummins India Ltd,--,--,4134.0
104,Cyient Ltd,Information Technology,CYIENT,EQ,INE136B01020,CYL IS Equity,Cyient Ltd,--,--,1792.55
105,DCM Shriram Ltd,Diversified,DCMSHRIRAM,EQ,INE499A01024,DCMS IS Equity,DCM Shriram Ltd,--,--,1016.4
106,DLF Ltd,Realty,DLF,EQ,INE271C01023,DLFU IS Equity,DLF Ltd,--,--,832.8
107,Dabur India Ltd,Fast Moving Consumer Goods,DABUR,EQ,INE016A01026,DABUR IS Equity,Dabur India Ltd,--,--,606.45
108,Dalmia Bharat Ltd,Construction Materials,DALBHARAT,EQ,INE00R701025,DALBHARA IS Equity,Dalmia Bharat Ltd,--,--,1858.15
109,Deepak Nitrite Ltd,Chemicals,DEEPAKNTR,EQ,INE288B01029,DN IS Equity,Deepak Nitrite Ltd,--,--,2687.8
110,Delhivery Ltd,Services,DELHIVERY,EQ,INE148O01028,DELHIVER IS Equity,Delhivery Ltd,--,--,395.55
111,Devyani International Ltd,Consumer Services,DEVYANI,EQ,INE872J01023,DEVYANI IS Equity,Devyani International Ltd,--,--,165.29
112,Divi's Laboratories Ltd,Healthcare,DIVISLAB,EQ,INE361B01024,DIVI IS Equity,Divi's Laboratories Ltd,--,--,4629.7002
113,EIH Ltd,Consumer Services,EIHOTEL,EQ,INE230A01023,EIH IS Equity,EIH Ltd,--,--,429.35
114,EPL Ltd,Capital Goods,EPL,EQ,INE255A01020,EPLL IS Equity,EPL Ltd,--,--,228.78
115,Easy Trip Planners Ltd,Consumer Services,EASEMYTRIP,EQ,INE07O001026,EASEMYTR IS Equity,Easy Trip Planners Ltd,--,--,41.79
116,Eicher Motors Ltd,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021,EIM IS Equity,Eicher Motors Ltd,--,--,4737.2998
117,Elgi Equipments Ltd,Capital Goods,ELGIEQUIP,EQ,INE285A01027,ELEQ IS Equity,Elgi Equipments Ltd,--,--,737.85
118,Emami Ltd,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032,HMN IS Equity,Emami Ltd,--,--,724.2
119,Endurance Technologies Ltd,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037,ENDU IS Equity,Endurance Technologies Ltd,--,--,2727.3
120,Engineers India Ltd,Construction,ENGINERSIN,EQ,INE510A01028,ENGR IS Equity,Engineers India Ltd,--,--,268.5
121,Equitas Small Finance Bank Ltd,Financial Services,EQUITASBNK,EQ,INE063P01018,EQUITASB IS Equity,Equitas Small Finance Bank Ltd,--,--,92.1
122,Eris Lifesciences Ltd,Healthcare,ERIS,EQ,INE406M01024,ERIS IS Equity,Eris Lifesciences Ltd,--,--,1011.95
123,Escorts Kubota Ltd,Capital Goods,ESCORTS,EQ,INE042A01014,ESCORTS IS Equity,Escorts Kubota Ltd,--,--,4130.75
124,Exide Industries Ltd,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020,EXID IS Equity,Exide Industries Ltd,--,--,567.95
125,FSN E-Commerce Ventures Ltd,Consumer Services,NYKAA,EQ,INE388Y01029,NYKAA IS Equity,FSN E-Commerce Ventures Ltd,--,--,177.2
126,Federal Bank Ltd,Financial Services,FEDERALBNK,EQ,INE171A01029,FB IS Equity,Federal Bank Ltd,--,--,186.19
127,Fine Organic Industries Ltd,Chemicals,FINEORG,EQ,INE686Y01026,FINEORG IS Equity,Fine Organic Industries Ltd,--,--,5342.7002
128,Finolex Cables Ltd,Capital Goods,FINCABLES,EQ,INE235A01022,FNXC IS Equity,Finolex Cables Ltd,--,--,1666.5
129,Finolex Industries Ltd,Capital Goods,FINPIPE,EQ,INE183A01024,FNXP IS Equity,Finolex Industries Ltd,--,--,323.15
130,Firstsource Solutions Ltd,Services,FSL,EQ,INE684F01012,FSOL IS Equity,Firstsource Solutions Ltd,--,--,235.71
131,Five-Star Business Finance Ltd,Financial Services,FIVESTAR,EQ,INE128S01021,FIVESTAR IS Equity,Five-Star Business Finance Ltd,--,--,799.1
132,Fortis Healthcare Ltd,Healthcare,FORTIS,EQ,INE061F01013,FORH IS Equity,Fortis Healthcare Ltd,--,--,461.65
133,GMM Pfaudler Ltd,Capital Goods,GMMPFAUDLR,EQ,INE541A01023,GMM IS Equity,GMM Pfaudler Ltd,--,--,1410.55
134,GMR Airports Infrastructure Ltd,Services,GMRINFRA,EQ,INE776C01039,GMRI IS Equity,GMR Airports Infrastructure Ltd,--,--,96.23
135,Garden Reach Shipbuilders & Engineers Ltd,Capital Goods,GRSE,EQ,INE382Z01011,GRSE IS Equity,Garden Reach Shipbuilders & Engineers Ltd,--,--,2710.6499
136,Gillette India Ltd,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010,GILL IS Equity,Gillette India Ltd,--,--,7203.5498
137,Gland Pharma Ltd,Healthcare,GLAND,EQ,INE068V01023,GLAND IS Equity,Gland Pharma Ltd,--,--,1839.75
138,Glenmark Life Sciences Ltd,Healthcare,GLS,EQ,INE03Q201024,GLS IS Equity,Glenmark Life Sciences Ltd,--,--,908.35
139,Glenmark Pharmaceuticals Ltd,Healthcare,GLENMARK,EQ,INE935A01035,GNP IS Equity,Glenmark Pharmaceuticals Ltd,--,--,1338.15
140,Godfrey Phillips India Ltd,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028,GP IS Equity,Godfrey Phillips India Ltd,--,--,4333.1001
141,Godrej Consumer Products Ltd,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028,GCPL IS Equity,Godrej Consumer Products Ltd,--,--,1373.8
142,Godrej Industries Ltd,Diversified,GODREJIND,EQ,INE233A01035,GDSP IS Equity,Godrej Industries Ltd,--,--,893.05
143,Godrej Properties Ltd,Realty,GODREJPROP,EQ,INE484J01027,GPL IS Equity,Godrej Properties Ltd,--,--,3281.7
144,Granules India Ltd,Healthcare,GRANULES,EQ,INE101D01020,GRAN IS Equity,Granules India Ltd,--,--,526.0
145,Graphite India Ltd,Capital Goods,GRAPHITE,EQ,INE371A01025,GRIL IS Equity,Graphite India Ltd,--,--,571.65
146,Grasim Industries Ltd,Construction Materials,GRASIM,EQ,INE047A01021,GRASIM IS Equity,Grasim Industries Ltd,--,--,2748.0
147,Grindwell Norton Ltd,Capital Goods,GRINDWELL,EQ,INE536A01023,GWN IS Equity,Grindwell Norton Ltd,--,--,2856.3501
148,Gujarat Ambuja Exports Ltd,Fast Moving Consumer Goods,GAEL,EQ,INE036B01030,GAEX IS Equity,Gujarat Ambuja Exports Ltd,--,--,140.61
149,Gujarat Fluorochemicals Ltd,Chemicals,FLUOROCHEM,EQ,INE09N301011,FLUOROCH IS Equity,Gujarat Fluorochemicals Ltd,--,--,3265.3501
150,Gujarat Gas Ltd,Oil Gas & Consumable Fuels,GUJGASLTD,EQ,INE844O01030,GUJGA IS Equity,Gujarat Gas Ltd,--,--,644.4
151,Gujarat Pipavav Port Ltd,Services,GPPL,EQ,INE517F01014,GPPV IS Equity,Gujarat Pipavav Port Ltd,--,--,224.17
152,Gujarat State Fertilizers & Chemicals Ltd,Chemicals,GSFC,EQ,INE026A01025,GSFC IS Equity,Gujarat State Fertilizers & Chemicals Ltd,--,--,243.48
153,Gujarat State Petronet Ltd,Oil Gas & Consumable Fuels,GSPL,EQ,INE246F01010,GUJS IS Equity,Gujarat State Petronet Ltd,--,--,311.6
154,HBL Power Systems Ltd,Automobile and Auto Components,HBLPOWER,EQ,INE292B01021,HBPS IS Equity,HBL Power Systems Ltd,--,--,569.65
155,HCL Technologies Ltd,Information Technology,HCLTECH,EQ,INE860A01027,HCLT IS Equity,HCL Technologies Ltd,--,--,1519.4
156,HDFC Bank Ltd,Financial Services,HDFCBANK,EQ,INE040A01034,HDFCB IS Equity,HDFC Bank Ltd,--,--,1648.1
157,HFCL Ltd,Telecommunication,HFCL,EQ,INE548A01028,HMFC IS Equity,HFCL Ltd,--,--,130.36
158,Happiest Minds Technologies Ltd,Information Technology,HAPPSTMNDS,EQ,INE419U01012,HAPPSTMN IS Equity,Happiest Minds Technologies Ltd,--,--,826.65
159,Happy Forgings Ltd,Capital Goods,HAPPYFORGE,EQ,INE330T01021,HAPPYFOR IS Equity,Happy Forgings Ltd,--,--,1262.5
160,Havells India Ltd,Consumer Durables,HAVELLS,EQ,INE176B01034,HAVL IS Equity,Havells India Ltd,--,--,1893.65
161,Hero MotoCorp Ltd,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026,HMCL IS Equity,Hero MotoCorp Ltd,--,--,5558.0498
162,Himadri Speciality Chemical Ltd,Chemicals,HSCL,EQ,INE019C01026,HSCH IS Equity,Himadri Speciality Chemical Ltd,--,--,403.3
163,Hindalco Industries Ltd,Metals & Mining,HINDALCO,EQ,INE038A01020,HNDL IS Equity,Hindalco Industries Ltd,--,--,699.15
164,Hindustan Aeronautics Ltd,Capital Goods,HAL,EQ,INE066F01020,HNAL IS Equity,Hindustan Aeronautics Ltd,--,--,5552.0
165,Hindustan Copper Ltd,Metals & Mining,HINDCOPPER,EQ,INE531E01026,HCP IS Equity,Hindustan Copper Ltd,--,--,330.8
166,Hindustan Unilever Ltd,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027,HUVR IS Equity,Hindustan Unilever Ltd,--,--,2547.0
167,Hindustan Zinc Ltd,Metals & Mining,HINDZINC,EQ,INE267A01025,HZ IS Equity,Hindustan Zinc Ltd,--,--,693.15
168,Hitachi Energy India Ltd,Capital Goods,POWERINDIA,EQ,INE07Y701011,POWERIND IS Equity,Hitachi Energy India Ltd,--,--,14019.5498
169,Honasa Consumer Ltd,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028,HONASA IS Equity,Honasa Consumer Ltd,--,--,482.35
170,Honeywell Automation India Ltd,Capital Goods,HONAUT,EQ,INE671A01010,HWA IS Equity,Honeywell Automation India Ltd,--,--,57581.0508
171,ICICI Bank Ltd,Financial Services,ICICIBANK,EQ,INE090A01021,ICICIBC IS Equity,ICICI Bank Ltd,--,--,1233.4
172,ICICI Securities Ltd,Financial Services,ISEC,EQ,INE763G01038,ISEC IS Equity,ICICI Securities Ltd,--,--,780.6
173,IDBI Bank Ltd,Financial Services,IDBI,EQ,INE008A01015,IDBI IS Equity,IDBI Bank Ltd,--,--,84.82
174,IDFC First Bank Ltd,Financial Services,IDFCFIRSTB,EQ,INE092T01019,IDFCFB IS Equity,IDFC First Bank Ltd,--,--,81.19
175,IDFC Ltd,Financial Services,IDFC,EQ,INE043D01016,IDFC IS Equity,IDFC Ltd,--,--,121.3
176,IIFL Finance Ltd,Financial Services,IIFL,EQ,INE530B01024,IIFL IS Equity,IIFL Finance Ltd,--,--,523.1
177,IRB Infrastructure Developers Ltd,Construction,IRB,EQ,INE821I01022,IRB IS Equity,IRB Infrastructure Developers Ltd,--,--,67.56
178,IRCON International Ltd,Construction,IRCON,EQ,INE962Y01021,IRCON IS Equity,IRCON International Ltd,--,--,307.75
179,ITC Ltd,Fast Moving Consumer Goods,ITC,EQ,INE154A01025,ITC IS Equity,ITC Ltd,--,--,433.65
180,ITI Ltd,Telecommunication,ITI,EQ,INE248A01017,ITI IS Equity,ITI Ltd,--,--,310.3
181,Indiabulls Housing Finance Ltd,Financial Services,IBULHSGFIN,EQ,INE148I01020,IHFL IS Equity,Indiabulls Housing Finance Ltd,--,--,170.72
182,Indian Bank,Financial Services,INDIANB,EQ,INE562A01011,INBK IS Equity,Indian Bank,--,--,538.85
183,Indian Energy Exchange Ltd,Financial Services,IEX,EQ,INE022Q01020,IEX IS Equity,Indian Energy Exchange Ltd,--,--,184.35
184,Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014,IOB IS Equity,Indian Overseas Bank,--,--,62.99
185,Indigo Paints Ltd,Consumer Durables,INDIGOPNTS,EQ,INE09VQ01012,INDIGOPN IS Equity,Indigo Paints Ltd,--,--,1399.9
186,Indraprastha Gas Ltd,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027,IGL IS Equity,Indraprastha Gas Ltd,--,--,522.3
187,Indus Towers Ltd,Telecommunication,INDUSTOWER,EQ,INE121J01017,INDUSTOW IS Equity,Indus Towers Ltd,--,--,395.65
188,IndusInd Bank Ltd,Financial Services,INDUSINDBK,EQ,INE095A01012,IIB IS Equity,IndusInd Bank Ltd,--,--,1434.25
189,Infosys Ltd,Information Technology,INFY,EQ,INE009A01021,INFO IS Equity,Infosys Ltd,--,--,1647.45
190,Inox Wind Ltd,Capital Goods,INOXWIND,EQ,INE066P01011,INXW IS Equity,Inox Wind Ltd,--,--,158.8
191,Intellect Design Arena Ltd,Information Technology,INTELLECT,EQ,INE306R01017,INDA IS Equity,Intellect Design Arena Ltd,--,--,1085.45
192,InterGlobe Aviation Ltd,Services,INDIGO,EQ,INE646L01027,INDIGO IS Equity,InterGlobe Aviation Ltd,--,--,4322.8999
193,Ipca Laboratories Ltd,Healthcare,IPCALAB,EQ,INE571A01038,IPCA IS Equity,Ipca Laboratories Ltd,--,--,1192.75
194,JBM Auto Ltd,Automobile and Auto Components,JBMA,EQ,INE927D01044,JBMA IS Equity,JBM Auto Ltd,--,--,2149.6001
195,JK Lakshmi Cement Ltd,Construction Materials,JKLAKSHMI,EQ,INE786A01032,JKLC IS Equity,JK Lakshmi Cement Ltd,--,--,870.6
196,JK Paper Ltd,Forest Materials,JKPAPER,EQ,INE789E01012,JKPAPER IS Equity,JK Paper Ltd,--,--,576.15
197,JM Financial Ltd,Financial Services,JMFINANCIL,EQ,INE780C01023,JM IS Equity,JM Financial Ltd,--,--,98.24
198,JSW Energy Ltd,Power,JSWENERGY,EQ,INE121E01018,JSW IS Equity,JSW Energy Ltd,--,--,736.6
199,JSW Infrastructure Ltd,Services,JSWINFRA,EQ,INE880J01026,JSWINFRA IS Equity,JSW Infrastructure Ltd,--,--,356.65
200,JSW Steel Ltd,Metals & Mining,JSWSTEEL,EQ,INE019A01038,JSTL IS Equity,JSW Steel Ltd,--,--,954.05
201,Jai Balaji Industries Ltd,Metals & Mining,JAIBALAJI,BE,INE091G01018,JBIL IS Equity,Jai Balaji Industries Ltd,--,--,920.55
202,Jindal Saw Ltd,Capital Goods,JINDALSAW,EQ,INE324A01024,JSAW IS Equity,Jindal Saw Ltd,--,--,552.0
203,Jindal Stainless Ltd,Metals & Mining,JSL,EQ,INE220G01021,JDSL IS Equity,Jindal Stainless Ltd,--,--,827.8
204,Jindal Steel & Power Ltd,Metals & Mining,JINDALSTEL,EQ,INE749A01030,JSP IS Equity,Jindal Steel & Power Ltd,--,--,1050.5
205,Jio Financial Services Ltd,Financial Services,JIOFIN,EQ,INE758E01017,JIOFIN IS Equity,Jio Financial Services Ltd,--,--,352.75
206,Jubilant Foodworks Ltd,Consumer Services,JUBLFOOD,EQ,INE797F01020,JUBI IS Equity,Jubilant Foodworks Ltd,--,--,570.55
207,Jubilant Ingrevia Ltd,Chemicals,JUBLINGREA,EQ,INE0BY001018,JUBLINGR IS Equity,Jubilant Ingrevia Ltd,--,--,536.35
208,Jubilant Pharmova Ltd,Healthcare,JUBLPHARMA,EQ,INE700A01033,JUBLPHAR IS Equity,Jubilant Pharmova Ltd,--,--,751.4
209,Jupiter Wagons Ltd,Capital Goods,JWL,EQ,INE209L01016,JWL IS Equity,Jupiter Wagons Ltd,--,--,730.0
210,Jyothy Labs Ltd,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,JYL IS Equity,Jyothy Labs Ltd,--,--,471.45
211,KEI Industries Ltd,Capital Goods,KEI,EQ,INE878B01027,KEII IS Equity,KEI Industries Ltd,--,--,4691.4502
212,KNR Constructions Ltd,Construction,KNRCON,EQ,INE634I01029,KNRC IS Equity,KNR Constructions Ltd,--,--,355.05
213,KPIT Technologies Ltd,Information Technology,KPITTECH,EQ,INE04I401011,KPITTECH IS Equity,KPIT Technologies Ltd,--,--,1693.95
214,KRBL Ltd,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026,KRB IS Equity,KRBL Ltd,--,--,316.95
215,KSB Ltd,Capital Goods,KSB,EQ,INE999A01015,KSB IS Equity,KSB Ltd,--,--,4925.7998
216,Kajaria Ceramics Ltd,Consumer Durables,KAJARIACER,EQ,INE217B01036,KJC IS Equity,Kajaria Ceramics Ltd,--,--,1476.25
217,Kalpataru Projects International Ltd,Construction,KPIL,EQ,INE220B01022,KPIL IS Equity,Kalpataru Projects International Ltd,--,--,1228.0
218,Kalyan Jewellers India Ltd,Consumer Durables,KALYANKJIL,EQ,INE303R01014,KALYANKJ IS Equity,Kalyan Jewellers India Ltd,--,--,495.3
219,Kansai Nerolac Paints Ltd,Consumer Durables,KANSAINER,EQ,INE531A01024,KNPL IS Equity,Kansai Nerolac Paints Ltd,--,--,266.95
220,Kaynes Technology India Ltd,Capital Goods,KAYNES,EQ,INE918Z01012,KAYNES IS Equity,Kaynes Technology India Ltd,--,--,4238.7998
221,Kfin Technologies Ltd,Financial Services,KFINTECH,EQ,INE138Y01010,KFINTECH IS Equity,Kfin Technologies Ltd,--,--,751.1
222,Kotak Mahindra Bank Ltd,Financial Services,KOTAKBANK,EQ,INE237A01028,KMB IS Equity,Kotak Mahindra Bank Ltd,--,--,1852.7
223,Krishna Institute of Medical Sciences Ltd,Healthcare,KIMS,EQ,INE967H01017,KIMS IS Equity,Krishna Institute of Medical Sciences Ltd,--,--,2134.7
224,L&T Finance Ltd,Financial Services,LTF,EQ,INE498L01015,LTF IS Equity,L&T Finance Ltd,--,--,189.91
225,L&T Technology Services Ltd,Information Technology,LTTS,EQ,INE010V01017,LTTS IS Equity,L&T Technology Services Ltd,--,--,5125.3999
226,LIC Housing Finance Ltd,Financial Services,LICHSGFIN,EQ,INE115A01026,LICHF IS Equity,LIC Housing Finance Ltd,--,--,795.7
227,LTIMindtree Ltd,Information Technology,LTIM,EQ,INE214T01019,LTIM IS Equity,LTIMindtree Ltd,--,--,5421.7002
228,Larsen & Toubro Ltd,Construction,LT,EQ,INE018A01030,LT IS Equity,Larsen & Toubro Ltd,--,--,3627.1499
229,Latent View Analytics Ltd,Information Technology,LATENTVIEW,BE,INE0I7C01011,LATENTVI IS Equity,Latent View Analytics Ltd,--,--,519.0
230,Laurus Labs Ltd,Healthcare,LAURUSLABS,EQ,INE947Q01028,LAURUS IS Equity,Laurus Labs Ltd,--,--,477.15
231,Laxmi Organic Industries Ltd,Chemicals,LXCHEM,EQ,INE576O01020,LXCHEM IS Equity,Laxmi Organic Industries Ltd,--,--,268.45
232,Lemon Tree Hotels Ltd,Consumer Services,LEMONTREE,EQ,INE970X01018,LEMONTRE IS Equity,Lemon Tree Hotels Ltd,--,--,148.15
233,Linde India Ltd,Chemicals,LINDEINDIA,EQ,INE473A01011,LIIL IS Equity,Linde India Ltd,--,--,9011.2002
234,Lupin Ltd,Healthcare,LUPIN,EQ,INE326A01037,LPC IS Equity,Lupin Ltd,--,--,1770.2
235,MMTC Ltd,Services,MMTC,EQ,INE123F01029,MMTC IS Equity,MMTC Ltd,--,--,85.21
236,MRF Ltd,Automobile and Auto Components,MRF,EQ,INE883A01011,MRF IS Equity,MRF Ltd,--,--,128951.0469
237,MTAR Technologies Ltd,Capital Goods,MTARTECH,EQ,INE864I01014,MTARTECH IS Equity,MTAR Technologies Ltd,--,--,2001.0
238,Macrotech Developers Ltd,Realty,LODHA,EQ,INE670K01029,LODHA IS Equity,Macrotech Developers Ltd,--,--,1533.9
239,Mahanagar Gas Ltd,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,MAHGL IS Equity,Mahanagar Gas Ltd,--,--,1699.4
240,Maharashtra Seamless Ltd,Capital Goods,MAHSEAMLES,EQ,INE271B01025,MHS IS Equity,Maharashtra Seamless Ltd,--,--,653.35
241,Mahindra & Mahindra Financial Services Ltd,Financial Services,M&MFIN,EQ,INE774D01024,MMFS IS Equity,Mahindra & Mahindra Financial Services Ltd,--,--,300.5
242,Mahindra & Mahindra Ltd,Automobile and Auto Components,M&M,EQ,INE101A01026,MM IS Equity,Mahindra & Mahindra Ltd,--,--,2880.6001
243,Mahindra Holidays & Resorts India Ltd,Consumer Services,MHRIL,EQ,INE998I01010,MHRL IS Equity,Mahindra Holidays & Resorts India Ltd,--,--,450.35
