,Open,High,Low,Close,Adj Close,Volume,Year,Outstanding_Shares
60,764.0,781.4500122070312,764.0,771.2000122070312,674.7512817382812,193461,2014,50.998
61,773.5,779.0,762.0,764.7000122070312,669.064208984375,154836,2014,50.998
62,764.7000122070312,764.7000122070312,764.7000122070312,764.7000122070312,669.064208984375,0,2014,50.998
63,758.0,788.2000122070312,743.0,748.6500244140625,655.0213623046875,478344,2014,50.998
64,745.2999877929688,764.5,745.2999877929688,755.0,660.5772094726562,386679,2014,50.998
65,761.0999755859375,773.9000244140625,743.5,747.7999877929688,654.2777099609375,276152,2014,50.998
66,752.7999877929688,799.0,742.0,790.4000244140625,691.5499877929688,1784560,2014,50.998
67,795.7000122070312,806.7000122070312,782.0,788.9000244140625,690.237548828125,722885,2014,50.998
68,809.9000244140625,845.5999755859375,808.0,817.5,715.2608032226562,924987,2014,50.998
69,821.7000122070312,831.4500122070312,810.0499877929688,816.2999877929688,714.210693359375,327039,2014,50.998
70,821.9000244140625,829.8499755859375,810.0999755859375,824.4000244140625,721.2978515625,371435,2014,50.998
71,825.9500122070312,833.9500122070312,820.0,827.5999755859375,724.09765625,271587,2014,50.998
72,830.0499877929688,838.7999877929688,825.0,830.75,726.8536376953125,290658,2014,50.998
73,829.7000122070312,841.4000244140625,826.1500244140625,836.4500122070312,731.8408203125,278778,2014,50.998
74,840.9000244140625,875.9000244140625,834.5,870.8499755859375,761.9386596679688,1115720,2014,50.998
75,874.9000244140625,884.7999877929688,862.9000244140625,871.7000122070312,762.682373046875,468021,2014,50.998
76,873.0,876.6500244140625,845.25,850.3499755859375,744.0023803710938,299487,2014,50.998
77,850.3499755859375,864.9500122070312,847.5,858.4500122070312,751.0895385742188,252780,2014,50.998
78,861.4000244140625,872.9000244140625,854.0,859.7000122070312,752.18310546875,298903,2014,50.998
79,862.2999877929688,865.0,837.5499877929688,844.4500122070312,738.8403930664062,214306,2014,50.998
80,844.0499877929688,855.0,831.0,835.9500122070312,731.4032592773438,250551,2014,50.998
81,837.2999877929688,879.7000122070312,837.2999877929688,870.9500122070312,762.026123046875,779960,2014,50.998
82,869.7999877929688,884.9500122070312,858.0,865.7000122070312,757.4327392578125,376940,2014,50.998
83,863.2000122070312,874.4500122070312,846.6500244140625,858.0,750.6956176757812,248654,2014,50.998
84,860.5,871.9000244140625,850.0999755859375,867.5,759.0076293945312,373785,2014,50.998
85,870.5499877929688,922.0,870.1500244140625,890.1500244140625,778.824951171875,2447199,2014,50.998
86,899.2999877929688,900.0,866.0999755859375,880.0499877929688,769.988037109375,588705,2014,50.998
87,881.0,884.0,852.0,861.4000244140625,753.6705322265625,353771,2014,50.998
88,870.4500122070312,877.9000244140625,856.4000244140625,864.0,755.9452514648438,486484,2014,50.998
89,868.0,883.0,858.25,878.8499755859375,768.9381713867188,413680,2014,50.998
90,885.0,885.0,865.0,867.5499877929688,759.0513916015625,216735,2014,50.998
91,870.7999877929688,879.5,860.4000244140625,871.4500122070312,762.4635620117188,363421,2014,50.998
92,863.0,875.0,862.5,865.9500122070312,757.6514892578125,256294,2014,50.998
93,864.0,901.0,864.0,891.6500244140625,780.1373291015625,1020459,2014,50.998
94,891.0,909.5,883.0999755859375,888.0,776.9437866210938,917580,2014,50.998
95,888.9000244140625,901.9000244140625,872.0,877.2999877929688,767.5819091796875,676555,2014,50.998
96,879.7000122070312,881.7000122070312,860.0499877929688,868.3499755859375,759.7512817382812,249926,2014,50.998
97,870.7999877929688,875.75,851.0,853.5999755859375,746.8460083007812,264458,2014,50.998
98,855.0999755859375,864.0,837.7999877929688,856.9000244140625,749.7333374023438,359179,2014,50.998
99,864.7999877929688,899.9500122070312,863.6500244140625,872.5,763.38232421875,1432256,2014,50.998
100,877.7999877929688,878.7999877929688,858.0,864.0499877929688,755.9890747070312,380042,2014,50.998
101,855.0,866.7000122070312,851.0999755859375,855.4500122070312,748.4646606445312,220045,2014,50.998
102,848.0,853.7000122070312,811.0,816.0,713.9483642578125,397949,2014,50.998
103,812.4000244140625,847.6500244140625,795.2999877929688,837.5999755859375,732.846923828125,507230,2014,50.998
104,858.0,858.0,834.6500244140625,837.25,732.540771484375,379952,2014,50.998
105,846.9000244140625,857.7999877929688,840.0,844.3499755859375,738.7527465820312,365850,2014,50.998
106,845.2000122070312,863.9000244140625,835.0499877929688,852.6500244140625,746.0148315429688,262264,2014,50.998
107,858.0999755859375,860.0499877929688,838.1500244140625,844.6500244140625,739.0152587890625,229132,2014,50.998
108,854.5,857.0,841.0,843.5999755859375,738.0965576171875,140898,2014,50.998
109,840.0499877929688,847.9000244140625,830.0999755859375,832.0,727.947265625,169046,2014,50.998
110,835.0,854.4000244140625,835.0,841.6500244140625,736.3904418945312,313277,2014,50.998
111,838.0,847.0,834.0999755859375,838.5499877929688,733.6781616210938,151784,2014,50.998
112,841.6500244140625,847.7999877929688,838.5999755859375,841.75,736.4779663085938,128772,2014,50.998
113,841.75,922.7999877929688,840.2999877929688,908.8499755859375,795.186279296875,1940176,2015,50.998
114,921.0,926.7999877929688,871.5,876.0499877929688,766.4883422851562,1729553,2015,50.998
115,878.7000122070312,887.7999877929688,866.0999755859375,872.1500244140625,763.0760498046875,428965,2015,50.998
116,863.0,867.25,843.0,853.2000122070312,746.4960327148438,402909,2015,50.998
117,855.0499877929688,877.0,840.0999755859375,855.0,748.0708618164062,544622,2015,50.998
118,865.0,866.0,847.3499755859375,852.6500244140625,746.0148315429688,489854,2015,50.998
119,856.0,861.4000244140625,840.0,842.5499877929688,737.1779174804688,302123,2015,50.998
120,846.0,864.7999877929688,841.2000122070312,860.2000122070312,752.6205444335938,513899,2015,50.998
121,858.2999877929688,871.5,851.9500122070312,863.1500244140625,755.20166015625,459093,2015,50.998
122,860.2000122070312,863.7000122070312,845.5999755859375,850.6500244140625,744.2649536132812,150425,2015,50.998
123,855.5499877929688,871.7000122070312,844.0,851.75,745.227294921875,349618,2015,50.998
124,848.0,857.0,846.0,849.2999877929688,743.0836791992188,217205,2015,50.998
125,849.2000122070312,864.0,849.2000122070312,859.0,751.5706176757812,232688,2015,50.998
126,862.0,891.7000122070312,855.2999877929688,873.0,763.8197631835938,963353,2015,50.998
127,877.0,879.0,861.2999877929688,867.6500244140625,759.1388549804688,294810,2015,50.998
128,870.0499877929688,881.9000244140625,863.5,868.25,759.6637573242188,311354,2015,50.998
129,872.0,885.0,851.7000122070312,870.5,761.6324462890625,536615,2015,50.998
130,877.7000122070312,882.2999877929688,864.0499877929688,867.5,759.0076293945312,230409,2015,50.998
131,868.6500244140625,873.7000122070312,852.0,855.6500244140625,748.6396484375,320669,2015,50.998
132,858.9000244140625,885.75,848.7000122070312,875.0499877929688,765.6133422851562,807455,2015,50.998
133,883.0,904.9000244140625,871.0999755859375,880.8499755859375,770.6880493164062,696668,2015,50.998
134,880.8499755859375,895.0,868.0,873.25,764.0385131835938,308233,2015,50.998
135,876.0,880.3499755859375,861.7000122070312,863.8499755859375,755.8140869140625,202231,2015,50.998
136,872.5499877929688,873.7999877929688,856.0999755859375,859.0,751.5706176757812,181424,2015,50.998
137,861.0,892.5,857.0,861.5999755859375,753.845458984375,491033,2015,50.998
138,864.5,870.0,848.0999755859375,850.4500122070312,744.0899047851562,217671,2015,50.998
139,844.5,862.5,841.1500244140625,850.2999877929688,743.9586791992188,170008,2015,50.998
140,848.0999755859375,864.0,833.75,842.2999877929688,736.9591674804688,284834,2015,50.998
141,854.0,857.75,847.0,851.9500122070312,745.4024047851562,130229,2015,50.998
142,858.7000122070312,862.0,851.0499877929688,856.5499877929688,749.4270629882812,192226,2015,50.998
143,860.2000122070312,889.2999877929688,856.0499877929688,859.9000244140625,752.358154296875,621880,2015,50.998
144,866.0,953.5,865.0999755859375,943.9500122070312,825.896484375,2730061,2015,50.998
145,955.0,1010.0,952.5999755859375,1000.9000244140625,875.7242431640625,2755306,2015,50.998
146,1005.0,1006.75,965.2000122070312,980.75,858.0941772460938,893445,2015,50.998
147,982.5,999.0,968.9500122070312,973.2999877929688,851.5758056640625,647592,2015,50.998
148,976.3499755859375,1065.0,975.5499877929688,1032.75,903.5908813476562,2532538,2015,50.998
149,1035.0,1046.949951171875,992.0999755859375,1013.7000122070312,886.92333984375,752729,2015,50.998
150,1024.0,1081.0,1012.0999755859375,1065.0999755859375,931.8949584960938,1672070,2015,50.998
151,1064.699951171875,1068.0,1030.25,1038.75,908.8403930664062,602591,2015,50.998
152,1059.0,1070.0,1033.0,1054.3499755859375,922.4894409179688,623721,2015,50.998
153,1192.300048828125,1289.9000244140625,1188.0,1223.199951171875,1070.22265625,4073023,2015,50.998
154,1231.0,1269.9000244140625,1186.25,1243.3499755859375,1087.8525390625,1811156,2015,50.998
155,1247.0,1262.699951171875,1192.0999755859375,1204.6500244140625,1053.9925537109375,836013,2015,50.998
156,1207.699951171875,1238.199951171875,1203.0,1226.0,1072.6724853515625,715191,2015,50.998
157,1215.0,1266.5999755859375,1211.0,1241.75,1086.45263671875,1009448,2015,50.998
158,1247.5,1249.949951171875,1197.4000244140625,1208.5,1057.3609619140625,446572,2015,50.998
159,1213.9000244140625,1217.449951171875,1176.0,1185.949951171875,1037.631103515625,423082,2015,50.998
160,1192.0,1208.800048828125,1182.0,1190.4000244140625,1041.524658203125,363262,2015,50.998
161,1201.0,1204.800048828125,1141.9000244140625,1153.199951171875,1008.9769287109375,379731,2015,50.998
162,1160.0999755859375,1162.300048828125,1130.5999755859375,1139.0,996.552978515625,258585,2015,50.998
163,1147.050048828125,1152.449951171875,1122.0,1137.6500244140625,995.3717041015625,303907,2015,50.998
164,1141.5,1214.0,1121.0,1186.699951171875,1038.2874755859375,1307953,2015,50.998
165,1195.0,1211.8499755859375,1161.199951171875,1169.050048828125,1022.8446655273438,555712,2015,50.998
166,1161.0,1172.699951171875,1114.199951171875,1122.699951171875,982.29150390625,340174,2015,50.998
167,1129.800048828125,1193.5,1123.1500244140625,1173.5999755859375,1026.8258056640625,712640,2015,50.998
168,1162.300048828125,1200.9000244140625,1162.300048828125,1178.800048828125,1031.37548828125,434358,2015,50.998
169,1183.0,1194.699951171875,1166.25,1171.699951171875,1025.1632080078125,323328,2015,50.998
170,1169.699951171875,1172.050048828125,1120.25,1131.8499755859375,990.2969970703125,329228,2015,50.998
171,1143.0,1149.0,1082.0999755859375,1128.699951171875,987.5410766601562,348055,2015,50.998
172,1135.449951171875,1158.0,1127.0,1135.949951171875,993.8843994140625,306795,2015,50.998
173,1142.300048828125,1158.0,1117.5,1122.449951171875,982.0726318359375,460442,2015,50.998
174,1122.0,1186.0,1121.3499755859375,1176.5,1029.363037109375,560310,2015,50.998
175,1179.0,1183.800048828125,1151.550048828125,1154.25,1009.8956298828125,381525,2015,50.998
176,1148.0,1158.0,1106.0,1124.949951171875,984.2599487304688,709825,2015,50.998
177,1138.800048828125,1168.0,1131.800048828125,1136.550048828125,994.4093017578125,413879,2015,50.998
178,1142.0,1146.699951171875,1112.5,1123.0999755859375,982.641357421875,257860,2015,50.998
179,1125.0,1168.0,1125.0,1154.9000244140625,1010.4644165039062,617206,2015,50.998
180,1153.0,1184.0,1142.25,1170.800048828125,1024.3759765625,538819,2015,50.998
181,1170.050048828125,1174.800048828125,1135.75,1142.550048828125,999.6589965820312,237932,2015,50.998
182,1147.699951171875,1148.0,1114.25,1127.25,986.2723999023438,215172,2015,50.998
183,1129.5999755859375,1143.8499755859375,1113.5,1119.0,979.05419921875,191663,2015,50.998
184,1124.949951171875,1130.1500244140625,1081.0999755859375,1087.0999755859375,951.1437377929688,272063,2015,50.998
185,1087.0999755859375,1087.0999755859375,1055.0,1058.449951171875,926.0767211914062,200785,2015,50.998
186,1062.0,1094.5999755859375,1029.050048828125,1077.9000244140625,943.09423828125,322537,2015,50.998
187,1088.300048828125,1112.5,1062.1500244140625,1068.8499755859375,935.1760864257812,310623,2015,50.998
188,1067.9000244140625,1073.4000244140625,1015.0,1023.2000122070312,895.2352905273438,241652,2015,50.998
189,1031.0,1031.0,976.5,983.0999755859375,860.150146484375,284142,2015,50.998
190,983.0999755859375,1038.0,975.0,1015.0499877929688,888.1044921875,395264,2015,50.998
191,1024.8499755859375,1053.5,1004.5,1025.9000244140625,897.5975952148438,304394,2015,50.998
192,1022.0,1052.050048828125,1012.0,1044.3499755859375,913.7401123046875,264095,2015,50.998
193,1047.0999755859375,1070.0,1045.199951171875,1062.75,929.8389282226562,164210,2015,50.998
194,1070.949951171875,1070.949951171875,995.0499877929688,1025.0999755859375,896.8975219726562,191379,2015,50.998
195,1007.2000122070312,1051.0,982.7000122070312,988.0499877929688,864.481201171875,287137,2015,50.998
196,987.0,995.0,963.0,970.5,849.1261596679688,211725,2015,50.998
197,988.8499755859375,1010.0,972.25,981.5999755859375,858.837890625,286007,2015,50.998
198,988.4500122070312,1022.9000244140625,983.0999755859375,1013.9000244140625,887.0984497070312,261901,2015,50.998
199,1012.9000244140625,1013.0,972.0,974.5,852.6258544921875,194685,2015,50.998
200,980.0,1060.0,974.5,1046.4000244140625,915.5338134765625,553189,2015,50.998
201,1052.0,1083.0,1033.0,1052.9000244140625,921.2210083007812,381397,2015,50.998
202,1060.0,1144.0,1060.0,1105.449951171875,967.1986694335938,1039834,2015,50.998
203,1106.9000244140625,1120.0,1086.0,1093.1500244140625,956.43701171875,317537,2015,50.998
204,1090.0999755859375,1117.0,1090.0999755859375,1102.050048828125,964.2239379882812,303078,2015,50.998
205,1105.199951171875,1116.550048828125,1101.0999755859375,1106.800048828125,968.3800048828125,194082,2015,50.998
206,1097.0,1144.0,1086.0,1136.25,994.1469116210938,583113,2015,50.998
207,1137.9000244140625,1137.949951171875,1102.0,1108.300048828125,969.6923828125,296086,2015,50.998
208,1108.0,1108.0,1085.1500244140625,1088.550048828125,952.412353515625,126468,2015,50.998
209,1082.0999755859375,1108.0,1076.0,1081.5999755859375,946.3314208984375,246886,2015,50.998
210,1076.8499755859375,1083.0,1066.0,1071.9000244140625,937.8447265625,191465,2015,50.998
211,1076.949951171875,1082.0,1052.949951171875,1059.5,926.9955444335938,118660,2015,50.998
212,1059.5,1117.0,1048.0,1096.5,959.3680419921875,378154,2015,50.998
213,1107.0,1118.0,1078.0,1086.75,950.8374633789062,210399,2015,50.998
214,1087.8499755859375,1090.800048828125,1041.0,1045.8499755859375,915.0526123046875,333985,2015,50.998
215,1045.0,1049.0,993.75,1024.4000244140625,896.28515625,250482,2015,50.998
216,1027.699951171875,1035.0,990.0,1006.7999877929688,880.88623046875,255721,2015,50.998
217,1000.5499877929688,1019.9000244140625,993.0,999.9500122070312,874.8929443359375,282446,2015,50.998
218,1004.9000244140625,1008.4000244140625,975.5499877929688,981.5499877929688,858.7941284179688,171666,2015,50.998
219,982.0999755859375,1003.0,972.9000244140625,985.75,862.4689331054688,353402,2015,50.998
220,986.0999755859375,1008.0,985.0,989.4000244140625,865.6624755859375,289421,2015,50.998
221,995.0,1015.2999877929688,957.5,962.9000244140625,842.4766235351562,404956,2015,50.998
222,965.7000122070312,972.9000244140625,950.0,954.9500122070312,835.5208740234375,185018,2015,50.998
223,963.2000122070312,979.0,955.5,964.2000122070312,843.614013671875,160009,2015,50.998
224,960.0,1002.0,940.0,993.75,869.46826171875,369351,2015,50.998
225,997.0,1032.75,988.8499755859375,1022.4000244140625,894.5353393554688,593780,2015,50.998
226,1027.800048828125,1053.0,1004.0,1046.25,915.402587890625,435144,2015,50.998
227,1043.5999755859375,1050.199951171875,1022.2999877929688,1037.8499755859375,908.052978515625,252676,2015,50.998
228,1036.0999755859375,1055.0,1032.25,1043.050048828125,912.602783203125,142605,2015,50.998
229,1056.0999755859375,1094.8499755859375,1052.199951171875,1066.9000244140625,933.469970703125,525608,2015,50.998
230,1079.9000244140625,1105.9000244140625,1071.0,1081.300048828125,946.069091796875,797227,2015,50.998
231,1080.699951171875,1080.9000244140625,1055.3499755859375,1065.6500244140625,932.3764038085938,173243,2015,50.998
232,1065.199951171875,1079.800048828125,1048.0,1064.8499755859375,931.67626953125,186055,2015,50.998
233,1033.1500244140625,1040.0,1015.0,1030.300048828125,901.4473266601562,196250,2015,50.998
234,1031.199951171875,1050.0,1020.4000244140625,1043.5999755859375,913.0839233398438,188268,2015,50.998
235,1052.0,1081.0,1052.0,1065.75,932.4638061523438,227144,2015,50.998
236,1069.5999755859375,1092.0,1056.0999755859375,1071.949951171875,937.8883666992188,264510,2015,50.998
237,1075.0,1078.8499755859375,1060.0,1066.449951171875,933.0762329101562,142514,2015,50.998
238,1051.0,1103.9000244140625,1041.0,1093.0,956.3056030273438,289495,2015,50.998
239,1100.0,1121.0,1080.199951171875,1092.050048828125,955.4745483398438,379167,2015,50.998
240,1082.949951171875,1089.0,1050.0999755859375,1060.800048828125,928.133056640625,189772,2015,50.998
241,1065.0,1077.25,1051.0,1054.5999755859375,922.708251953125,124932,2015,50.998
242,1074.0,1074.0,1026.0,1029.300048828125,900.5723266601562,249017,2015,50.998
243,1048.0,1064.0,1041.5,1055.25,923.2769775390625,205395,2015,50.998
244,1058.0,1069.949951171875,1055.0,1062.949951171875,930.0138549804688,123631,2015,50.998
245,1066.0,1098.0,1065.0,1083.0,947.5565185546875,269364,2015,50.998
246,1087.300048828125,1142.800048828125,1087.199951171875,1112.449951171875,973.3231201171875,1394801,2015,50.998
247,1120.800048828125,1128.800048828125,1106.0,1112.699951171875,973.5420532226562,249994,2015,50.998
248,1116.0,1117.699951171875,1090.0,1095.8499755859375,958.7993774414062,157422,2015,50.998
249,1097.9000244140625,1131.949951171875,1079.699951171875,1103.5999755859375,965.5800170898438,431593,2015,50.998
250,1114.0,1170.0,1108.0,1161.25,1016.02001953125,1030660,2015,50.998
251,1167.0,1189.0,1130.0,1137.0,994.8030395507812,514010,2015,50.998
252,1139.75,1149.4000244140625,1122.0,1126.1500244140625,985.31005859375,162544,2015,50.998
253,1123.699951171875,1131.9000244140625,1108.0,1119.550048828125,979.5355834960938,146601,2015,50.998
254,1120.0,1144.300048828125,1115.0999755859375,1123.75,983.210205078125,194556,2015,50.998
255,1125.0,1139.25,1117.0,1133.050048828125,991.3470458984375,167208,2015,50.998
256,1136.0,1144.0,1122.0,1126.8499755859375,985.92236328125,129593,2015,50.998
257,1131.0,1163.9000244140625,1131.0,1135.5,993.49072265625,283906,2015,50.998
258,1140.0,1151.949951171875,1126.5,1131.5999755859375,990.0783081054688,186038,2015,50.998
259,1136.9000244140625,1138.800048828125,1101.5,1110.5999755859375,971.7047119140625,161447,2015,50.998
260,1111.25,1161.0,1109.9000244140625,1143.800048828125,1000.752685546875,518574,2015,50.998
261,1132.0,1142.800048828125,1123.949951171875,1126.949951171875,986.0098876953125,179836,2015,50.998
262,1132.0999755859375,1134.300048828125,1115.0,1117.75,977.9605102539062,167759,2015,50.998
263,1081.0999755859375,1116.699951171875,1070.25,1092.0,955.430908203125,293435,2015,50.998
264,1095.0,1098.9000244140625,1078.0,1082.949951171875,947.5126342773438,120998,2015,50.998
265,1075.0,1082.449951171875,1032.199951171875,1041.050048828125,910.8528442382812,160895,2015,50.998
266,1053.8499755859375,1077.949951171875,1046.0,1051.4000244140625,919.9085083007812,115973,2015,50.998
267,1063.9000244140625,1084.0,1054.0,1072.75,938.5883178710938,106301,2015,50.998
268,1062.0,1090.0,1054.5,1071.199951171875,937.2322998046875,85099,2015,50.998
269,1072.300048828125,1099.9000244140625,1060.0,1091.1500244140625,954.687255859375,111527,2015,50.998
270,1083.550048828125,1125.0,1083.550048828125,1088.9000244140625,952.7186889648438,230944,2015,50.998
271,1110.0,1144.300048828125,1089.0,1097.3499755859375,960.1118774414062,319316,2015,50.998
272,1077.0,1082.4000244140625,1061.5,1070.5,936.6196899414062,164617,2015,50.998
273,1030.0,1044.0,944.9500122070312,978.8499755859375,856.4317626953125,410151,2015,50.998
274,991.0,1017.4500122070312,908.5,998.75,873.843017578125,498391,2015,50.998
275,990.0,1019.9000244140625,955.5,992.9000244140625,868.7246704101562,177948,2015,50.998
276,1011.0,1048.0,1001.75,1031.6500244140625,902.6284790039062,218956,2015,50.998
277,1044.0,1050.0,1000.0,1007.9500122070312,881.8924560546875,160825,2015,50.998
278,1003.9500122070312,1025.0,1001.0999755859375,1006.5499877929688,880.66748046875,84088,2015,50.998
279,1001.7999877929688,1007.75,956.5999755859375,975.1500244140625,853.194580078125,157631,2015,50.998
280,984.7000122070312,989.0,961.0,964.75,844.0951538085938,83092,2015,50.998
281,985.0,1007.0,985.0,995.7000122070312,871.1744995117188,148438,2015,50.998
282,990.0,990.0,935.0,944.5999755859375,826.4652099609375,228830,2015,50.998
283,946.8499755859375,964.0,910.2999877929688,919.4000244140625,804.4169311523438,218599,2015,50.998
284,921.0499877929688,958.0499877929688,913.9000244140625,950.7000122070312,831.8023681640625,157871,2015,50.998
285,970.0,971.0499877929688,949.5999755859375,953.9000244140625,834.6021728515625,116308,2015,50.998
286,945.0,960.0,931.0999755859375,956.7000122070312,837.0519409179688,152372,2015,50.998
287,964.7000122070312,970.0,944.0499877929688,951.4000244140625,832.4147338867188,116055,2015,50.998
288,955.7000122070312,962.0,945.0999755859375,955.2999877929688,835.8270874023438,64708,2015,50.998
289,958.0999755859375,975.0,948.0,949.1500244140625,830.4462280273438,185822,2015,50.998
290,960.9500122070312,968.5,942.25,963.4000244140625,851.8893432617188,150711,2015,50.998
291,974.2999877929688,989.9000244140625,948.5999755859375,952.5,842.2509155273438,176722,2015,50.998
292,950.0,962.0,943.0999755859375,947.4000244140625,837.7413940429688,73704,2015,50.998
293,949.2000122070312,957.9500122070312,935.0499877929688,939.5,830.7556762695312,80234,2015,50.998
294,935.25,944.0,919.5499877929688,922.1500244140625,815.4138793945312,138001,2015,50.998
295,925.7999877929688,948.7000122070312,925.7999877929688,938.0499877929688,829.4734497070312,179306,2015,50.998
296,954.4000244140625,981.9500122070312,946.0,951.8499755859375,841.6762084960938,600844,2015,50.998
297,949.7000122070312,976.5,946.0,961.4000244140625,850.1207885742188,467284,2015,50.998
298,968.9500122070312,974.0,934.0,937.1500244140625,828.6776733398438,278634,2015,50.998
299,947.9000244140625,947.9000244140625,921.0,923.5999755859375,816.696044921875,190194,2015,50.998
