Date,Year,Adj Close,Volume,Symbol,Outstanding_Shares
2014-05-12,2014,460.4,1326699,MCX.NS,50.998
2014-05-13,2014,455.4,551488,MCX.NS,50.998
2014-05-14,2014,455.9,523980,MCX.NS,50.998
2014-05-15,2014,453.2,632592,MCX.NS,50.998
2014-05-16,2014,446.2,364153,MCX.NS,50.998
2014-05-19,2014,437.3,685550,MCX.NS,50.998
2014-05-20,2014,430.2,675372,MCX.NS,50.998
2014-05-21,2014,426.9,584925,MCX.NS,50.998
2014-05-22,2014,511.9,6587293,MCX.NS,50.998
2014-05-23,2014,505.3,2694173,MCX.NS,50.998
2014-05-26,2014,491.1,1774260,MCX.NS,50.998
2014-05-27,2014,468.5,1159616,MCX.NS,50.998
2014-05-28,2014,471.8,1409734,MCX.NS,50.998
2014-05-29,2014,475.0,980136,MCX.NS,50.998
2014-05-30,2014,468.7,542870,MCX.NS,50.998
2014-06-02,2014,485.2,973485,MCX.NS,50.998
2014-06-03,2014,488.0,750979,MCX.NS,50.998
2014-06-04,2014,515.8,2180375,MCX.NS,50.998
2014-06-05,2014,514.3,1304997,MCX.NS,50.998
2014-06-06,2014,515.2,1719820,MCX.NS,50.998
2014-06-09,2014,502.4,777963,MCX.NS,50.998
2014-06-10,2014,502.4,524538,MCX.NS,50.998
2014-06-11,2014,491.0,793308,MCX.NS,50.998
2014-06-12,2014,505.4,1118265,MCX.NS,50.998
2014-06-13,2014,493.7,905993,MCX.NS,50.998
2014-06-16,2014,523.3,1852469,MCX.NS,50.998
2014-06-17,2014,534.0,3482485,MCX.NS,50.998
2014-06-18,2014,536.5,3074533,MCX.NS,50.998
2014-06-19,2014,530.1,914378,MCX.NS,50.998
2014-06-20,2014,538.4,1118785,MCX.NS,50.998
2014-06-23,2014,528.7,599651,MCX.NS,50.998
2014-06-24,2014,513.0,833197,MCX.NS,50.998
2014-06-25,2014,523.6,1109474,MCX.NS,50.998
2014-06-26,2014,535.1,1503353,MCX.NS,50.998
2014-06-27,2014,530.0,532948,MCX.NS,50.998
2014-06-30,2014,535.6,442306,MCX.NS,50.998
2014-07-01,2014,544.0,937110,MCX.NS,50.998
2014-07-02,2014,583.7,2970190,MCX.NS,50.998
2014-07-03,2014,587.8,2200614,MCX.NS,50.998
2014-07-04,2014,583.3,1811225,MCX.NS,50.998
