,Code,Company,SecurityID,MarketCapFull,MarketCapFreeFloat,Industry
971,515085,RESTILE CERAMICS LTD.,RESTILE,43.54 Cr.,12.19 Cr.,Consumer Durables
972,515093,MADHAV MARBLES & GRANITES LTD.,MADHAV,37.58 Cr.,20.67 Cr.,Consumer Durables
973,515127,Ramasigns Industries Ltd,RAMASIGNS,6.99 Cr.,3.92 Cr.,Services
974,515145,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.,HINDNATGLS,187.44 Cr.,54.36 Cr.,Capital Goods
975,515147,Haldyn Glass Ltd,HALDYNGL,847.66 Cr.,347.54 Cr.,Capital Goods
976,516003,Duroply Industries Ltd,DUROPLY,260.44 Cr.,98.97 Cr.,Consumer Durables
977,516016,SHREYANS INDUSTRIES LTD.,SHREYANIND,345.56 Cr.,158.96 Cr.,Forest Materials
978,516020,AGIO PAPER & INDUSTRIES LTD.,AGIOPAPER,10.14 Cr.,3.65 Cr.,Forest Materials
979,516022,STAR PAPER MILLS LTD.,STARPAPER,383.11 Cr.,210.71 Cr.,Forest Materials
980,516030,Pakka Ltd,PAKKA,"1,077.71 Cr.",560.41 Cr.,Forest Materials
981,516032,Tahmar Enterprises Ltd,TAHMARENT,22.80 Cr.,5.93 Cr.,Fast Moving Consumer Goods
982,516038,SOMA PAPERS & INDUSTRIES LTD.,SOMAPPR,13.08 Cr.,6.54 Cr.,Forest Materials
983,516062,NATIONAL PLYWOOD INDUSTRIES LTD.,NATPLY,10.23 Cr.,6.14 Cr.,Forest Materials
984,516064,Arrow Greentech Ltd,ARROWGREEN,669.00 Cr.,200.70 Cr.,Capital Goods
985,516072,VISHNU CHEMICALS LTD.,VISHNU,"2,034.29 Cr.",630.63 Cr.,Chemicals
986,516078,JUMBO BAG LTD.,JUMBO,38.81 Cr.,20.57 Cr.,Capital Goods
987,516082,N.R.AGARWAL INDUSTRIES LTD.,NRAIL,824.06 Cr.,206.02 Cr.,Forest Materials
988,516092,3P Land Holdings Ltd,3PLAND,53.30 Cr.,13.32 Cr.,Financial Services
989,516096,SANGAL PAPERS LTD.,SANPA,26.27 Cr.,16.02 Cr.,Forest Materials
990,516098,VENTURA TEXTILES LTD.,VENTURA,26.34 Cr.,11.33 Cr.,Textiles
991,516106,SHREE KARTHIK PAPERS LTD.,SHKARTP,21.86 Cr.,5.47 Cr.,Forest Materials
992,516108,SOUTH INDIA PAPER MILLS LTD.,STHINPA,144.38 Cr.,66.41 Cr.,Forest Materials
993,516110,Family Care Hospitals Ltd,FAMILYCARE,42.67 Cr.,34.56 Cr.,Healthcare
994,517015,VINDHYA TELELINKS LTD.,VINDHYATEL,"3,114.64 Cr.","1,432.74 Cr.",Telecommunication
995,517035,RIR Power Electronics Ltd,RIR,"1,531.22 Cr.",444.05 Cr.,Capital Goods
996,517041,ADOR WELDING LTD.,ADORWELD,"1,988.10 Cr.",815.12 Cr.,Capital Goods
997,517044,INTERNATIONAL DATA MANAGEMENT LTD.,IDM,6.90 Cr.,5.18 Cr.,Services
998,517059,SALZER ELECTRONICS LTD.,SALZERELEC,"1,452.76 Cr.",886.18 Cr.,Capital Goods
999,517063,JETKING INFOTRAIN LTD.,JETKINGQ,32.85 Cr.,15.11 Cr.,Consumer Services
1000,517096,APLAB LTD.,APLAB,116.74 Cr.,43.20 Cr.,Capital Goods
1001,517119,PCS TECHNOLOGY LTD.,PCS,59.46 Cr.,17.84 Cr.,Information Technology
1002,517146,USHA MARTIN LTD.,USHAMART,"11,216.02 Cr.","5,944.49 Cr.",Capital Goods
1003,517166,SPEL SEMICONDUCTOR LTD.,SPELS,685.31 Cr.,280.98 Cr.,Capital Goods
1004,517168,SUBROS LTD.,SUBROS,"4,137.25 Cr.","1,199.80 Cr.",Automobile and Auto Components
1005,517170,Edvenswa Enterprises Ltd,EDVENSWA,125.58 Cr.,50.23 Cr.,Information Technology
1006,517174,HONEYWELL AUTOMATION INDIA LTD.,HONAUT,"39,898.35 Cr.","9,974.59 Cr.",Capital Goods
1007,517201,SWITCHING TECHNOLOGIES GUNTHER LTD.,SWITCHTE,22.82 Cr.,8.90 Cr.,Capital Goods
1008,517206,LUMAX INDUSTRIES LTD.,LUMAXIND,"2,346.05 Cr.",563.05 Cr.,Automobile and Auto Components
1009,517214,Digispice Technologies Ltd,DIGISPICE,686.45 Cr.,61.78 Cr.,Information Technology
1010,517230,PAE LTD.,PAEL,5.03 Cr.,2.26 Cr.,Automobile and Auto Components
1011,517236,CALCOM VISION LTD.,CALCOM,200.84 Cr.,64.27 Cr.,Consumer Durables
1012,517238,DYNAVISION LTD.,DYNAVSN,134.02 Cr.,60.31 Cr.,Services
1013,517246,BCC FUBA INDIA LTD.,BCCFUBA,110.42 Cr.,73.98 Cr.,Information Technology
1014,517258,PRECISION ELECTRONICS LTD.,PRECISIO,225.25 Cr.,110.37 Cr.,Capital Goods
1015,517264,FINE-LINE CIRCUITS LTD.,FINELINE,47.39 Cr.,27.01 Cr.,Information Technology
1016,517271,HBL POWER SYSTEMS LTD.,HBLPOWER,"14,378.10 Cr.","5,895.02 Cr.",Automobile and Auto Components
1017,517273,S&S POWER SWITCHGEAR LTD.,S&SPOWER,208.97 Cr.,104.49 Cr.,Capital Goods
1018,517288,Gujarat Poly Electronics Ltd,GUJARATPOLY,70.13 Cr.,31.56 Cr.,Capital Goods
1019,517300,GUJARAT INDUSTRIES POWER CO.LTD.,GIPCL,"2,871.50 Cr.","1,062.46 Cr.",Power
1020,517320,SAVANT INFOCOMM LTD.,SAVINFOCO,2.09 Cr.,1.09 Cr.,Capital Goods
1021,517330,CMI LTD.,CMICABLES,8.09 Cr.,8.09 Cr.,Capital Goods
1022,517334,Samvardhana Motherson International Ltd,MOTHERSON,"88,870.97 Cr.","31,104.84 Cr.",Automobile and Auto Components
1023,517344,MINDTECK (INDIA) LTD.,MINDTECK,758.78 Cr.,250.40 Cr.,Information Technology
1024,517354,HAVELLS INDIA LTD.,HAVELLS,"1,02,735.28 Cr.","41,094.11 Cr.",Consumer Durables
1025,517356,ACI INFOCOM LTD.,ACIIN,27.07 Cr.,20.84 Cr.,Information Technology
1026,517360,SBEC SYSTEMS (INDIA) LTD.,SBECSYS,26.12 Cr.,12.80 Cr.,Services
1027,517370,INCAP LTD.,INCAP,37.18 Cr.,11.53 Cr.,Capital Goods
1028,517372,GUJARAT INTRUX LTD.,GUJINTRX,112.94 Cr.,42.92 Cr.,Capital Goods
1029,517380,IGARASHI MOTORS INDIA LTD.,IGARASHI,"1,707.84 Cr.",426.96 Cr.,Automobile and Auto Components
1030,517385,Symphony Limited,SYMPHONY,"6,423.69 Cr.","1,541.69 Cr.",Consumer Durables
1031,517393,VINTRON INFORMATICS LTD.,VINTRON,223.31 Cr.,58.06 Cr.,Information Technology
1032,517397,PAN ELECTRONICS INDIA LTD.,PANELEC,29.76 Cr.,8.63 Cr.,Capital Goods
1033,517399,VXL INSTRUMENTS LTD.,VXLINSTR,5.94 Cr.,5.65 Cr.,Consumer Durables
1034,517411,SHYAM TELECOM LTD.,SHYAMTEL,19.23 Cr.,6.54 Cr.,Services
1035,517415,LEE & NEE SOFTWARES (EXPORTS) LTD.,LEENEE,60.12 Cr.,18.64 Cr.,Information Technology
1036,517417,PATELS AIRTEMP (INDIA) LTD.,PATELSAI,313.72 Cr.,166.27 Cr.,Capital Goods
1037,517421,Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,"1,501.44 Cr.",345.33 Cr.,Consumer Durables
1038,517423,INTEGRA SWITCHGEAR LTD.,INTEGSW,41.91 Cr.,18.44 Cr.,Capital Goods
1039,517429,Athena Global Technologies Ltd,ATHENAGLO,122.63 Cr.,40.47 Cr.,Information Technology
1040,517431,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,NARMP,6.37 Cr.,3.44 Cr.,Capital Goods
1041,517437,DUTRON POLYMERS LTD.,DUTRON,94.20 Cr.,23.55 Cr.,Capital Goods
1042,517447,R.S.SOFTWARE INDIA LTD.,RSSOFTWARE,708.01 Cr.,410.64 Cr.,Information Technology
1043,517449,MAGNA ELECTRO CASTINGS LTD.,MAGNAELQ,200.94 Cr.,88.41 Cr.,Capital Goods
1044,517467,MARSONS LIMITED,MARSONS,676.48 Cr.,148.83 Cr.,Capital Goods
1045,517477,ELNET TECHNOLOGIES LTD.,ELNET,138.98 Cr.,61.15 Cr.,Information Technology
1046,517494,Accel Ltd,ACCEL,175.54 Cr.,49.15 Cr.,Information Technology
1047,517498,WEBSOL ENERGY SYSTEM LTD.,WEBELSOLAR,"2,852.09 Cr.","2,053.51 Cr.",Capital Goods
1048,517500,ROTO PUMPS LTD.,ROTO,"1,313.78 Cr.",407.27 Cr.,Capital Goods
1049,517506,TTK PRESTIGE LTD.,TTKPRESTIG,"9,649.62 Cr.","2,798.39 Cr.",Consumer Durables
1050,517514,D&H India Ltd,DHINDIA,104.54 Cr.,46.00 Cr.,Capital Goods
1051,517522,RAJRATAN GLOBAL WIRE LTD.,RAJRATAN,"3,193.24 Cr.","1,085.70 Cr.",Automobile and Auto Components
1052,517530,Surana Telecom And Power Limited,SURANAT&P,209.75 Cr.,48.24 Cr.,Power
1053,517536,ONWARD TECHNOLOGIES LTD.,ONWARDTEC,"1,058.87 Cr.",465.90 Cr.,Information Technology
1054,517544,CENTUM ELECTRONICS LTD.,CENTUM,"2,650.96 Cr.","1,060.38 Cr.",Capital Goods
1055,517546,ALFA TRANSFORMERS LTD.,ALFATRAN,111.06 Cr.,58.86 Cr.,Capital Goods
1056,517548,STARLITE COMPONENTS LTD.,STARLITE,3.92 Cr.,1.88 Cr.,Services
1057,517554,NHC FOODS LTD.,NHCFOODS,47.93 Cr.,28.28 Cr.,Fast Moving Consumer Goods
1058,517556,PVP VENTURES LTD.,PVP,836.16 Cr.,326.10 Cr.,Realty
1059,517562,TRIGYN TECHNOLOGIES LTD.,TRIGYN,367.52 Cr.,202.14 Cr.,Information Technology
1060,517569,KEI INDUSTRIES LTD.,KEI,"35,177.47 Cr.","21,810.03 Cr.",Capital Goods
1061,518011,KEERTHI INDUSTRIES LTD.,KEERTHI,96.52 Cr.,24.13 Cr.,Construction Materials
1062,518017,Bheema Cements Ltd.,BHEEMACEM,80.91 Cr.,27.51 Cr.,Construction Materials
1063,518075,SURAJ PRODUCTS LTD.,SURAJ,763.29 Cr.,198.45 Cr.,Capital Goods
1064,518091,ANJANI PORTLAND CEMENT LTD.,APCL,547.69 Cr.,125.97 Cr.,Construction Materials
1065,519003,Modi Naturals Limited,MODINATUR,274.52 Cr.,85.10 Cr.,Fast Moving Consumer Goods
1066,519031,SHAH FOODS LTD.,SHAHFOOD,15.24 Cr.,15.08 Cr.,Fast Moving Consumer Goods
1067,519064,KHANDELWAL EXTRACTION LTD.,ZKHANDEN,6.12 Cr.,3.74 Cr.,Fast Moving Consumer Goods
1068,519091,TASTY BITE EATABLES LTD.,TASTYBITE,"3,021.99 Cr.",725.28 Cr.,Fast Moving Consumer Goods
1069,519097,RITESH INTERNATIONAL LTD.,RITESHIN,23.98 Cr.,13.67 Cr.,Chemicals
1070,519105,AVT NATURAL PRODUCTS LTD.,AVTNPL,"1,333.55 Cr.",306.72 Cr.,Fast Moving Consumer Goods
1071,519126,HINDUSTAN FOODS LTD.,HNDFDS,"5,753.87 Cr.","1,438.47 Cr.",Fast Moving Consumer Goods
1072,519136,NAHAR INDUSTRIAL ENTERPRISES LTD.,NAHARINDUS,562.54 Cr.,135.01 Cr.,Textiles
1073,519152,VADILAL ENTERPRISES LTD.,VADILENT,334.29 Cr.,157.12 Cr.,Fast Moving Consumer Goods
1074,519156,VADILAL INDUSTRIES LTD.,VADILALIND,"3,220.29 Cr.","1,094.90 Cr.",Fast Moving Consumer Goods
1075,519174,ASHIANA AGRO INDUSTRIES LTD.,ASHAI,4.58 Cr.,3.39 Cr.,Fast Moving Consumer Goods
1076,519183,ADF FOODS LTD.,ADFFOODS,"2,436.23 Cr.",852.68 Cr.,Fast Moving Consumer Goods
1077,519191,Retro Green Revolution Ltd,RGRL,8.22 Cr.,8.22 Cr.,Fast Moving Consumer Goods
1078,519216,AJANTA SOYA LTD.,AJANTSOY,237.67 Cr.,125.96 Cr.,Fast Moving Consumer Goods
1079,519224,WILLIAMSON MAGOR & COMPANY LTD.,WILLAMAGOR,38.58 Cr.,14.66 Cr.,Financial Services
1080,519230,Richirich Inventures Limited,RICHIRICH,8.37 Cr.,3.43 Cr.,Services
1081,519234,Superior Industrial Enterprises Limited,SIEL,65.44 Cr.,34.68 Cr.,Fast Moving Consumer Goods
1082,519238,SAPTARISHI AGRO INDUSTRIES LTD.,SPTRSHI,75.02 Cr.,18.75 Cr.,Fast Moving Consumer Goods
1083,519242,SARDA PROTEINS LTD.,SRDAPRT,7.43 Cr.,5.35 Cr.,Fast Moving Consumer Goods
1084,519260,Sanwaria Consumer Ltd,SANWARIA,36.07 Cr.,30.66 Cr.,Fast Moving Consumer Goods
1085,519262,PRIMA AGRO LTD.,PRIMAGR,13.82 Cr.,8.29 Cr.,Fast Moving Consumer Goods
1086,519285,TARAI FOODS LTD.,TARAI,17.55 Cr.,7.72 Cr.,Fast Moving Consumer Goods
1087,519287,MODERN DAIRIES LTD.,MODAIRY,80.76 Cr.,43.61 Cr.,Fast Moving Consumer Goods
1088,519295,BAMBINO AGRO INDUSTRIES LTD.,BAMBINO,288.28 Cr.,57.66 Cr.,Fast Moving Consumer Goods
1089,519299,PRIME INDUSTRIES LTD.,PRIMIND,352.98 Cr.,180.02 Cr.,Fast Moving Consumer Goods
1090,519307,VIKAS WSP LTD.,VIKASWSP,27.39 Cr.,23.29 Cr.,Fast Moving Consumer Goods
1091,519331,VSF PROJECTS LTD.,VSFPROJ,49.33 Cr.,28.12 Cr.,Construction
1092,519353,BANSISONS TEA INDUSTRIES LTD.,BANSTEA,2.53 Cr.,1.95 Cr.,Fast Moving Consumer Goods
1093,519359,POONA DAL & OIL INDUSTRIES LTD.,POONADAL,36.70 Cr.,10.28 Cr.,Fast Moving Consumer Goods
1094,519367,TRANSGLOBE FOODS LTD.,TRANSFD,1.88 Cr.,1.66 Cr.,Fast Moving Consumer Goods
1095,519383,ANIK INDUSTRIES LTD.,ANIKINDS,151.89 Cr.,91.14 Cr.,Services
1096,519397,SHARAT INDUSTRIES LTD.,SHINDL,108.83 Cr.,57.68 Cr.,Fast Moving Consumer Goods
1097,519415,KMG MILK FOOD LTD.,KMGMILK,17.52 Cr.,6.31 Cr.,Fast Moving Consumer Goods
1098,519421,KSE LTD.,KSE,657.22 Cr.,479.77 Cr.,Fast Moving Consumer Goods
1099,519455,NARBADA GEMS AND JEWELLERY LTD.,NARBADA,149.16 Cr.,37.29 Cr.,Consumer Durables
1100,519457,VIRAT CRANE INDUSTRIES LTD.,VIRATCRA,135.82 Cr.,28.52 Cr.,Fast Moving Consumer Goods
1101,519463,Ib Infotech Enterprises Ltd.,IBINFO,17.01 Cr.,6.13 Cr.,Fast Moving Consumer Goods
1102,519471,Ambar Protein Industries Ltd,AMBARPIL,91.91 Cr.,27.57 Cr.,Fast Moving Consumer Goods
1103,519475,CHORDIA FOOD PRODUCTS LTD.,CHORDIA,35.11 Cr.,9.83 Cr.,Fast Moving Consumer Goods
1104,519477,CIAN Agro Industries & Infrastructure Ltd,CIANAGRO,111.02 Cr.,35.53 Cr.,Fast Moving Consumer Goods
1105,519483,TAI INDUSTRIES LTD.,TAIIND,27.60 Cr.,19.60 Cr.,Services
1106,519494,N.K.INDUSTRIES LTD.,NKIND,31.30 Cr.,8.45 Cr.,Fast Moving Consumer Goods
1107,519500,Bkv Industries Ltd.,BKV,23.84 Cr.,7.15 Cr.,Fast Moving Consumer Goods
1108,519532,ASIAN TEA & EXPORTS LTD.,ASIANTNE,27.68 Cr.,9.13 Cr.,Services
1109,519552,Heritage Foods Limited,HERITGFOOD,"3,093.35 Cr.","1,422.94 Cr.",Fast Moving Consumer Goods
1110,519566,SIMRAN FARMS LTD.,SIMRAN,50.47 Cr.,24.22 Cr.,Fast Moving Consumer Goods
1111,519600,CCL PRODUCTS (INDIA) LTD.,CCL,"7,757.97 Cr.","4,189.30 Cr.",Fast Moving Consumer Goods
1112,519602,Kellton Tech Solutions Ltd.,KELLTONTEC,982.59 Cr.,461.82 Cr.,Information Technology
1113,519604,SURYO FOODS & INDUSTRIES LTD.,SURFI,7.15 Cr.,3.43 Cr.,Fast Moving Consumer Goods
1114,519606,INTEGRATED PROTEINS LTD.,INTEGFD,5.17 Cr.,2.74 Cr.,Fast Moving Consumer Goods
1115,519612,MAHAAN FOODS LTD.,MAHAANF,15.20 Cr.,6.99 Cr.,Fast Moving Consumer Goods
1116,520008,RICO AUTO INDUSTRIES LTD.,RICOAUTO,"1,858.82 Cr.",910.82 Cr.,Automobile and Auto Components
1117,520021,OMAX AUTOS LTD.,OMAXAUTO,261.58 Cr.,115.09 Cr.,Automobile and Auto Components
1118,520043,MUNJAL SHOWA LTD.,MUNJALSHOW,652.52 Cr.,228.38 Cr.,Automobile and Auto Components
1119,520051,JAMNA AUTO INDUSTRIES LTD.,JAMNAAUTO,"5,281.98 Cr.","2,588.17 Cr.",Automobile and Auto Components
1120,520056,TVS Holdings Ltd,TVSHLTD,"17,038.65 Cr.","4,259.66 Cr.",Automobile and Auto Components
1121,520057,Jtekt India Ltd,JTEKTINDIA,"4,551.29 Cr.","1,092.31 Cr.",Automobile and Auto Components
1122,520059,MUNJAL AUTO INDUSTRIES LTD.,MUNJALAU,841.40 Cr.,201.94 Cr.,Automobile and Auto Components
1123,520066,JAY BHARAT MARUTI LTD.,JAYBARMARU,"1,302.79 Cr.",521.12 Cr.,Automobile and Auto Components
1124,520073,RACL Geartech Ltd,RACLGEAR,"1,415.46 Cr.",665.27 Cr.,Automobile and Auto Components
1125,520075,SAMKRG PISTONS & RINGS LTD.,SAMKRG,166.21 Cr.,54.85 Cr.,Automobile and Auto Components
1126,520081,EAST COAST STEEL LTD.,ECSTSTL,15.79 Cr.,12.79 Cr.,Capital Goods
1127,520086,SICAL LOGISTICS LTD.,SICALLOG,"1,339.24 Cr.",66.96 Cr.,Services
1128,520111,RATNAMANI METALS & TUBES LTD.,RATNAMANI,"21,119.07 Cr.","7,814.06 Cr.",Capital Goods
1129,520113,VESUVIUS INDIA LTD.,VESUVIUS,"8,735.74 Cr.","3,843.72 Cr.",Capital Goods
1130,520119,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,ASAL,"1,301.20 Cr.",325.30 Cr.,Automobile and Auto Components
1131,520121,ARCEE INDUSTRIES LTD.,ARCEEIN,3.42 Cr.,2.57 Cr.,Capital Goods
1132,520123,ABC INDIA LTD.,ABCINDQ,63.49 Cr.,22.22 Cr.,Services
1133,520127,BALURGHAT TECHNOLOGIES LTD.,BALTE,64.85 Cr.,42.80 Cr.,Services
1134,520141,SIBAR AUTO PARTS LTD.,SIBARAUT,19.98 Cr.,10.39 Cr.,Automobile and Auto Components
1135,520151,SHREYAS SHIPPING & LOGISTICS LTD.,SHREYAS,664.00 Cr.,185.92 Cr.,Services
1136,520155,Starlog Enterprises Ltd,STARLOG,51.46 Cr.,18.01 Cr.,Services
1137,521005,Titan Intech Ltd,TITANIN,108.10 Cr.,59.46 Cr.,Information Technology
1138,521014,EUROTEX INDUSTRIES & EXPORTS LTD.,EUROTEXIND,12.03 Cr.,3.25 Cr.,Textiles
1139,521016,INDO COUNT INDUSTRIES LTD.,ICIL,"7,862.76 Cr.","3,145.10 Cr.",Textiles
1140,521018,MARAL OVERSEAS LTD.,MARALOVER,312.60 Cr.,78.15 Cr.,Textiles
1141,521034,SOMA TEXTILES & INDUSTRIES LTD.,SOMATEX,125.29 Cr.,33.83 Cr.,Textiles
1142,521036,SOURCE INDUSTRIES (INDIA) LTD.,SOURCEIND,3.61 Cr.,3.07 Cr.,Textiles
1143,521048,ADVANCE LIFESTYLES LTD.,ADVLIFE,26.97 Cr.,6.74 Cr.,Textiles
1144,521054,KAKATIYA TEXTILES LTD.,KAKTEX,11.62 Cr.,5.69 Cr.,Textiles
1145,521062,Perfect-Octave Media Projects Ltd,OCTAVE,9.06 Cr.,5.98 Cr.,"Media, Entertainment & Publication"
1146,521064,TRIDENT LTD.,TRIDENT,"20,281.90 Cr.","4,867.66 Cr.",Textiles
1147,521068,HISAR SPINNING MILLS LTD.,HISARSP,18.68 Cr.,9.34 Cr.,Textiles
1148,521070,ALOK INDUSTRIES LTD.,ALOKINDS,"13,674.27 Cr.","3,418.57 Cr.",Textiles
1149,521080,PASARI SPINNING MILLS LTD.,PASARI,11.34 Cr.,5.22 Cr.,Textiles
1150,521097,AMARJOTHI SPINNING MILLS LTD.,AMARJOTHI,124.27 Cr.,45.98 Cr.,Textiles
1151,521105,OLYMPIA INDUSTRIES LTD.,OLYMPTX,37.26 Cr.,10.43 Cr.,Consumer Services
1152,521109,NAGREEKA EXPORTS LTD.,NAGREEKEXP,106.22 Cr.,46.74 Cr.,Textiles
1153,521113,SUDITI INDUSTRIES LTD.,SUDTIND-B,43.82 Cr.,11.39 Cr.,Textiles
1154,521131,Shree Bhavya Fabrics Ltd,SBFL,24.17 Cr.,12.81 Cr.,Textiles
1155,521133,GEM SPINNERS INDIA LTD.,GEMSPIN,20.25 Cr.,5.47 Cr.,Textiles
1156,521137,EUREKA INDUSTRIES LTD.,EUREKAI,3.23 Cr.,2.78 Cr.,Textiles
1157,521141,ADITYA SPINNERS LTD.,ADITYASP,40.19 Cr.,13.67 Cr.,Textiles
1158,521149,PRIME URBAN DEVELOPMENT INDIA LTD.,PRIMEURB,27.18 Cr.,7.07 Cr.,Realty
1159,521151,DHANLAXMI FABRICS LTD.,DHANFAB,58.20 Cr.,14.55 Cr.,Textiles
1160,521161,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.,SLSTLQ,13.66 Cr.,5.47 Cr.,Textiles
1161,521163,ZODIAC CLOTHING CO.LTD.,ZODIACLOTH,306.99 Cr.,85.96 Cr.,Textiles
1162,521176,GANGOTRI TEXTILES LTD.,GANGOTRI,3.42 Cr.,2.57 Cr.,Textiles
1163,521178,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.,SRMCL,36.32 Cr.,13.08 Cr.,Textiles
1164,521180,SUPER SPINNING MILLS LTD.,SUPERSPIN,39.05 Cr.,22.26 Cr.,Textiles
1165,521188,UNITED TEXTILES LTD.,UNITEDTE,5.45 Cr.,3.54 Cr.,Textiles
1166,521194,SIL INVESTMENTS LTD.,SILINV,544.68 Cr.,190.64 Cr.,Financial Services
1167,521200,SURYALAKSHMI COTTON MILLS LTD.,SURYALAXMI,137.11 Cr.,53.47 Cr.,Textiles
1168,521206,SAMTEX FASHIONS LTD.,SAMTEX,16.24 Cr.,8.28 Cr.,Textiles
1169,521210,CITYMAN LTD.,CITYMAN,29.49 Cr.,8.26 Cr.,Consumer Durables
1170,521216,DHANALAXMI ROTO SPINNERS LTD.,DHANROTO,63.30 Cr.,24.69 Cr.,Textiles
1171,521220,DAMODAR INDUSTRIES LTD.,DAMODARIND,120.09 Cr.,33.62 Cr.,Textiles
1172,521222,SANBLUE CORPORATION LTD.,SANBLUE,20.85 Cr.,6.88 Cr.,Textiles
1173,521226,UNIROYAL INDUSTRIES LTD.,UNIROYAL,19.08 Cr.,8.78 Cr.,Textiles
1174,521228,TATIA GLOBAL VENNTURE LTD.,TATIAGLOB,59.28 Cr.,34.98 Cr.,Realty
1175,521232,SUNIL INDUSTRIES LTD.,SUNILTX,23.14 Cr.,9.49 Cr.,Services
1176,521234,SRI NACHAMMAI COTTON MILLS LTD.,SRINACHA,14.62 Cr.,6.43 Cr.,Textiles
1177,521238,KKRRAFTON Developers Ltd,KDL,9.08 Cr.,9.08 Cr.,Information Technology
1178,521240,SAMBANDAM SPINNING MILLS LTD.,SAMBANDAM,64.61 Cr.,31.66 Cr.,Textiles
1179,521242,KANDAGIRI SPINNING MILLS LTD.,KANDAGIRI,8.89 Cr.,3.02 Cr.,Textiles
1180,521244,Chitradurga Spintex Ltd.,MKPMOB,81.54 Cr.,26.09 Cr.,Textiles
1181,521246,PARAS PETROFILS LTD.,PARASPETRO,130.68 Cr.,78.41 Cr.,Financial Services
1182,521248,KITEX GARMENTS LTD.,KITEX,"1,361.92 Cr.",572.01 Cr.,Textiles
1183,522001,CRANEX LTD.,CRANEX,67.44 Cr.,38.44 Cr.,Capital Goods
1184,522004,BATLIBOI LTD.,BATLIBOI,446.87 Cr.,116.19 Cr.,Capital Goods
1185,522005,AUSTIN ENGINEERING CO.LTD.,AUSTENG,71.76 Cr.,44.49 Cr.,Capital Goods
1186,522014,UNITED DRILLING TOOLS LTD.,UNIDT,555.09 Cr.,138.77 Cr.,Capital Goods
1187,522017,FLUIDOMAT LTD.,FLUIDOM,308.01 Cr.,132.44 Cr.,Capital Goods
1188,522027,EMA INDIA LTD.,EMAINDIA,3.58 Cr.,1.82 Cr.,Capital Goods
1189,522029,WINDSOR MACHINES LTD.,WINDMACHIN,578.87 Cr.,237.34 Cr.,Capital Goods
1190,522034,SHANTHI GEARS LTD.,SHANTIGEAR,"4,339.43 Cr.","1,258.44 Cr.",Capital Goods
1191,522036,MIVEN MACHINE TOOLS LTD.,MIVENMACH,33.46 Cr.,8.37 Cr.,Capital Goods
1192,522064,Honda India Power Products Ltd,HONDAPOWER,"2,506.00 Cr.",826.98 Cr.,Capital Goods
1193,522073,The Hi-Tech Gears Ltd,HITECHGEAR,"2,132.36 Cr.",938.24 Cr.,Automobile and Auto Components
1194,522074,ELGI EQUIPMENTS LTD.,ELGIEQUIP,"20,613.35 Cr.","14,017.08 Cr.",Capital Goods
1195,522091,United Van Der Horst Ltd.,UVDRHOR,163.91 Cr.,39.34 Cr.,Capital Goods
1196,522101,KILBURN ENGINEERING LTD.,KLBRENG-B,"1,464.12 Cr.",614.93 Cr.,Capital Goods
1197,522105,BIRLA PRECISION TECHNOLOGIES LTD.,BIRLAPREC,433.14 Cr.,173.26 Cr.,Capital Goods
1198,522108,YUKEN INDIA LTD.,YUKEN,"1,657.18 Cr.",712.59 Cr.,Capital Goods
1199,522113,TIMKEN INDIA LTD.,TIMKEN,"24,051.19 Cr.","9,860.99 Cr.",Capital Goods
1200,522122,VOITH PAPER FABRICS INDIA LTD.,VOITHPAPR,885.72 Cr.,221.43 Cr.,Textiles
1201,522134,ARTSON ENGINEERING LTD.,ARTSONEN,671.94 Cr.,167.99 Cr.,Capital Goods
1202,522152,SOLITAIRE MACHINE TOOLS LTD.,SOLIMAC,40.68 Cr.,20.34 Cr.,Capital Goods
1203,522163,Diamond Power Infrastructure Limited,DIACABS,"3,707.50 Cr.","3,262.60 Cr.",Capital Goods
1204,522165,INDSIL HYDRO POWER AND MANGANESE LTD.,INDSILHYD,138.48 Cr.,49.85 Cr.,Metals & Mining
1205,522183,ITL INDUSTRIES LTD.,ITL,140.96 Cr.,71.89 Cr.,Capital Goods
1206,522195,FRONTIER SPRINGS LTD.,FRONTSP,491.64 Cr.,206.49 Cr.,Automobile and Auto Components
1207,522205,PRAJ INDUSTRIES LTD.,PRAJIND,"9,611.59 Cr.","6,439.76 Cr.",Capital Goods
1208,522207,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.,RASANDIK,55.29 Cr.,25.99 Cr.,Automobile and Auto Components
1209,522209,YOGI SUNG-WON (INDIA) LTD.,YOGISUNG,10.87 Cr.,6.08 Cr.,Financial Services
1210,522215,HLE Glascoat Ltd,HLEGLAS,"3,086.97 Cr.",987.83 Cr.,Capital Goods
1211,522217,GUJARAT APOLLO INDUSTRIES LTD.,GUJAPOLLO,332.17 Cr.,149.48 Cr.,Capital Goods
