,Code,Company,SecurityID,MarketCapFull,MarketCapFreeFloat,Industry
1711,530429,ASHISH POLYPLAST LTD.,ASHISHPO,11.78 Cr.,4.48 Cr.,Capital Goods
1712,530431,ADOR FONTECH LTD.,ADORFO,493.68 Cr.,286.33 Cr.,Capital Goods
1713,530433,SHIVA GLOBAL AGRO INDUSTRIES LTD.,SHIVAAGRO,43.03 Cr.,16.78 Cr.,Chemicals
1714,530439,SIDDHA VENTURES LTD.,SIDDHA,9.50 Cr.,8.93 Cr.,Financial Services
1715,530443,KIRAN SYNTEX LTD.,KIRANSY-B,3.44 Cr.,1.93 Cr.,Textiles
1716,530445,Sumeru Industries Ltd.,SUMERUIND,13.68 Cr.,6.02 Cr.,Services
1717,530449,RUNGTA IRRIGATION LTD.,RUNGTAIR,139.45 Cr.,80.88 Cr.,Capital Goods
1718,530457,CINERAD COMMUNICATIONS LTD.,CINERAD,37.44 Cr.,20.59 Cr.,"Media, Entertainment & Publication"
1719,530459,VALSON INDUSTRIES LTD.,VALSONQ,22.65 Cr.,7.25 Cr.,Textiles
1720,530461,SABOO SODIUM CHLORO LTD.,SABOOSOD,80.71 Cr.,41.16 Cr.,Fast Moving Consumer Goods
1721,530469,GSL SECURITIES LTD.,GSLSEC,4.00 Cr.,2.32 Cr.,Financial Services
1722,530475,Tinna Rubber and Infrastructure Limited,TINNARUBR,"1,538.83 Cr.",353.93 Cr.,Chemicals
1723,530477,VIKRAM THERMO (INDIA) LTD.,VIKRAMTH,452.65 Cr.,149.37 Cr.,Chemicals
1724,530495,Stratmont Industries Ltd,STRATMONT,8.76 Cr.,3.07 Cr.,Services
1725,530499,A.K.CAPITAL SERVICES LTD.,AKCAPIT,595.29 Cr.,166.68 Cr.,Financial Services
1726,530517,RELAXO FOOTWEARS LTD.,RELAXO,"20,681.82 Cr.","5,997.73 Cr.",Consumer Durables
1727,530521,VIRAT INDUSTRIES LTD.,VIRAT,72.89 Cr.,31.34 Cr.,Textiles
1728,530525,SHEETAL DIAMONDS LTD.,RRETAIL,183.07 Cr.,69.57 Cr.,Consumer Durables
1729,530533,TERAI TEA CO.LTD.,TERAI,62.57 Cr.,16.90 Cr.,Fast Moving Consumer Goods
1730,530537,MANRAJ HOUSING FINANCE LTD.,MANRAJH,20.36 Cr.,7.53 Cr.,Financial Services
1731,530545,COSCO (INDIA) LTD.,COSCO,147.38 Cr.,35.37 Cr.,Consumer Durables
1732,530547,KEN FINANCIAL SERVICES LTD.,KENFIN,4.20 Cr.,4.16 Cr.,Financial Services
1733,530549,SHILPA MEDICARE LTD.,SHILPAMED,"5,334.49 Cr.","2,667.25 Cr.",Healthcare
1734,530555,PARAMOUNT COMMUNICATIONS LTD.,PARACABLES,"2,185.22 Cr.",568.16 Cr.,Capital Goods
1735,530557,Ncl Research & Financial Services Ltd.,NCLRESE,75.99 Cr.,75.99 Cr.,Financial Services
1736,530565,ARCHANA SOFTWARE LTD.,SSLFINANCE,60.92 Cr.,47.52 Cr.,Information Technology
1737,530571,EXPLICIT FINANCE LTD.,EXPLICITFIN,7.99 Cr.,7.03 Cr.,Services
1738,530577,LADDERUP FINANCE LTD.,LADDERUP,39.07 Cr.,16.41 Cr.,Financial Services
1739,530579,U. Y. Fincorp Ltd,UYFINCORP,505.65 Cr.,146.64 Cr.,Financial Services
1740,530581,EKAM LEASING & FINANCE CO.LTD.,EKAMLEA,3.50 Cr.,2.52 Cr.,Services
1741,530585,SWASTIKA INVESTMART LTD.,SWASTIKA,232.41 Cr.,81.34 Cr.,Financial Services
1742,530589,PRIMA PLASTICS LTD.,PRIMAPLA,214.06 Cr.,83.48 Cr.,Consumer Durables
1743,530595,TELECANOR GLOBAL LTD.,TELECANOR,6.52 Cr.,4.96 Cr.,Information Technology
1744,530601,JAGSONPAL FINANCE & LEASING LTD.,JAGSONFI,3.42 Cr.,1.51 Cr.,Financial Services
1745,530609,CARNATION INDUSTRIES LTD.,CARNATIN,3.28 Cr.,1.84 Cr.,Capital Goods
1746,530611,STURDY INDUSTRIES LTD.,STURDY,8.02 Cr.,7.05 Cr.,Capital Goods
1747,530615,GARG FURNACE LTD.,GARGFUR,132.29 Cr.,47.62 Cr.,Capital Goods
1748,530617,SAMPRE NUTRITIONS LTD.,SAMPRE,48.10 Cr.,30.30 Cr.,Fast Moving Consumer Goods
1749,530621,Akar Auto Industries Ltd,AAIL,124.06 Cr.,33.50 Cr.,Automobile and Auto Components
1750,530627,Vipul Organics Ltd,VIPULORG,233.30 Cr.,74.66 Cr.,Chemicals
1751,530643,ECO RECYCLING LTD.,ECORECO,"1,049.36 Cr.",283.33 Cr.,Utilities
1752,530655,Goodluck India Ltd,GOODLUCK,"2,851.23 Cr.","1,083.47 Cr.",Capital Goods
1753,530663,Goyal Associates Ltd.,GOYALASS,8.97 Cr.,8.52 Cr.,Financial Services
1754,530665,ZENITH HEALTH CARE LTD.,ZENITHHE,24.88 Cr.,17.67 Cr.,Healthcare
1755,530669,Ace Engitech Ltd,ACEENGITEC,6.61 Cr.,4.76 Cr.,Information Technology
1756,530675,YORK EXPORTS LTD.,YORKEXP,13.61 Cr.,3.54 Cr.,Consumer Durables
1757,530677,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,SUPREME,239.08 Cr.,93.24 Cr.,Realty
1758,530689,Lykis Limited,LYKISLTD,94.65 Cr.,31.23 Cr.,Services
1759,530695,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.,PRIMEPRO,54.31 Cr.,14.66 Cr.,Realty
1760,530697,Zenlabs Ethica Ltd,ZENLABS,29.41 Cr.,12.06 Cr.,Services
1761,530699,Raj Rayon Industries Limited,RAJRILTD,"1,273.43 Cr.",76.41 Cr.,Textiles
1762,530709,GOWRA LEASING & FINANCE LTD.,GOWRALE,11.31 Cr.,3.96 Cr.,Financial Services
1763,530711,JAGAN LAMPS LTD.,JAGANLAM,75.31 Cr.,31.63 Cr.,Automobile and Auto Components
1764,530713,AJEL LTD.,AJEL,18.90 Cr.,7.94 Cr.,Information Technology
1765,530715,ALPS INDUSTRIES LTD.,ALPSINDUS,11.73 Cr.,9.04 Cr.,Textiles
1766,530723,ASIT C.MEHTA FINANCIAL SERVICES LTD.,ASITCFIN,162.32 Cr.,40.58 Cr.,Financial Services
1767,530733,Encode Packaging India Ltd,ENCODE,5.39 Cr.,5.23 Cr.,"Media, Entertainment & Publication"
1768,530735,SUPER BAKERS (INDIA) LTD.,SUPERBAK,9.06 Cr.,7.07 Cr.,Fast Moving Consumer Goods
1769,530741,OVOBEL FOODS LTD.,OVOBELE,217.66 Cr.,67.48 Cr.,Fast Moving Consumer Goods
1770,530747,INDO ASIAN FINANCE LTD.,CHALLANI,25.37 Cr.,6.34 Cr.,Financial Services
1771,530755,CORAL NEWSPRINTS LTD.,CORNE,6.03 Cr.,4.65 Cr.,Forest Materials
1772,530759,STERLING TOOLS LTD.,STERTOOLS,"1,280.12 Cr.",371.23 Cr.,Automobile and Auto Components
1773,530765,Agarwal Fortune India Ltd,AGARWAL,8.91 Cr.,4.54 Cr.,Capital Goods
1774,530771,KLG CAPITAL SERVICES LTD.,KLGCAP,3.25 Cr.,1.30 Cr.,Financial Services
1775,530779,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,DYNAMICP,81.26 Cr.,81.26 Cr.,Financial Services
1776,530787,INLAND PRINTERS LTD.,INLANPR,32.01 Cr.,26.56 Cr.,"Media, Entertainment & Publication"
1777,530789,CEEJAY FINANCE LTD.,CEEJAY,68.66 Cr.,25.40 Cr.,Financial Services
1778,530795,SUNCITY SYNTHETICS LTD.,SUNCITYSY,5.00 Cr.,2.60 Cr.,Textiles
1779,530797,SHREE GANESH ELASTOPLAST LTD.,SHGANEL,12.27 Cr.,10.31 Cr.,Services
1780,530799,ANNA INFRASTRUCTURES LTD.,ANNAINFRA,10.64 Cr.,2.87 Cr.,Financial Services
1781,530803,Bhageria Industries Ltd,BHAGERIA,786.90 Cr.,212.46 Cr.,Chemicals
1782,530805,Onesource Ideas Venture Ltd,OIVL,18.83 Cr.,5.84 Cr.,Services
1783,530809,BNR UDYOG LTD.,BNRUDY,21.64 Cr.,5.41 Cr.,Services
1784,530813,KRBL LTD.,KRBL,"6,772.85 Cr.","1,625.48 Cr.",Fast Moving Consumer Goods
1785,530821,SSPDL LTD.,SSPDL,27.24 Cr.,12.53 Cr.,Realty
1786,530825,DAIKAFFIL CHEMICALS INDIA LTD.,DAIKAFFI,62.84 Cr.,41.48 Cr.,Chemicals
1787,530829,CIL SECURITIES LTD.,CILSEC,28.25 Cr.,6.78 Cr.,Financial Services
1788,530839,CLIO INFOTECH LTD.,CLIOINFO,5.89 Cr.,5.48 Cr.,Information Technology
1789,530843,CUPID LTD.,CUPID,"2,853.96 Cr.","1,455.52 Cr.",Fast Moving Consumer Goods
1790,530845,SUNSHIELD CHEMICALS LTD.,SUNSHIEL,630.01 Cr.,239.40 Cr.,Chemicals
1791,530853,HIPOLIN LTD.,HIPOLIN,47.28 Cr.,11.35 Cr.,Fast Moving Consumer Goods
1792,530871,CHEMBOND CHEMICALS LTD.,CHEMBOND,739.99 Cr.,236.80 Cr.,Chemicals
1793,530879,Capital India Finance Ltd,CIFL,962.35 Cr.,259.83 Cr.,Financial Services
1794,530881,Arunjyoti Bio Ventures Ltd,ABVL,115.37 Cr.,58.84 Cr.,Financial Services
1795,530883,SUPER CROP SAFE LTD.,SUCROSA,55.58 Cr.,33.35 Cr.,Chemicals
1796,530897,N.G.INDUSTRIES LTD.,NGIND,55.52 Cr.,13.88 Cr.,Healthcare
1797,530899,ASIA PACK LTD.,ASIAPAK,14.88 Cr.,6.55 Cr.,Textiles
1798,530907,SI CAPITAL & FINANCIAL SERVICES LTD.,SICAPIT,10.40 Cr.,3.54 Cr.,Services
1799,530909,ERP SOFT SYSTEMS LTD.,ERPSOFT,41.83 Cr.,18.40 Cr.,Services
1800,530919,REMSONS INDUSTRIES LTD.,REMSONSIND,651.73 Cr.,162.93 Cr.,Automobile and Auto Components
1801,530925,RAMSONS PROJECTS LTD.,RAMSONS,7.05 Cr.,3.17 Cr.,Financial Services
1802,530931,STANPACKS (INDIA) LTD.,STANPACK,6.93 Cr.,4.29 Cr.,Capital Goods
1803,530943,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,SABTNL,265.02 Cr.,206.72 Cr.,"Media, Entertainment & Publication"
1804,530951,RAMINFO LIMITED,RAMINFO,100.03 Cr.,62.02 Cr.,Information Technology
1805,530953,SUNIL AGRO FOODS LTD.,SUNILAGR,50.03 Cr.,13.01 Cr.,Fast Moving Consumer Goods
1806,530959,DIANA TEA CO.LTD.,DIANATEA,41.11 Cr.,15.62 Cr.,Fast Moving Consumer Goods
1807,530961,Vikas EcoTech Ltd,VIKASECO,549.79 Cr.,511.30 Cr.,Chemicals
1808,530965,INDIAN OIL CORPORATION LTD.,IOC,"2,42,249.84 Cr.","65,407.46 Cr.","Oil, Gas & Consumable Fuels"
1809,530973,ALFA ICA (INDIA) LTD.,ALFAICA,26.78 Cr.,7.77 Cr.,Capital Goods
1810,530977,Shri Keshav Cements And Infra Ltd,SKCIL,332.65 Cr.,99.80 Cr.,Construction Materials
1811,530979,INDIA HOME LOAN LTD.,INDIAHOME,48.39 Cr.,30.48 Cr.,Financial Services
1812,530985,JPT SECURITIES LTD.,JPTSEC,2.80 Cr.,1.12 Cr.,Financial Services
1813,530991,ROOPA INDUSTRIES LTD.,ROOPAIND,48.02 Cr.,24.97 Cr.,Healthcare
1814,530997,UNIQUE ORGANICS LTD.,UNIQUEO,61.91 Cr.,33.43 Cr.,Fast Moving Consumer Goods
1815,530999,BALAJI AMINES LTD.,BALAMINES,"7,193.99 Cr.","2,374.02 Cr.",Chemicals
1816,531003,SWARNA SECURITIES LTD.,SWRNASE,18.23 Cr.,6.56 Cr.,Financial Services
1817,531017,ARIHANT'S SECURITIES LTD.,ARISE,9.78 Cr.,5.28 Cr.,Services
1818,531025,VISAGAR FINANCIAL SERVICES LTD.,VISAGAR,47.88 Cr.,45.01 Cr.,Financial Services
1819,531027,LIBORD SECURITIES LTD.,LIBORD,6.68 Cr.,1.67 Cr.,Financial Services
1820,531029,BHARAT TEXTILES & PROOFING INDUSTRIES LTD.,BHATEXT,5.69 Cr.,2.79 Cr.,Services
1821,531035,Justride Enterprises Ltd,ERAAYA,833.51 Cr.,50.01 Cr.,Automobile and Auto Components
1822,531041,COMPETENT AUTOMOBILES CO.LTD.,COMPEAU,375.12 Cr.,90.03 Cr.,Automobile and Auto Components
1823,531043,DHANVANTRI JEEVAN REKHA LTD.,ZDHJERK,8.55 Cr.,5.47 Cr.,Healthcare
1824,531049,NEELKANTH ROCKMINERALS LTD.,NEELKAN,6.20 Cr.,2.36 Cr.,Construction Materials
1825,531051,VINTAGE SECURITIES LTD.,VINTAGES,5.40 Cr.,2.32 Cr.,Financial Services
1826,531067,CONTIL INDIA LTD.,CONTILI,46.71 Cr.,27.09 Cr.,Services
1827,531069,VIJAY SOLVEX LTD.,VIJSOLX,272.43 Cr.,70.83 Cr.,Fast Moving Consumer Goods
1828,531080,SHRI KRISHNA DEVCON LTD.,SHRIKRISH,100.91 Cr.,45.41 Cr.,Realty
1829,531082,Alankit Ltd,ALANKIT,410.94 Cr.,197.25 Cr.,Services
1830,531083,NIHAR INFO GLOBAL LTD.,NIHARINF,7.36 Cr.,5.30 Cr.,Information Technology
1831,531091,UNITED CREDIT LTD.,UNITDCR,12.39 Cr.,4.95 Cr.,Financial Services
1832,531092,OM Infra Ltd,OMINFRAL,"1,340.55 Cr.",415.57 Cr.,Construction
1833,531099,Rubra Medicaments Ltd.,CHECKPOINT,5.46 Cr.,5.46 Cr.,Healthcare
1834,531109,ISHAN DYES & CHEMICALS LTD.,ISHANCH,105.78 Cr.,56.07 Cr.,Chemicals
1835,531111,GOTHI PLASCON (INDIA) LTD.,GOTHIPL,41.82 Cr.,11.29 Cr.,Consumer Durables
1836,531112,Balu Forge Industries Ltd,BALUFORGE,"2,948.49 Cr.",825.58 Cr.,Capital Goods
1837,531119,CEENIK EXPORTS (INDIA) LTD.,CEENIK,178.15 Cr.,73.04 Cr.,Consumer Durables
1838,531120,PATEL ENGINEERING LTD.,PATELENG,"4,993.70 Cr.","2,796.47 Cr.",Construction
1839,531127,Mena Mani Industries Ltd,MENAMANI,81.18 Cr.,42.21 Cr.,Financial Services
1840,531129,INANI MARBLES & INDUSTRIES LTD.,INANI,43.95 Cr.,16.26 Cr.,Construction Materials
1841,531137,GEMSTONE INVESTMENTS LTD.,GEMSI,13.23 Cr.,13.23 Cr.,Services
1842,531144,El Forge Ltd.,ELFORGE,41.87 Cr.,24.70 Cr.,Automobile and Auto Components
1843,531146,MEDICAMEN BIOTECH LTD.,MEDICAMEQ,621.55 Cr.,267.27 Cr.,Healthcare
1844,531147,Alicon Castalloy Limited,ALICON,"1,503.64 Cr.",405.98 Cr.,Automobile and Auto Components
1845,531153,DILIGENT INDUSTRIES LTD.,DILIGENT,67.59 Cr.,26.36 Cr.,Fast Moving Consumer Goods
1846,531155,EPSOM PROPERTIES LTD.,EPSOMPRO,5.46 Cr.,2.40 Cr.,Realty
1847,531156,ALFAVISION OVERSEAS (INDIA) LTD.,ALFAVIO,44.61 Cr.,33.46 Cr.,Fast Moving Consumer Goods
1848,531157,ORGANIC COATINGS LTD.,ORGCOAT,9.72 Cr.,4.08 Cr.,Chemicals
1849,531158,Catvision Limited,CATVISION,11.13 Cr.,7.79 Cr.,Services
1850,531161,ABM KNOWLEDGEWARE LTD.,ABMKNO,228.11 Cr.,72.99 Cr.,Information Technology
1851,531162,EMAMI LTD.,EMAMILTD,"21,080.23 Cr.","9,486.11 Cr.",Fast Moving Consumer Goods
1852,531163,Kemistar Corporation Limited,KEMISTAR,44.77 Cr.,11.19 Cr.,Chemicals
1853,531169,SKP SECURITIES LTD.,SKPSEC,86.10 Cr.,20.66 Cr.,Financial Services
1854,531173,SYSCHEM (INDIA) LTD.,SYSCHEM,241.89 Cr.,111.27 Cr.,Healthcare
1855,531175,BLS INFOTECH LTD.,BLSINFOTE,141.38 Cr.,57.96 Cr.,Information Technology
1856,531176,MEFCOM CAPITAL MARKETS LTD.,MEFCOMCAP,63.71 Cr.,16.56 Cr.,Financial Services
1857,531178,Hemang Resources Ltd,HEMANG,43.81 Cr.,13.58 Cr.,Services
1858,531179,ARMAN FINANCIAL SERVICES LTD.,ARMANFIN,"1,936.57 Cr.","1,142.58 Cr.",Financial Services
1859,531190,Tavernier Resources Limi,TAVERNIER,17.51 Cr.,7.88 Cr.,Services
1860,531199,GLANCE FINANCE LTD.,GLANCE,21.81 Cr.,3.93 Cr.,Financial Services
1861,531201,SHILCHAR TECHNOLOGIES LTD.,SHILCTECH,"4,659.59 Cr.","1,677.45 Cr.",Capital Goods
1862,531205,Tine Agro Ltd,TINEAGRO,"1,631.87 Cr.","1,631.87 Cr.",Services
1863,531207,RAYMED LABS LTD.,RAYLA,1.02 Cr.,0.73 Cr.,Healthcare
1864,531209,NUCLEUS SOFTWARE EXPORTS LTD.,NUCLEUS,"3,788.83 Cr.",947.21 Cr.,Information Technology
1865,531210,COLINZ LABORATORIES LTD.,COLINZ,10.38 Cr.,3.53 Cr.,Healthcare
1866,531212,NALIN LEASE FINANCE LTD.,NLFL,29.09 Cr.,8.43 Cr.,Financial Services
1867,531213,MANAPPURAM FINANCE LTD.,MANAPPURAM,"16,518.17 Cr.","10,571.63 Cr.",Financial Services
1868,531215,RTS POWER CORPORATION LTD.,RTSPOWR,205.88 Cr.,53.53 Cr.,Capital Goods
1869,531216,COMFORT INTECH LTD.,COMFINTE,320.26 Cr.,134.51 Cr.,Fast Moving Consumer Goods
1870,531219,SHYAMA INFOSYS LTD.,SHYAMAINFO,7.05 Cr.,7.05 Cr.,Healthcare
1871,531221,MAYUR FLOORINGS LTD.,MAYURFL,4.92 Cr.,2.66 Cr.,Construction Materials
1872,531223,ANJANI SYNTHETICS LTD.,ANJANI,65.79 Cr.,17.10 Cr.,Textiles
1873,531225,Xtglobal Infotech Ltd,XTGLOBAL,541.18 Cr.,151.53 Cr.,Information Technology
1874,531227,DECO-MICA LTD.,DECOMIC,35.15 Cr.,10.55 Cr.,Chemicals
1875,531228,RANDER CORPORATION LTD.,RANDER,11.83 Cr.,9.11 Cr.,Financial Services
1876,531233,RASI ELECTRODES LTD.,RASIELEC,89.38 Cr.,58.99 Cr.,Capital Goods
1877,531234,Scoobee Day Garments (India) Ltd,SCOOBEEDAY,113.14 Cr.,28.29 Cr.,Textiles
1878,531237,DHRUVA CAPITAL SERVICES LTD.,DHRUVCA,166.61 Cr.,43.32 Cr.,Financial Services
1879,531241,Linc Ltd,LINC,879.03 Cr.,237.34 Cr.,Fast Moving Consumer Goods
1880,531246,PRIMA INDUSTRIES LTD.,PRIMAIN,26.86 Cr.,12.09 Cr.,Fast Moving Consumer Goods
1881,531253,INDIA GELATINE & CHEMICALS LTD.,INDGELA,305.71 Cr.,113.11 Cr.,Chemicals
1882,531254,Optimus Finance Ltd,OPTIFIN,74.69 Cr.,34.36 Cr.,Financial Services
1883,531255,PARAGON FINANCE LTD.,PARAGONF,22.10 Cr.,5.75 Cr.,Financial Services
1884,531257,PRATIKSHA CHEMICALS LTD.,PRATIKSH,14.68 Cr.,7.93 Cr.,Chemicals
1885,531259,Esha Media Research Limited,ESHAMEDIA,6.00 Cr.,2.76 Cr.,"Media, Entertainment & Publication"
1886,531260,Refex Renewables & Infrastructure Ltd,REFEXRENEW,246.05 Cr.,61.51 Cr.,Construction
1887,531266,V.S.T.TILLERS TRACTORS LTD.,VSTTILLERS,"3,052.35 Cr.","1,343.03 Cr.",Capital Goods
1888,531268,B2B SOFTWARE TECHNOLOGIES LTD.,B2BSOFT,39.60 Cr.,9.90 Cr.,Information Technology
1889,531272,NIKKI GLOBAL FINANCE LTD.,NIKKIGL,2.61 Cr.,2.32 Cr.,Financial Services
1890,531273,Radhe Developers (india) Ltd.,RADHEDE,177.77 Cr.,97.77 Cr.,Realty
1891,531274,KINETIC TRUST LTD.,KINETRU,5.27 Cr.,1.53 Cr.,Financial Services
1892,531278,Elixir Capital Ltd,ELIXIR,47.41 Cr.,13.28 Cr.,Financial Services
1893,531279,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,TRISHAKT,83.36 Cr.,53.35 Cr.,Financial Services
1894,531280,PANKAJ POLYMERS LTD.,PANKAJPO,4.06 Cr.,1.75 Cr.,Capital Goods
1895,531281,Marble City India Ltd,MARBLE,23.95 Cr.,16.29 Cr.,Construction Materials
1896,531283,CINDRELLA FINANCIAL SERVICES LTD.,CINDRELL,6.61 Cr.,3.51 Cr.,Financial Services
1897,531287,NATIONAL PLASTIC TECHNOLOGIES LTD.,NATPLASTI,264.26 Cr.,87.20 Cr.,Capital Goods
1898,531288,LEAD FINANCIAL SERVICES LTD.,LEADFIN,5.56 Cr.,4.00 Cr.,Financial Services
1899,531289,National Fittings Limited,NATFIT,143.13 Cr.,77.29 Cr.,Capital Goods
1900,531297,ARTEFACT PROJECTS LTD.,ARTEFACT,65.98 Cr.,39.59 Cr.,Services
1901,531300,AMIT INTERNATIONAL LTD.,AMITINT,8.05 Cr.,6.68 Cr.,Textiles
1902,531301,HIGH STREET FILATEX LTD.,HIGHSTREE,3.70 Cr.,2.81 Cr.,Textiles
1903,531304,NUTECH GLOBAL LTD.,NUTECGLOB,6.89 Cr.,4.27 Cr.,Textiles
1904,531306,DHP INDIA LTD.,DHPIND,212.39 Cr.,55.22 Cr.,"Oil, Gas & Consumable Fuels"
1905,531307,RRIL Ltd,RRIL,279.52 Cr.,81.06 Cr.,Textiles
1906,531310,AVAILABLE FINANCE LTD.,AVAILFC,255.65 Cr.,86.92 Cr.,Financial Services
1907,531314,INTEGRA CAPITAL MANAGEMENT LTD.,INTCAPL,7.65 Cr.,3.82 Cr.,Financial Services
1908,531319,MARUTI SECURITIES LTD.,MARUTISE,4.55 Cr.,1.18 Cr.,Financial Services
1909,531322,Sri Havisha Hospitality And Infrastructure Ltd,HAVISHA,40.99 Cr.,27.06 Cr.,Consumer Services
1910,531323,Jayatma Industries Ltd,JAYIND,9.88 Cr.,5.43 Cr.,Textiles
1911,531324,ROSELABS FINANCE LTD.,ROSELABS,30.10 Cr.,7.83 Cr.,Financial Services
1912,531327,CHARMS INDUSTRIES LTD.,CHARMS,2.70 Cr.,2.05 Cr.,Financial Services
1913,531328,Kretto Syscon Ltd,KRETTOSYS,12.54 Cr.,12.54 Cr.,Realty
1914,531334,Vikalp Securities Ltd.,VIKALPS,9.32 Cr.,4.85 Cr.,Services
1915,531335,ZYDUS WELLNESS LTD.,ZYDUSWELL,"10,612.25 Cr.","2,228.57 Cr.",Fast Moving Consumer Goods
1916,531337,WinPro Industries Ltd,WINPRO,23.19 Cr.,22.73 Cr.,"Media, Entertainment & Publication"
1917,531338,MILESTONE GLOBAL LTD.,MILESTONE,13.18 Cr.,3.56 Cr.,Construction Materials
1918,531340,BERVIN INVESTMENT & LEASING LTD.,BERVINL,24.21 Cr.,6.30 Cr.,Financial Services
1919,531341,GUJARAT INVESTA LTD.,GUJINV,8.85 Cr.,5.75 Cr.,Financial Services
1920,531344,CONTAINER CORPORATION OF INDIA LTD.,CONCOR,"65,081.78 Cr.","29,286.80 Cr.",Services
1921,531346,EASTERN TREADS LTD.,EASTRED,19.70 Cr.,5.71 Cr.,Automobile and Auto Components
1922,531349,PANACEA BIOTEC LTD.,PANACEABIO,881.70 Cr.,229.24 Cr.,Healthcare
1923,531352,PEETI SECURITIES LTD.,PEETISEC,8.58 Cr.,5.58 Cr.,Textiles
1924,531357,Mercury Ev-Tech Ltd,MERCURYEV,"1,406.66 Cr.",520.46 Cr.,Automobile and Auto Components
1925,531358,CHOICE INTERNATIONAL LTD.,CHOICEIN,"6,484.80 Cr.","2,593.92 Cr.",Financial Services
1926,531359,SHRIRAM ASSET MANAGEMENT CO.LTD.,SRAMSET,387.77 Cr.,112.45 Cr.,Financial Services
1927,531360,Golechha Global Finance Ltd.,GOLECHA,9.63 Cr.,5.10 Cr.,Services
1928,531364,Ekansh Concepts Ltd,EKANSH,87.74 Cr.,87.74 Cr.,Services
1929,531370,Sparc Electrex Ltd,SPAR,16.69 Cr.,16.03 Cr.,Information Technology
1930,531373,THE BYKE HOSPITALITY LTD.,BYKE,297.45 Cr.,157.65 Cr.,Consumer Services
1931,531380,CENTENIAL SURGICAL SUTURE LTD.,CSURGSU,37.21 Cr.,19.72 Cr.,Healthcare
1932,531381,ARIHANT FOUNDATIONS & HOUSING LTD.,ARIHANT,134.85 Cr.,75.51 Cr.,Realty
1933,531387,HASTI FINANCE LTD.,HASTIFIN,11.16 Cr.,6.03 Cr.,Financial Services
1934,531390,UPSURGE INVESTMENT & FINANCE LTD.,UPSURGE,71.82 Cr.,30.88 Cr.,Financial Services
1935,531395,PADAM COTTON YARNS LTD.,PADAMCO,16.74 Cr.,8.04 Cr.,Textiles
1936,531396,WOMEN NETWORKS LTD.,WOMENNET,3.88 Cr.,3.10 Cr.,Information Technology
1937,531397,POLYCON INTERNATIONAL LTD.,POLYCON,7.68 Cr.,3.84 Cr.,Capital Goods
1938,531398,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,SOURCENTRL,55.83 Cr.,14.52 Cr.,Healthcare
1939,531400,ALMONDZ GLOBAL SECURITIES LTD.,ALMONDZ,289.55 Cr.,112.92 Cr.,Financial Services
1940,531402,LWS KNITWEAR LTD.,LWSKNIT,15.20 Cr.,6.38 Cr.,Services
1941,531406,ANS Industries Ltd,ANSINDUS,10.32 Cr.,4.85 Cr.,Fast Moving Consumer Goods
1942,531409,ALCHEMIST CORPORATION LTD.,ALCHCORP,7.81 Cr.,2.03 Cr.,Chemicals
1943,531411,TUNI TEXTILE MILLS LTD.,TUNITEX,24.41 Cr.,19.04 Cr.,Textiles
1944,531412,Radix Industries (India) Limited,RADIXIND,243.12 Cr.,60.78 Cr.,Fast Moving Consumer Goods
1945,531413,KIRAN PRINT-PACK LTD.,KIRANPR,6.21 Cr.,1.80 Cr.,"Media, Entertainment & Publication"
1946,531416,NARENDRA PROPERTIES LTD.,NARPROP,38.77 Cr.,11.63 Cr.,Realty
1947,531417,MEGA CORPORATION LTD.,MEGACOR,28.00 Cr.,13.44 Cr.,Financial Services
1948,531426,TAMIL NADU NEWSPRINT & PAPERS LTD.,TNPL,"1,882.87 Cr.","1,054.41 Cr.",Forest Materials
1949,531431,SHAKTI PUMPS (INDIA) LTD.,SHAKTIPUMP,"3,588.49 Cr.","1,543.05 Cr.",Capital Goods
1950,531432,SYSTEMATIX SECURITIES LTD.,SYTIXSE,3.25 Cr.,2.86 Cr.,Financial Services
1951,531433,SUNGOLD CAPITAL LTD.,SUNGOLD,5.67 Cr.,4.31 Cr.,Financial Services
1952,531436,Saffron Industries Limited,SAFFRON,4.63 Cr.,1.85 Cr.,Forest Materials
1953,531437,Prakash Woollen & Synthetic Mills Ltd,PWASML,38.22 Cr.,13.76 Cr.,Textiles
1954,531439,GOLDSTONE TECHNOLOGIES LTD.,GOLDTECH,465.65 Cr.,214.20 Cr.,Information Technology
1955,531444,Vardhman Concrete Limited,VARDHMAN,6.71 Cr.,2.62 Cr.,Construction Materials
1956,531449,GRM OVERSEAS LTD.,GRMOVER,853.20 Cr.,204.77 Cr.,Fast Moving Consumer Goods
1957,531453,MOHIT INDUSTRIES LTD.,MOHITIND,31.80 Cr.,14.31 Cr.,Textiles
1958,531454,POLYLINK POLYMERS (INDIA) LTD.,POLYLINK,64.15 Cr.,16.04 Cr.,Chemicals
1959,531456,MINAXI TEXTILES LTD.,MINAXI,12.75 Cr.,7.90 Cr.,Textiles
